Выборы Президента Российской Федерации																																																
																																																
Наименование Избирательной комиссии:    Атяшевская																																																
																																																
Итоги голосования 																																																
																																																
		Сумма	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113					
1	"Число избирателей, внесенных в список"	17480	2233	1780	607	1211	662	587	651	356	567	197	358	205	231	217	515	131	47	386	248	292	64	549	300	398	586	158	161	241	81	248	210	437	376	340	282	512	202	233	199	60	362					
2	Число полученных избирательных бюллетеней	17654	2276	1847	603	1228	654	591	644	361	572	201	362	205	231	222	518	134	48	389	248	294	64	554	302	399	584	158	160	243	83	248	210	440	379	345	282	518	202	233	197	61	364					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16278	2005	1683	562	1178	637	532	577	300	459	169	327	200	225	211	498	126	47	374	236	282	64	548	298	360	557	146	147	202	66	248	188	392	352	335	273	489	192	220	173	60	340					
5	"Число избирательных бюллетеней, выданных вне помещения"	1036	187	64	39	21	17	55	67	54	97	26	27	5	6	6	15	5	0	10	10	10	0	0	0	35	25	12	13	36	14	0	20	42	22	5	8	20	10	13	23	0	17					
6	Число погашенных избирательных бюллетеней	340	84	100	2	29	0	4	0	7	16	6	8	0	0	5	5	3	1	5	2	2	0	6	4	4	2	0	0	5	3	0	2	6	5	5	1	9	0	0	1	1	7					
7	Число избирательных бюллетеней в переносных ящиках	1036	187	64	39	21	17	55	67	54	97	26	27	5	6	6	15	5	0	10	10	10	0	0	0	35	25	12	13	36	14	0	20	42	22	5	8	20	10	13	23	0	17					
8	Число бюллетеней в стационарных ящиках для голосования	16278	2005	1683	562	1178	637	532	577	300	459	169	327	200	225	211	498	126	47	374	236	282	64	548	298	360	557	146	147	202	66	248	188	392	352	335	273	489	192	220	173	60	340					
9	Число недействительных избирательных бюллетеней	12	6	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	17302	2186	1747	601	1196	654	587	644	354	555	195	354	205	230	217	513	131	47	384	246	292	64	548	298	395	582	158	160	238	80	248	208	434	374	339	281	509	202	233	196	60	357					
11	Число полученных открепительных  удостоверений	400	58	57	13	13	15	13	14	8	13	4	8	5	5	5	12	3	1	9	5	6	1	13	7	9	13	3	3	5	2	5	5	9	10	8	6	11	5	5	4	1	8					
12	Число выданных открепительных удостоверений	168	54	47	8	11	1	1	2	0	3	2	1	1	0	3	1	1	0	3	0	1	1	0	0	2	6	0	1	0	0	0	0	5	5	1	2	2	0	1	2	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	67	14	8	3	3	1	0	4	0	1	0	2	2	1	1	1	0	1	1	3	1	0	1	0	3	1	1	1	1	1	2	1	1	1	0	0	0	1	0	2	1	2					
14	Число неиспользованных открепительных удостоверений	232	4	10	5	2	14	12	12	8	10	2	7	4	5	2	11	2	1	6	5	5	0	13	7	7	7	3	2	5	2	5	5	4	5	7	4	9	5	4	2	1	8					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																
