Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Красногвардейская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	29695	1038	1161	1627	2687	1319	2285	1638	1922	1527	1549	1188	1401	307	2162	2461	1053	1456	1070	1161	683									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	30421	1080	1200	1660	2740	1340	2300	1650	1880	1600	1660	1150	1500	310	2400	2600	1100	1321	1100	1100	730									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	14121	415	455	734	1110	581	954	655	745	519	1010	698	653	138	1328	1195	465	817	491	662	496									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2730	162	137	99	146	84	250	97	242	248	150	184	182	24	134	147	80	104	75	92	93									
6	Число погашенных избирательных бюллетеней	13570	503	608	827	1484	675	1096	898	893	833	500	268	665	148	938	1258	555	400	534	346	141									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2730	162	137	99	146	84	250	97	242	248	150	184	182	24	134	147	80	104	75	92	93									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	14121	415	455	734	1110	581	954	655	745	519	1010	698	653	138	1328	1195	465	817	491	662	496									
9	Число недействительных избирательных бюллетеней	333	33	14	7	23	19	21	10	16	20	20	15	13	9	45	22	14	2	9	17	4									
10	Число действительных избирательных бюллетеней	16518	544	578	826	1233	646	1183	742	971	747	1140	867	822	153	1417	1320	531	919	557	737	585									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	331	10	10	15	35	30	20	20	20	10	31	15	20	5	20	20	10	10	15	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	256	7	10	11	35	18	14	15	2	9	31	15	20	5	20	14	10	2	8	5	5									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	79	5	5	3	0	10	10	2	2	3	7	4	5	3	5	0	2	6	3	2	2									
14	Число погашенных неиспользованных открепительных удостоверений	75	3	0	4	0	12	6	5	18	1	0	0	0	0	0	6	0	8	7	5	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	15	0	1	1	4	1	0	2	0	1	0	0	0	0	0	4	0	0	0	1	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	147	5	6	10	7	10	15	11	12	5	3	10	2	1	13	15	3	3	6	10	0									
		0.87%	0.87%	1.01%	1.20%	0.56%	1.50%	1.25%	1.46%	1.22%	0.65%	0.26%	1.13%	0.24%	0.62%	0.89%	1.12%	0.55%	0.33%	1.06%	1.33%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	429	20	21	26	29	18	25	21	39	21	28	20	20	9	24	44	12	4	22	26	0									
