Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Район Царицыно																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №1882	УИК №1883	УИК №1884	УИК №1885	УИК №1886	УИК №1887	УИК №1888	УИК №1889	УИК №1890	УИК №1891	УИК №1892	УИК №1893	УИК №1894	УИК №1895	УИК №1896	УИК №1897	УИК №1898	УИК №1899	УИК №1900	УИК №1901	УИК №1902	УИК №1903	УИК №1904	УИК №1905	УИК №1906	УИК №1907	УИК №1908	УИК №1909	УИК №1910	УИК №1911	УИК №1912	УИК №1913	УИК №1914	УИК №3156	УИК №3157					
1	"Число избирателей, внесенных в списки"	76658	2627	2800	2205	2778	2671	1762	1866	2083	2311	2070	2642	2288	2744	2701	2740	2634	2420	1684	1928	2031	1868	2119	2056	2383	2495	2572	1601	1985	2009	2641	1980	2601	2286	627	450					
2	"Число бюллетеней, полученных участковыми комиссиями"	73450	2600	2800	2100	2700	2600	1700	1800	2000	2200	2000	2500	2200	2600	2500	2600	2500	2300	1500	1800	1800	1700	2000	2000	2300	2400	2400	1500	2000	2000	2500	2000	2500	2200	700	450					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	41897	1481	1603	1338	1544	1458	978	1092	1187	1199	1109	1391	1219	1399	1450	1424	1310	1425	992	1116	1079	988	1127	1117	1278	1332	1373	895	1145	973	1363	1174	1392	1200	627	119					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1574	85	30	50	25	13	25	11	25	77	46	37	34	63	34	41	44	19	37	30	31	35	39	36	53	15	27	46	29	36	41	49	55	25	0	331					
6	Число погашенных бюллетеней	29978	1034	1167	712	1131	1129	697	697	788	924	845	1072	947	1137	1016	1135	1146	856	471	654	690	677	834	847	969	1053	1000	559	826	991	1096	777	1053	975	73	0					
7	Число бюллетеней в переносных ящиках для голосования	1574	85	30	50	25	13	25	11	25	77	46	37	34	63	34	41	44	19	37	30	31	35	39	36	53	15	27	46	29	36	41	49	55	25	0	331					
8	Число бюллетеней в стационарных ящиках для голосования	41690	1396	1601	1323	1536	1451	978	1092	1185	1196	1099	1391	1219	1399	1450	1371	1310	1425	990	1116	1079	988	1127	1117	1278	1332	1373	895	1116	967	1363	1170	1392	1219	627	119					
9	Число недействительных бюллетеней	687	31	12	8	16	22	13	12	35	21	19	10	29	42	9	16	12	19	20	25	16	32	18	12	18	20	17	10	15	23	29	16	18	39	15	18					
10	Число действительных бюллетеней	42577	1450	1619	1365	1545	1442	990	1091	1175	1252	1126	1418	1224	1420	1475	1396	1342	1425	1007	1121	1094	991	1148	1141	1313	1327	1383	931	1130	980	1375	1203	1429	1205	612	432					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	2014	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	62	61	61	61	61	61	61	61	61	61	61	61	0	0					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1015	30	30	40	34	31	29	28	45	22	30	18	30	27	29	37	40	36	25	17	25	23	31	26	40	40	39	20	25	40	42	31	32	23	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	745	28	23	23	21	14	28	23	22	11	0	19	14	19	17	6	19	50	30	31	24	17	12	71	26	21	26	18	15	20	12	52	18	15	0	0					
14	Число погашенных открепительных удостоверений	999	31	31	21	27	30	32	33	16	39	31	43	31	34	32	24	21	25	36	44	36	38	31	35	21	21	22	41	36	21	19	30	29	38	0	0					
