Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																							
Дата голосования: 04.12.2011																																																							
																																																							
Наименование Избирательной комиссии:    Нижнеломовская																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845	УИК №846	УИК №847	УИК №848	УИК №849	УИК №850	УИК №851	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875					
1	"Число избирателей, внесенных в список избирателей"	34172	491	525	300	496	331	696	684	650	652	1106	683	85	49	212	262	349	181	265	337	391	279	1180	341	194	1117	206	444	653	459	304	143	545	494	1435	1351	1390	1218	1219	1018	1324	536	2236	1649	1196	1134	1104	1169	1089					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	34672	526	558	299	490	331	702	690	700	674	1157	700	88	51	240	267	358	184	266	339	419	280	1212	368	204	1137	210	479	670	477	310	145	555	495	1462	1370	1412	1215	1260	1015	1353	536	2110	1618	1200	1142	1108	1190	1100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	20177	231	291	159	327	233	483	525	320	414	673	376	64	29	138	122	194	84	141	181	200	214	844	220	124	624	113	215	340	306	184	103	356	369	1038	695	657	992	623	607	754	276	1245	933	612	687	579	578	704					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3662	125	110	90	107	51	126	94	93	47	129	111	8	11	25	57	76	23	49	100	50	34	105	54	34	134	18	92	96	70	76	19	89	43	152	136	113	58	71	69	29	32	288	54	107	46	60	67	34					
6	Число погашенных избирательных бюллетеней	10833	170	157	50	56	47	93	71	287	213	355	213	16	11	77	88	88	77	76	58	169	32	263	94	46	379	79	172	234	101	50	23	110	83	272	539	642	165	566	339	570	228	577	631	481	409	469	545	362					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3662	125	110	90	107	51	126	94	93	47	129	111	8	11	25	57	76	23	49	100	50	34	105	54	34	134	18	92	96	70	76	19	89	43	152	136	113	58	71	69	29	32	288	54	107	46	60	67	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	20177	231	291	159	327	233	483	525	320	414	673	376	64	29	138	122	194	84	141	181	200	214	844	220	124	624	113	215	340	306	184	103	356	369	1038	695	657	992	623	607	754	276	1245	933	612	687	579	578	704					
9	Число недействительных избирательных бюллетеней	763	0	0	0	20	0	39	5	0	4	7	18	0	0	0	1	2	0	0	3	7	12	103	43	2	4	2	0	9	57	1	0	47	19	14	37	8	33	1	109	17	10	16	14	30	10	20	25	14					
10	Число действительных избирательных бюллетеней	23076	356	401	249	414	284	570	614	413	457	795	469	72	40	163	178	268	107	190	278	243	236	846	231	156	754	129	307	427	319	259	122	398	393	1176	794	762	1017	693	567	766	298	1517	973	689	723	619	620	724					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	653	10	10	5	10	10	15	15	20	20	35	20	2	2	10	10	10	5	2	5	15	5	20	20	5	20	5	25	20	10	5	2	10	10	20	15	15	25	15	15	25	5	25	15	15	15	15	25	20					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	428	10	7	0	4	0	2	7	20	10	35	13	2	0	9	2	0	0	0	0	13	5	20	20	5	10	1	23	15	10	0	0	1	2	15	9	13	18	9	8	20	3	17	11	6	12	12	15	14					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	136	0	0	7	7	3	1	2	0	1	3	2	6	0	1	3	1	1	2	3	3	5	2	4	1	5	1	4	3	1	2	2	1	1	1	3	2	2	0	5	4	4	3	5	8	9	4	5	3					
14	Число погашенных неиспользованных открепительных удостоверений	225	0	3	5	6	10	13	8	0	10	0	7	0	2	1	8	10	5	2	5	2	0	0	0	0	10	4	2	5	0	5	2	9	8	5	6	2	7	6	7	5	2	8	4	9	3	3	10	6					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	72	0	0	0	2	0	0	2	3	9	12	4	0	0	6	0	0	0	0	0	0	0	5	1	1	1	0	2	1	2	0	0	0	0	0	0	3	2	2	0	1	0	0	3	0	1	0	7	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1742	22	29	10	24	16	34	14	25	42	46	34	11	5	8	12	25	11	35	14	22	19	54	18	7	49	6	13	12	26	21	5	20	15	78	69	82	53	80	39	64	33	118	98	63	55	70	66	70					
		7.31%	6.18%	7.23%	4.02%	5.53%	5.63%	5.58%	2.26%	6.05%	9.11%	5.74%	6.98%	15.28%	12.50%	4.91%	6.70%	9.26%	10.28%	18.42%	4.98%	8.80%	7.66%	5.69%	6.57%	4.43%	6.46%	4.58%	4.23%	2.75%	6.91%	8.08%	4.10%	4.49%	3.64%	6.55%	8.30%	10.65%	5.05%	11.53%	5.77%	8.17%	10.71%	7.70%	9.93%	8.76%	7.50%	10.95%	10.23%	9.49%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2007	32	25	16	26	17	37	23	47	31	67	32	8	4	24	33	36	8	9	13	23	27	62	14	15	66	6	26	30	42	18	11	31	15	124	76	74	67	73	60	65	37	122	117	79	71	69	58	41					
		8.42%	8.99%	6.23%	6.43%	5.99%	5.99%	6.08%	3.72%	11.38%	6.72%	8.35%	6.57%	11.11%	10.00%	14.72%	18.44%	13.33%	7.48%	4.74%	4.63%	9.20%	10.89%	6.53%	5.11%	9.49%	8.71%	4.58%	8.47%	6.88%	11.17%	6.92%	9.02%	6.97%	3.64%	10.42%	9.15%	9.61%	6.38%	10.52%	8.88%	8.30%	12.01%	7.96%	11.85%	10.99%	9.69%	10.80%	8.99%	5.56%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	144	2	0	1	1	0	4	2	1	1	4	1	0	0	2	0	3	1	2	1	0	0	1	3	0	3	0	1	0	1	2	0	1	4	4	9	8	7	14	1	3	3	16	9	8	9	1	5	5					
		0.60%	0.56%	0.00%	0.40%	0.23%	0.00%	0.66%	0.32%	0.24%	0.22%	0.50%	0.21%	0.00%	0.00%	1.23%	0.00%	1.11%	0.93%	1.05%	0.36%	0.00%	0.00%	0.11%	1.09%	0.00%	0.40%	0.00%	0.33%	0.00%	0.27%	0.77%	0.00%	0.22%	0.97%	0.34%	1.08%	1.04%	0.67%	2.02%	0.15%	0.38%	0.97%	1.04%	0.91%	1.11%	1.23%	0.16%	0.78%	0.68%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4258	105	47	34	23	33	42	38	68	50	103	64	11	3	19	45	38	26	38	49	63	38	67	18	8	134	35	42	36	50	36	15	47	56	196	167	205	148	178	96	219	102	370	255	145	201	145	149	201					
		17.86%	29.49%	11.72%	13.65%	5.30%	11.62%	6.90%	6.14%	16.46%	10.85%	12.84%	13.14%	15.28%	7.50%	11.66%	25.14%	14.07%	24.30%	20.00%	17.44%	25.20%	15.32%	7.06%	6.57%	5.06%	17.68%	26.72%	13.68%	8.26%	13.30%	13.85%	12.30%	10.56%	13.59%	16.47%	20.10%	26.62%	14.10%	25.65%	14.20%	27.97%	33.12%	24.14%	25.84%	20.17%	27.42%	22.69%	23.10%	27.24%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	252	7	1	3	0	1	2	2	6	5	9	1	0	1	1	2	1	1	1	2	1	2	6	3	0	5	3	4	0	6	3	0	3	4	9	14	8	3	8	18	15	7	24	7	9	14	6	5	19					
		1.06%	1.97%	0.25%	1.20%	0.00%	0.35%	0.33%	0.32%	1.45%	1.08%	1.12%	0.21%	0.00%	2.50%	0.61%	1.12%	0.37%	0.93%	0.53%	0.71%	0.40%	0.81%	0.63%	1.09%	0.00%	0.66%	2.29%	1.30%	0.00%	1.60%	1.15%	0.00%	0.67%	0.97%	0.76%	1.68%	1.04%	0.29%	1.15%	2.66%	1.92%	2.27%	1.57%	0.71%	1.25%	1.91%	0.94%	0.78%	2.57%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14610	188	298	185	339	217	450	535	265	327	564	336	42	27	109	86	165	59	105	197	134	149	652	174	126	496	78	221	348	191	179	91	296	298	763	455	384	737	339	349	399	114	864	481	384	371	321	337	385					
		61.29%	52.81%	74.31%	74.30%	78.11%	76.41%	73.89%	86.43%	64.16%	70.93%	70.32%	68.99%	58.33%	67.50%	66.87%	48.04%	61.11%	55.14%	55.26%	70.11%	53.60%	60.08%	68.70%	63.50%	79.75%	65.44%	59.54%	71.99%	79.82%	50.80%	68.85%	74.59%	66.52%	72.33%	64.12%	54.75%	49.87%	70.19%	48.85%	51.63%	50.96%	37.01%	56.36%	48.73%	53.41%	50.61%	50.23%	52.25%	52.17%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	63	0	1	0	1	0	1	0	1	1	2	1	0	0	0	0	0	1	0	2	0	1	4	1	0	1	1	0	1	3	0	0	0	1	2	4	1	2	1	4	1	2	3	6	1	2	7	0	3					
		0.26%	0.00%	0.25%	0.00%	0.23%	0.00%	0.16%	0.00%	0.24%	0.22%	0.25%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.71%	0.00%	0.40%	0.42%	0.36%	0.00%	0.13%	0.76%	0.00%	0.23%	0.80%	0.00%	0.00%	0.00%	0.24%	0.17%	0.48%	0.13%	0.19%	0.14%	0.59%	0.13%	0.65%	0.20%	0.61%	0.14%	0.27%	1.10%	0.00%	0.41%					
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
