Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Нижнеломовская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №852	УИК №853	УИК №854	УИК №855	УИК №856	УИК №857	УИК №858	УИК №859	УИК №860	УИК №861	УИК №862	УИК №863	УИК №864	УИК №865	УИК №866	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №897	УИК №898	УИК №899	УИК №900	УИК №901					
1	"Число избирателей, внесенных в списки избирателей"	34432	538	593	313	455	495	359	739	707	673	674	1195	662	101	41	58	276	365	187	288	393	281	980	364	68	247	625	458	55	229	670	508	165	343	260	498	48	398	95	602	1655	2400	1798	1210	1798	2004	1782	1181	1712	1423	1463					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	34783	555	585	310	470	510	365	750	690	685	695	1160	675	100	35	55	275	365	190	295	385	275	975	365	70	250	635	460	53	235	675	500	165	345	270	485	50	415	95	580	1800	2350	2000	1200	1770	1980	1830	1310	1670	1385	1440					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	22949	251	164	140	232	271	265	354	318	371	401	756	364	59	30	40	133	163	98	144	219	207	712	239	17	113	454	282	27	119	360	307	127	187	126	293	37	216	54	395	1525	2001	1433	978	1484	1271	1153	1067	1143	876	973					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4357	166	214	93	141	100	70	120	213	98	64	78	125	7	2	4	30	71	19	57	120	34	93	56	25	80	126	39	7	31	139	89	32	90	53	57	6	76	24	121	130	177	101	79	74	105	158	114	196	163	90					
6	Число погашенных избирательных бюллетеней	7477	138	207	77	97	139	30	276	159	216	230	326	186	34	3	11	112	131	73	94	46	34	170	70	28	57	55	139	19	85	176	104	6	68	91	135	7	123	17	64	145	172	466	143	212	604	519	129	331	346	377					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4357	166	214	93	141	100	70	120	213	98	64	78	125	7	2	4	30	71	19	57	120	34	93	56	25	80	126	39	7	31	139	89	32	90	53	57	6	76	24	121	130	177	101	79	74	105	158	114	196	163	90					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	22917	251	164	140	232	271	265	354	318	371	401	756	364	59	30	40	133	163	98	144	219	207	712	239	17	113	454	282	27	119	360	307	127	187	126	293	37	216	54	371	1525	1996	1433	978	1484	1271	1153	1067	1140	876	973					
9	Число недействительных избирательных бюллетеней	374	5	7	3	6	4	0	9	13	3	1	16	8	5	0	0	3	0	3	3	7	4	6	5	2	1	5	5	2	3	12	16	5	10	5	9	4	7	4	13	12	30	18	12	14	5	12	1	26	14	16					
10	Число действительных избирательных бюллетеней	26900	412	371	230	367	367	335	465	518	466	464	818	481	61	32	44	160	234	114	198	332	237	799	290	40	192	575	316	32	147	487	380	154	267	174	341	39	285	74	479	1643	2143	1516	1045	1544	1371	1299	1180	1310	1025	1047					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	597	20	10	5	10	15	5	15	15	15	15	20	15	5	5	5	5	5	5	5	5	5	15	5	7	5	15	5	5	0	15	5	5	5	10	5	5	21	0	10	20	25	19	20	25	28	30	20	25	17	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	408	20	3	1	10	4	1	4	3	15	15	12	3	0	0	0	2	5	0	2	0	4	15	5	7	5	5	2	0	0	6	3	0	5	6	5	1	21	0	7	17	25	14	17	24	27	26	10	17	13	21					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	214	4	4	2	6	3	2	3	7	1	2	5	4	0	2	2	3	4	0	2	5	3	7	4	7	3	3	4	4	1	6	3	1	4	3	7	2	5	3	5	4	14	6	6	4	11	9	4	8	6	6					
14	Число погашенных неиспользованных открепительных удостоверений	189	0	7	4	0	11	4	11	12	0	0	8	12	5	5	5	3	0	5	3	5	1	0	0	0	0	10	3	5	0	9	2	5	0	4	0	4	0	0	3	3	0	5	3	1	1	4	10	8	4	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	1.Политическая партия «Аграрная партия России»	433	7	6	1	15	17	0	9	7	3	11	9	10	2	1	4	6	2	6	11	5	2	6	11	0	6	9	12	1	3	7	8	5	14	6	9	1	7	0	6	11	12	15	7	13	16	32	21	41	11	9					
		1.59%	1.68%	1.59%	0.43%	4.02%	4.58%	0.00%	1.90%	1.32%	0.64%	2.37%	1.08%	2.04%	3.03%	3.13%	9.09%	3.68%	0.85%	5.13%	5.47%	1.47%	0.83%	0.75%	3.73%	0.00%	3.11%	1.55%	3.74%	2.94%	2.00%	1.40%	2.02%	3.14%	5.05%	3.35%	2.57%	2.33%	2.40%	0.00%	1.22%	0.66%	0.55%	0.98%	0.66%	0.83%	1.16%	2.44%	1.78%	3.07%	1.06%	0.85%					
19	2.Всероссийская политическая партия «Гражданская Сила»	101	0	1	0	0	2	0	0	0	0	2	2	0	0	0	2	1	0	1	0	1	0	0	2	0	1	1	0	0	0	1	1	0	1	0	3	0	4	0	0	6	16	4	6	7	10	4	10	3	0	9					
		0.37%	0.00%	0.26%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.43%	0.24%	0.00%	0.00%	0.00%	4.55%	0.61%	0.00%	0.85%	0.00%	0.29%	0.00%	0.00%	0.68%	0.00%	0.52%	0.17%	0.00%	0.00%	0.00%	0.20%	0.25%	0.00%	0.36%	0.00%	0.86%	0.00%	1.37%	0.00%	0.00%	0.36%	0.74%	0.26%	0.57%	0.45%	0.73%	0.31%	0.85%	0.22%	0.00%	0.85%					
20	3.Политическая партия «Демократическая партия России»	51	0	1	1	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	6	2	0	0	2	23	3	1	1	0	0					
		0.19%	0.00%	0.26%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.41%	0.00%	0.00%	4.55%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.25%	0.63%	0.00%	0.00%	0.00%	2.33%	0.00%	0.00%	0.00%	0.36%	0.09%	0.00%	0.00%	0.13%	1.67%	0.23%	0.08%	0.07%	0.00%	0.00%					
