Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Обская городская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412					
1	"Число избирателей, внесенных в списки"	20582	2002	1699	1616	1949	504	2360	1545	1768	2572	2239	1989	339					
2	"Число бюллетеней, полученных участковыми комиссиями"	20068	1995	1689	1475	1855	480	2346	1546	1751	2405	2241	1959	326					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	10317	846	691	728	945	297	1235	880	1103	1526	1130	799	137					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	581	90	89	56	53	57	26	35	23	12	10	98	32					
6	Число погашенных бюллетеней	9170	1059	909	691	857	126	1085	631	625	867	1101	1062	157					
7	Число бюллетеней в переносных ящиках для голосования	581	90	89	56	53	57	26	35	23	12	10	98	32					
8	Число бюллетеней в стационарных ящиках для голосования	10306	846	688	728	945	297	1234	879	1101	1523	1129	799	137					
9	Число недействительных бюллетеней	314	30	22	29	36	47	35	15	22	23	25	23	7					
10	Число действительных бюллетеней	10573	906	755	755	962	307	1225	899	1102	1512	1114	874	162					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	10	10	10	10	5	20	10	20	20	20	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	79	8	3	2	8	0	11	7	13	14	11	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	201	8	1	72	47	2	12	6	24	7	8	7	7					
14	Число погашенных открепительных удостоверений	71	2	7	8	2	5	9	3	7	6	9	8	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	"1. ""ЕДИНЕНИЕ"""	214	15	15	18	21	3	31	12	18	28	26	23	4					
		1.96%	1.60%	1.93%	2.29%	2.10%	0.84%	2.46%	1.31%	1.60%	1.82%	2.28%	2.56%	2.36%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	334	20	15	15	23	1	41	33	65	61	30	27	3					
		3.06%	2.13%	1.93%	1.91%	2.30%	0.28%	3.25%	3.61%	5.78%	3.97%	2.63%	3.01%	1.77%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	375	38	32	19	28	18	41	38	40	33	41	37	10					
		3.44%	4.05%	4.11%	2.42%	2.80%	5.08%	3.25%	4.15%	3.55%	2.14%	3.59%	4.12%	5.91%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	467	42	26	28	35	6	81	46	57	71	40	27	8					
		4.28%	4.48%	3.34%	3.57%	3.50%	1.69%	6.42%	5.03%	5.07%	4.62%	3.51%	3.01%	4.73%					
22	"5. ""За Русь Святую"""	114	9	16	4	8	17	5	9	7	14	11	11	3					
		1.04%	0.96%	2.05%	0.51%	0.80%	4.80%	0.39%	0.98%	0.62%	0.91%	0.96%	1.22%	1.77%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	1	0	2	4	5	0	2	4	3	0	1	2					
		0.22%	0.10%	0.0%	0.25%	0.40%	1.41%	0.0%	0.21%	0.35%	0.19%	0.0%	0.11%	1.18%					
24	"7. ""Новый курс - Автомобильная Россия"""	83	5	6	8	6	3	8	5	13	18	6	4	1					
		0.76%	0.53%	0.77%	1.02%	0.60%	0.84%	0.63%	0.54%	1.15%	1.17%	0.52%	0.44%	0.59%					
25	"8. ""Народно-республиканская партия России"""	21	0	2	4	2	2	0	1	1	1	1	6	1					
		0.19%	0.0%	0.25%	0.51%	0.20%	0.56%	0.0%	0.10%	0.08%	0.06%	0.08%	0.66%	0.59%					
26	"9. ""Российская экологическая партия ""Зеленые"""	39	3	1	4	2	2	4	5	3	3	4	8	0					
		0.35%	0.32%	0.12%	0.51%	0.20%	0.56%	0.31%	0.54%	0.26%	0.19%	0.35%	0.89%	0.0%					
27	"10. ""Аграрная партия России"""	171	16	21	13	16	5	25	13	9	19	15	15	4					
		1.57%	1.70%	2.70%	1.65%	1.60%	1.41%	1.98%	1.42%	0.80%	1.23%	1.31%	1.67%	2.36%					
28	"11. ""Истинные патриоты России"""	22	2	2	3	1	3	0	0	1	3	3	3	1					
		0.20%	0.21%	0.25%	0.38%	0.10%	0.84%	0.0%	0.0%	0.08%	0.19%	0.26%	0.33%	0.59%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	95	14	9	6	6	7	7	3	13	8	14	7	1					
		0.87%	1.49%	1.15%	0.76%	0.60%	1.97%	0.55%	0.32%	1.15%	0.52%	1.22%	0.78%	0.59%					
30	"13. ""Демократическая партия России"""	27	3	2	0	4	1	2	0	1	3	3	5	3					
		0.24%	0.32%	0.25%	0.0%	0.40%	0.28%	0.15%	0.0%	0.08%	0.19%	0.26%	0.55%	1.77%					
31	"14. ""Великая Россия - Евразийский Союз"""	23	1	2	2	2	0	4	1	5	4	1	1	0					
		0.21%	0.10%	0.25%	0.25%	0.20%	0.0%	0.31%	0.10%	0.44%	0.26%	0.08%	0.11%	0.0%					
32	"15. ""Партия СЛОН"""	21	0	3	1	0	1	2	1	6	2	2	3	0					
		0.19%	0.0%	0.38%	0.12%	0.0%	0.28%	0.15%	0.10%	0.53%	0.13%	0.17%	0.33%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1141	72	77	73	87	3	140	138	157	168	135	80	11					
		10.48%	7.69%	9.90%	9.31%	8.71%	0.84%	11.11%	15.09%	13.96%	10.94%	11.85%	8.91%	6.50%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	36	2	3	5	4	7	2	1	2	2	4	3	1					
		0.33%	0.21%	0.38%	0.63%	0.40%	1.97%	0.15%	0.10%	0.17%	0.13%	0.35%	0.33%	0.59%					
