Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Грибановская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529	УИК №1530	УИК №1531	УИК №1532	УИК №1533	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	26346	1577	1608	1581	1397	1584	1612	758	135	661	762	230	491	125	249	68	448	728	1671	806	1479	416	150	90	425	92	1064	90	642	200	112	89	374	237	493	466	256	226	1564	1390									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	26200	1600	1600	1550	1400	1550	1600	750	130	660	780	230	480	120	250	70	440	710	1650	800	1450	410	150	90	420	90	1050	80	650	200	100	90	360	240	470	470	250	210	1550	1500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	13651	787	569	590	693	464	766	360	96	386	300	92	331	92	197	45	312	449	742	448	752	322	97	55	288	52	655	59	326	112	52	41	202	155	234	259	120	158	773	1220									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	4168	227	133	206	158	159	174	122	2	106	160	39	95	23	43	20	77	195	159	124	277	80	30	15	75	24	199	16	227	55	40	39	120	47	171	102	58	13	202	156									
6	Число погашенных избирательных бюллетеней	8381	586	898	754	549	927	660	268	32	168	320	99	54	5	10	5	51	66	749	228	421	8	23	20	57	14	196	5	97	33	8	10	38	38	65	109	72	39	575	124									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	4168	227	133	206	158	159	174	122	2	106	160	39	95	23	43	20	77	195	159	124	277	80	30	15	75	24	199	16	227	55	40	39	120	47	171	102	58	13	202	156									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	13651	787	569	590	693	464	766	360	96	386	300	92	331	92	197	45	312	449	742	448	752	322	97	55	288	52	655	59	326	112	52	41	202	155	234	259	120	158	773	1220									
9	Число недействительных избирательных бюллетеней	279	10	12	9	0	0	21	0	0	0	21	3	10	1	0	0	2	6	13	9	16	5	0	0	1	1	6	0	1	1	0	0	1	1	4	6	0	4	6	109									
10	Число действительных избирательных бюллетеней	17540	1004	690	787	851	623	919	482	98	492	439	128	416	114	240	65	387	638	888	563	1013	397	127	70	362	75	848	75	552	166	92	80	321	201	401	355	178	167	969	1267									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	360	15	15	15	15	18	20	5	2	5	15	5	10	2	5	5	4	5	10	10	5	4	2	2	5	2	15	2	15	5	2	3	3	10	5	5	5	2	15	72									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	300	13	9	13	10	18	20	3	1	3	15	5	10	2	2	1	1	4	10	10	1	1	0	1	2	0	15	0	15	5	0	3	3	10	2	5	0	0	15	72									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	146	3	5	5	6	16	3	5	2	1	3	4	4	6	1	2	5	3	2	1	4	4	2	1	4	1	5	2	4	1	5	2	4	5	5	4	2	1	7	6									
14	Число погашенных неиспользованных открепительных удостоверений	60	2	6	2	5	0	0	2	1	2	0	0	0	0	3	4	3	1	0	0	4	3	2	1	3	2	0	2	0	0	2	0	0	0	3	0	5	2	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	40	6	3	5	3	4	3	2	1	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	4	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	429	31	30	34	23	32	24	18	3	11	14	3	7	3	3	0	12	9	17	10	22	5	6	0	5	2	27	1	7	2	1	0	6	7	11	4	2	1	18	18									
		2.41%	3.06%	4.27%	4.27%	2.70%	5.14%	2.55%	3.73%	3.06%	2.24%	3.04%	2.29%	1.64%	2.61%	1.25%	0.00%	3.08%	1.40%	1.89%	1.75%	2.14%	1.24%	4.72%	0.00%	1.38%	2.63%	3.16%	1.33%	1.27%	1.20%	1.09%	0.00%	1.86%	3.47%	2.72%	1.11%	1.12%	0.58%	1.85%	1.31%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	438	21	18	27	21	14	32	8	1	5	20	2	41	2	0	0	13	16	22	8	30	6	1	1	8	1	21	6	6	6	6	4	7	4	7	10	6	2	20	15									
		2.46%	2.07%	2.56%	3.39%	2.47%	2.25%	3.40%	1.66%	1.02%	1.02%	4.35%	1.53%	9.62%	1.74%	0.00%	0.00%	3.34%	2.48%	2.44%	1.40%	2.92%	1.49%	0.79%	1.43%	2.20%	1.32%	2.46%	8.00%	1.08%	3.59%	6.52%	5.00%	2.17%	1.98%	1.73%	2.77%	3.37%	1.17%	2.05%	1.09%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	247	8	12	26	14	9	12	7	0	6	12	2	2	1	2	0	2	5	9	20	13	2	2	0	6	0	18	1	13	2	0	1	5	0	4	6	1	2	8	14									
		1.39%	0.79%	1.71%	3.27%	1.65%	1.44%	1.28%	1.45%	0.00%	1.22%	2.61%	1.53%	0.47%	0.87%	0.83%	0.00%	0.51%	0.78%	0.99%	3.50%	1.26%	0.50%	1.57%	0.00%	1.65%	0.00%	2.11%	1.33%	2.35%	1.20%	0.00%	1.25%	1.55%	0.00%	0.99%	1.66%	0.56%	1.17%	0.82%	1.02%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11238	646	339	339	556	350	578	321	41	358	248	65	277	74	221	58	257	428	570	320	587	305	78	51	190	49	523	50	358	116	54	52	238	121	257	235	132	132	645	1019									
		63.07%	63.71%	48.29%	42.59%	65.33%	56.18%	61.49%	66.60%	41.84%	72.76%	53.91%	49.62%	65.02%	64.35%	92.08%	89.23%	66.07%	66.46%	63.26%	55.94%	57.05%	75.87%	61.42%	72.86%	52.34%	64.47%	61.24%	66.67%	64.74%	69.46%	58.70%	65.00%	73.91%	59.90%	63.46%	65.10%	74.16%	77.19%	66.15%	74.06%									
