Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    Старицкая																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №903	УИК №904	УИК №905	УИК №906	УИК №907	УИК №908	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932					
1	"Число избирателей, внесенных в список избирателей"	18366	2023	1993	1533	1475	453	390	654	290	144	302	119	1022	300	393	337	1068	274	937	403	368	191	215	365	152	311	1231	206	274	126	817					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16788	1850	1850	1400	1350	450	360	650	300	150	250	100	900	250	350	330	900	250	800	350	350	194	219	350	150	300	1000	209	250	126	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9811	1192	1186	780	792	382	260	454	136	81	168	72	395	142	278	234	518	184	398	171	96	130	180	155	76	204	508	144	172	89	234					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2682	41	36	29	33	64	98	152	61	39	45	28	416	75	63	93	141	62	149	158	140	58	32	81	28	64	127	56	32	33	248					
6	Число погашенных избирательных бюллетеней	4295	617	628	591	525	4	2	44	103	30	37	0	89	33	9	3	241	4	253	21	114	6	7	114	46	32	365	9	46	4	318					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2682	41	36	29	33	64	98	152	61	39	45	28	416	75	63	93	141	62	149	158	140	58	32	81	28	64	127	56	32	33	248					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9811	1192	1186	780	792	382	260	454	136	81	168	72	395	142	278	234	518	184	398	171	96	130	180	155	76	204	508	144	172	89	234					
9	Число недействительных избирательных бюллетеней	116	26	13	19	2	5	0	3	2	0	4	0	12	1	0	0	4	0	4	0	2	0	0	0	2	1	8	0	1	4	3					
10	Число действительных избирательных бюллетеней	12377	1207	1209	790	823	441	358	603	195	120	209	100	799	216	341	327	655	246	543	329	234	188	212	236	102	267	627	200	203	118	479					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	293	22	35	12	21	14	5	10	7	5	8	3	50	4	5	3	10	10	7	0	1	4	5	3	3	20	12	2	5	2	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	285	20	35	12	21	14	5	10	7	5	8	3	50	4	5	3	10	10	7	0	1	1	5	2	3	20	12	1	5	2	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	193	13	25	15	8	7	9	10	1	1	15	14	9	7	3	2	8	2	6	0	4	1	3	1	0	5	7	0	7	2	8					
14	Число погашенных неиспользованных открепительных удостоверений	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2171	329	319	224	180	59	13	64	36	11	48	8	102	24	39	47	111	16	125	31	33	3	3	56	23	43	106	16	33	5	64					
		17.38%	26.68%	26.10%	27.69%	21.82%	13.23%	3.63%	10.56%	18.27%	9.17%	22.54%	8.00%	12.58%	11.06%	11.44%	14.37%	16.84%	6.50%	22.85%	9.42%	13.98%	1.60%	1.42%	23.73%	22.12%	16.04%	16.69%	8.00%	16.18%	4.10%	13.28%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1145	104	95	74	81	34	21	56	33	7	28	4	77	18	2	23	63	25	64	39	29	0	4	27	13	21	79	22	21	8	73					
		9.17%	8.43%	7.77%	9.15%	9.82%	7.62%	5.87%	9.24%	16.75%	5.83%	13.15%	4.00%	9.49%	8.29%	0.59%	7.03%	9.56%	10.16%	11.70%	11.85%	12.29%	0.00%	1.89%	11.44%	12.50%	7.84%	12.44%	11.00%	10.29%	6.56%	15.15%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	111	18	15	8	13	4	0	5	1	0	5	1	5	3	2	2	5	0	4	5	0	1	0	0	0	2	6	1	2	0	3					
		0.89%	1.46%	1.23%	0.99%	1.58%	0.90%	0.00%	0.83%	0.51%	0.00%	2.35%	1.00%	0.62%	1.38%	0.59%	0.61%	0.76%	0.00%	0.73%	1.52%	0.00%	0.53%	0.00%	0.00%	0.00%	0.75%	0.94%	0.50%	0.98%	0.00%	0.62%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1614	194	220	157	149	42	5	54	19	7	35	13	105	23	15	53	82	19	30	46	47	4	14	23	7	21	103	14	26	12	75					
		12.92%	15.73%	18.00%	19.41%	18.06%	9.42%	1.40%	8.91%	9.64%	5.83%	16.43%	13.00%	12.95%	10.60%	4.40%	16.21%	12.44%	7.72%	5.48%	13.98%	19.92%	2.13%	6.60%	9.75%	6.73%	7.84%	16.22%	7.00%	12.75%	9.84%	15.56%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	146	18	22	11	8	4	4	4	1	1	0	3	13	1	2	0	6	1	14	3	2	0	0	0	2	4	12	0	4	3	3					
		1.17%	1.46%	1.80%	1.36%	0.97%	0.90%	1.12%	0.66%	0.51%	0.83%	0.00%	3.00%	1.60%	0.46%	0.59%	0.00%	0.91%	0.41%	2.56%	0.91%	0.85%	0.00%	0.00%	0.00%	1.92%	1.49%	1.89%	0.00%	1.96%	2.46%	0.62%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7152	541	534	313	390	296	315	419	103	94	91	70	496	147	281	200	386	184	305	202	123	180	191	130	57	175	321	147	114	89	258					
		57.25%	43.88%	43.70%	38.69%	47.27%	66.37%	87.99%	69.14%	52.28%	78.33%	42.72%	70.00%	61.16%	67.74%	82.40%	61.16%	58.57%	74.80%	55.76%	61.40%	52.12%	95.74%	90.09%	55.08%	54.81%	65.30%	50.55%	73.50%	55.88%	72.95%	53.53%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	38	3	4	3	2	2	0	1	2	0	2	1	1	0	0	2	2	1	1	3	0	0	0	0	0	1	0	0	3	1	3					
		0.30%	0.24%	0.33%	0.37%	0.24%	0.45%	0.00%	0.17%	1.02%	0.00%	0.94%	1.00%	0.12%	0.00%	0.00%	0.61%	0.30%	0.41%	0.18%	0.91%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	1.47%	0.82%	0.62%					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
																																					
