Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																			
Дата голосования: 04.12.2011																																			
																																			
"Наименование Избирательной комиссии:    Чита, Ингодинская"																																			
																																			
Сводная таблица результатов выборов																																			
																																			
		Сумма	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68					
1	"Число избирателей, внесенных в список избирателей"	52282	2451	2960	1518	2034	1191	2527	2475	2475	2281	1796	2067	1731	2390	1163	2382	2627	1897	1795	2133	2320	2599	1849	524	2802	357	618	1091	229					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	44760	2100	2900	1100	1300	1000	2400	2300	1800	2100	1600	1600	1600	2140	900	2100	2400	1400	1400	1600	2100	2400	1400	450	2000	300	900	1120	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	27987	1556	2178	878	1020	447	1380	1173	1239	1170	881	1142	1031	1572	564	1225	1453	833	755	939	1260	1388	820	185	1182	132	610	885	89					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	994	60	104	28	44	26	44	53	43	16	13	56	36	50	28	51	36	16	15	17	22	23	16	3	45	23	0	0	126					
6	Число погашенных избирательных бюллетеней	15779	484	618	194	236	527	976	1074	518	914	706	402	533	518	308	824	911	551	630	644	818	989	564	262	773	145	290	235	135					
7	Число избирательных бюллетеней в переносных ящиках для голосования	994	60	104	28	44	26	44	53	43	16	13	56	36	50	28	51	36	16	15	17	22	23	16	3	45	23	0	0	126					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	27982	1556	2178	878	1020	447	1380	1172	1239	1170	881	1140	1031	1572	564	1224	1453	833	755	939	1260	1387	820	185	1182	132	610	885	89					
9	Число недействительных избирательных бюллетеней	411	22	22	13	11	6	11	12	22	18	13	16	8	18	6	15	22	19	13	18	20	18	16	0	23	2	40	7	0					
10	Число действительных избирательных бюллетеней	28565	1594	2260	893	1053	467	1413	1213	1260	1168	881	1180	1059	1604	586	1260	1467	830	757	938	1262	1392	820	188	1204	153	570	878	215					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1090	60	80	50	30	30	60	40	40	40	50	50	50	80	20	30	50	40	30	40	50	30	20	10	20	20	0	70	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	790	51	68	29	16	14	42	24	32	24	24	39	22	78	14	28	32	28	28	23	39	30	17	2	16	10	0	60	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	705	13	18	17	16	0	44	18	23	24	20	24	35	63	12	43	36	13	22	15	26	34	19	7	18	6	58	35	46					
14	Число погашенных неиспользованных открепительных удостоверений	300	9	12	21	14	16	18	16	8	16	26	11	28	2	6	2	18	12	2	17	11	0	3	8	4	10	0	10	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	1	0	0	0	1	0	1	0	0	0	1	4	1	0	1	1	0	4	2	2	0	0	2	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4567	197	161	119	191	52	297	223	251	196	157	225	170	202	104	226	280	146	113	140	247	246	118	32	234	31	35	144	30					
		15.76%	12.19%	7.06%	13.13%	17.95%	10.99%	20.86%	18.20%	19.58%	16.53%	17.56%	18.81%	15.93%	12.45%	17.57%	17.73%	18.80%	17.20%	14.68%	14.64%	19.27%	17.45%	14.11%	17.02%	19.07%	20.00%	5.74%	16.27%	13.95%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6604	321	658	266	281	128	298	283	258	217	220	225	165	421	102	201	233	201	206	211	238	314	240	45	291	17	291	238	35					
		22.79%	19.86%	28.83%	29.36%	26.41%	27.06%	20.93%	23.10%	20.12%	18.30%	24.61%	18.81%	15.46%	25.96%	17.23%	15.76%	15.65%	23.67%	26.75%	22.07%	18.56%	22.27%	28.71%	23.94%	23.72%	10.97%	47.70%	26.89%	16.28%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	447	16	26	18	21	5	25	17	19	24	13	25	24	32	11	28	21	11	11	21	18	11	11	2	18	0	5	13	1					
		1.54%	0.99%	1.14%	1.99%	1.97%	1.06%	1.76%	1.39%	1.48%	2.02%	1.45%	2.09%	2.25%	1.97%	1.86%	2.20%	1.41%	1.30%	1.43%	2.20%	1.40%	0.78%	1.32%	1.06%	1.47%	0.00%	0.82%	1.47%	0.47%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	5753	190	228	151	210	97	330	278	315	277	151	317	305	294	139	359	383	174	170	194	284	318	148	43	190	22	27	117	42					
