Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Район Внуково																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №2356	УИК №2357	УИК №2358	УИК №2359	УИК №2360	УИК №2361	УИК №5249	УИК №5250	УИК №5287	УИК №5288	УИК №5289	УИК №5290	УИК №5299	УИК №5300	УИК №5301					
1	"Число избирателей, внесенных в списки"	19477	613	2381	2097	2831	2704	2777	508	1832	966	100	1694	140	90	582	162					
2	"Число бюллетеней, полученных участковыми комиссиями"	55689	580	2300	2100	2720	2600	2700	4000	30630	2659	200	1500	500	400	2350	450					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11848	265	1390	1100	1607	1504	1559	500	1824	950	99	77	140	90	582	161					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	216	35	9	30	38	58	29	8	8	0	0	0	0	0	0	1					
6	Число погашенных бюллетеней	43624	280	901	969	1075	1038	1112	3492	28798	1709	101	1423	360	310	1768	288					
7	Число бюллетеней в переносных ящиках для голосования	216	35	9	30	38	58	29	8	8	0	0	0	0	0	0	1					
8	Число бюллетеней в стационарных ящиках для голосования	11796	264	1368	1098	1604	1493	1549	500	1824	949	99	77	139	90	581	161					
9	Число недействительных бюллетеней	143	2	21	18	61	25	1	1	10	3	0	0	0	0	0	1					
10	Число действительных бюллетеней	11869	297	1356	1110	1581	1526	1577	507	1822	946	99	77	139	90	581	161					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	865	17	70	63	83	81	80	100	300	20	10	1	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	125	7	13	22	25	30	24	1	3	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	303	29	21	13	23	64	26	0	0	47	0	1	4	0	27	48					
14	Число погашенных открепительных удостоверений	740	10	57	41	58	51	56	99	297	20	10	1	10	10	10	10					
15	Число открепительных удостоверений выданных ТИК	6	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	106	3	12	8	20	15	11	6	15	9	0	0	0	1	4	2					
		0.88%	1.00%	0.87%	0.70%	1.21%	0.96%	0.69%	1.18%	0.81%	0.94%	0.0%	0.0%	0.0%	1.11%	0.68%	1.23%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	714	7	57	52	62	52	58	8	43	186	16	16	19	4	96	38					
		5.94%	2.34%	4.13%	4.60%	3.77%	3.35%	3.67%	1.57%	2.34%	19.59%	16.16%	20.77%	13.66%	4.44%	16.52%	23.45%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	214	24	17	18	35	31	26	7	31	11	3	1	1	3	6	0					
		1.78%	8.02%	1.23%	1.59%	2.13%	1.99%	1.64%	1.37%	1.69%	1.15%	3.03%	1.29%	0.71%	3.33%	1.03%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	964	23	83	84	104	98	137	5	84	188	15	17	29	8	75	14					
		8.02%	7.69%	6.02%	7.44%	6.33%	6.31%	8.68%	0.98%	4.58%	19.81%	15.15%	22.07%	20.86%	8.88%	12.90%	8.64%					
22	"5. ""За Русь Святую"""	64	1	8	10	9	10	9	1	4	7	0	0	1	0	3	1					
		0.53%	0.33%	0.58%	0.88%	0.54%	0.64%	0.57%	0.19%	0.21%	0.73%	0.0%	0.0%	0.71%	0.0%	0.51%	0.61%					
23	"6. ""Объединенная Российская партия ""Русь"""	30	0	5	2	4	6	1	0	3	4	3	0	0	0	2	0					
		0.24%	0.0%	0.36%	0.17%	0.24%	0.38%	0.06%	0.0%	0.16%	0.42%	3.03%	0.0%	0.0%	0.0%	0.34%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	187	2	41	23	27	32	54	1	1	2	0	0	1	0	2	1					
		1.55%	0.66%	2.97%	2.03%	1.64%	2.06%	3.42%	0.19%	0.05%	0.21%	0.0%	0.0%	0.71%	0.0%	0.34%	0.61%					
