Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																							
Дата голосования: 02.12.2007																																																							
																																																							
Наименование Избирательной комиссии:    ТИК Бардымского МР																																																							
																																																							
Сводная таблица результатов выборов																																																							
																																																							
		Сумма	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248					
1	"Число избирателей, внесенных в списки избирателей"	18694	403	502	324	59	1307	1257	1632	216	86	121	360	331	233	123	280	908	208	62	944	100	184	172	354	195	835	508	361	147	258	79	70	142	165	63	427	93	109	1000	312	482	98	255	343	179	187	57	963	1200					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	19178	440	500	320	58	1200	1300	1500	260	100	150	350	350	340	120	295	950	230	70	1000	100	220	200	400	200	900	530	420	150	300	86	74	130	160	60	420	100	110	1000	310	450	100	270	400	195	200	60	800	1300					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12892	299	384	242	47	763	779	1016	184	77	91	297	260	210	93	223	632	129	51	706	75	162	139	285	163	597	367	259	114	213	52	51	99	108	41	259	68	86	785	247	338	77	195	215	101	132	38	488	655					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1174	25	34	19	1	48	37	12	15	3	10	24	22	23	7	17	88	34	8	56	6	22	17	19	12	59	48	41	10	20	9	8	6	8	1	33	13	9	50	19	21	10	13	39	54	46	17	31	50					
6	Число погашенных избирательных бюллетеней	5112	116	82	59	10	389	484	472	61	20	49	29	68	107	20	55	230	67	11	238	19	36	44	96	25	244	115	120	26	67	25	15	25	44	18	128	19	15	165	44	91	13	62	146	40	22	5	281	595					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1174	25	34	19	1	48	37	12	15	3	10	24	22	23	7	17	88	34	8	56	6	22	17	19	12	59	48	41	10	20	9	8	6	8	1	33	13	9	50	19	21	10	13	39	54	46	17	31	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12892	299	384	242	47	763	779	1016	184	77	91	297	260	210	93	223	632	129	51	706	75	162	139	285	163	597	367	259	114	213	52	51	99	108	41	259	68	86	785	247	338	77	195	215	101	132	38	488	655					
9	Число недействительных избирательных бюллетеней	144	9	5	6	2	6	10	9	0	2	1	0	0	2	2	1	10	1	0	4	4	2	1	6	2	5	8	3	0	1	4	0	0	0	1	0	0	0	9	2	9	0	4	1	2	4	0	2	4					
10	Число действительных избирательных бюллетеней	13922	315	413	255	46	805	806	1019	199	78	100	321	282	231	98	239	710	162	59	758	77	182	155	298	173	651	407	297	124	232	57	59	105	116	41	292	81	95	826	264	350	87	204	253	153	174	55	517	701					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	449	8	10	8	5	20	26	30	10	5	5	12	8	15	5	8	15	5	5	15	5	5	5	8	5	17	8	8	5	7	5	5	5	5	5	10	5	10	15	7	8	5	7	8	7	7	5	12	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	237	0	0	3	0	19	26	25	6	2	0	7	4	13	1	6	15	3	0	8	1	2	1	3	2	17	8	2	0	2	0	0	0	2	0	6	1	5	2	4	0	1	0	0	1	5	0	8	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	159	0	4	1	1	21	12	12	1	1	2	4	2	2	3	4	2	1	3	7	2	2	2	2	3	5	3	2	3	1	2	5	0	1	1	4	2	2	3	1	4	0	2	3	1	1	1	14	4					
14	Число погашенных неиспользованных открепительных удостоверений	212	8	10	5	5	1	0	5	4	3	5	5	4	2	4	2	0	2	5	7	4	3	4	5	3	0	0	6	5	5	5	5	5	3	5	4	4	5	13	3	8	4	7	8	6	2	5	4	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																							
18	1.Политическая партия «Аграрная партия России»	360	11	26	10	0	28	17	16	2	2	2	14	7	5	2	6	10	3	2	30	1	3	3	2	2	18	9	13	1	0	0	2	0	9	0	5	3	5	23	3	3	3	6	17	2	12	0	7	15					
		2.56%	3.40%	6.22%	3.83%	0.00%	3.45%	2.08%	1.56%	1.01%	2.50%	1.98%	4.36%	2.48%	2.15%	2.00%	2.50%	1.39%	1.84%	3.39%	3.94%	1.23%	1.63%	1.92%	0.66%	1.14%	2.74%	2.17%	4.33%	0.81%	0.00%	0.00%	3.39%	0.00%	7.76%	0.00%	1.71%	3.70%	5.26%	2.75%	1.13%	0.84%	3.45%	2.88%	6.69%	1.29%	6.74%	0.00%	1.35%	2.13%					
19	2.Всероссийская политическая партия «Гражданская Сила»	51	0	1	0	0	5	3	6	2	2	1	3	0	0	1	1	2	0	0	2	0	0	0	1	0	1	2	0	0	0	0	2	0	0	0	1	0	0	2	3	0	1	0	1	0	0	0	6	2					
		0.36%	0.00%	0.24%	0.00%	0.00%	0.62%	0.37%	0.58%	1.01%	2.50%	0.99%	0.93%	0.00%	0.00%	1.00%	0.42%	0.28%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.33%	0.00%	0.15%	0.48%	0.00%	0.00%	0.00%	0.00%	3.39%	0.00%	0.00%	0.00%	0.34%	0.00%	0.00%	0.24%	1.13%	0.00%	1.15%	0.00%	0.39%	0.00%	0.00%	0.00%	1.16%	0.28%					
