Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																														
Дата голосования: 02.12.2007																														
																														
Наименование Избирательной комиссии:    Новоорская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766					
1	"Число избирателей, внесенных в списки избирателей"	24847	3057	2888	1503	655	603	935	2044	2189	3039	716	172	211	815	176	613	240	728	661	304	249	1592	1229	228					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24920	3100	2925	1500	650	575	925	2050	2200	3000	720	175	200	875	225	600	235	750	650	300	235	1550	1250	230					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12447	1417	1280	682	286	292	450	913	1126	1622	399	90	150	557	131	313	161	394	315	180	189	727	639	134					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	770	69	53	77	14	19	24	53	83	80	34	4	12	9	2	24	8	27	21	7	9	106	31	4					
6	Число погашенных избирательных бюллетеней	11691	1614	1592	741	350	264	451	1084	991	1298	283	81	38	309	92	262	66	329	312	113	37	712	580	92					
7	Число избирательных бюллетеней в переносных ящиках для голосования	770	69	53	77	14	19	24	53	83	80	34	4	12	9	2	24	8	27	21	7	9	106	31	4					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12433	1415	1268	682	286	292	450	913	1126	1622	399	90	150	557	131	313	161	394	315	180	189	727	639	134					
9	Число недействительных избирательных бюллетеней	146	8	6	4	9	4	8	7	13	18	14	1	1	5	2	10	2	3	8	4	0	9	10	0					
10	Число действительных избирательных бюллетеней	13057	1476	1315	755	291	307	466	959	1196	1684	419	93	161	561	131	327	167	418	328	183	198	824	660	138					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	196	16	14	12	6	6	6	14	12	12	8	6	6	7	6	6	6	6	6	6	6	12	12	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	79	12	12	8	1	1	2	2	12	5	0	0	0	0	0	4	0	3	2	4	3	5	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	44	3	1	2	6	1	2	2	3	3	1	0	2	0	0	3	1	0	1	0	0	11	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	117	4	2	4	5	5	4	12	0	7	8	6	6	7	6	2	6	3	4	2	3	7	9	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	12	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	2	0	0	5	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																														
18	1.Политическая партия «Аграрная партия России»	385	55	52	19	5	5	4	35	25	59	14	0	6	20	0	9	2	15	14	1	4	7	26	8					
		2.92%	3.71%	3.94%	2.50%	1.67%	1.61%	0.84%	3.62%	2.07%	3.47%	3.23%	0.00%	3.70%	3.53%	0.00%	2.67%	1.18%	3.56%	4.17%	0.53%	2.02%	0.84%	3.88%	5.80%					
19	2.Всероссийская политическая партия «Гражданская Сила»	42	6	1	10	0	3	0	6	3	5	0	0	1	1	0	0	0	2	1	0	0	1	2	0					
		0.32%	0.40%	0.08%	1.32%	0.00%	0.96%	0.00%	0.62%	0.25%	0.29%	0.00%	0.00%	0.62%	0.18%	0.00%	0.00%	0.00%	0.48%	0.30%	0.00%	0.00%	0.12%	0.30%	0.00%					
20	3.Политическая партия «Демократическая партия России»	10	2	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1					
		0.08%	0.13%	0.08%	0.00%	0.33%	0.00%	0.00%	0.10%	0.08%	0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.72%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1753	236	208	81	36	38	37	114	159	188	47	5	14	68	9	33	15	45	32	17	23	191	141	16					
		13.28%	15.90%	15.75%	10.67%	12.00%	12.22%	7.81%	11.80%	13.15%	11.05%	10.85%	5.32%	8.64%	12.01%	6.77%	9.79%	8.88%	10.69%	9.52%	9.09%	11.62%	22.93%	21.04%	11.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	82	18	23	10	1	2	4	3	4	6	1	0	0	0	0	0	2	1	2	0	0	1	4	0					
		0.62%	1.21%	1.74%	1.32%	0.33%	0.64%	0.84%	0.31%	0.33%	0.35%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	0.24%	0.60%	0.00%	0.00%	0.12%	0.60%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	26	3	0	2	1	0	0	4	3	5	0	0	0	0	0	2	0	0	1	1	1	1	2	0					
		0.20%	0.20%	0.00%	0.26%	0.33%	0.00%	0.00%	0.41%	0.25%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.30%	0.53%	0.51%	0.12%	0.30%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1240	147	119	73	49	20	52	123	118	198	35	8	17	43	3	7	2	27	16	10	7	66	90	10					
		9.39%	9.91%	9.01%	9.62%	16.33%	6.43%	10.97%	12.73%	9.76%	11.63%	8.08%	8.51%	10.49%	7.60%	2.26%	2.08%	1.18%	6.41%	4.76%	5.35%	3.54%	7.92%	13.43%	7.25%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1794	250	207	100	45	41	74	112	119	228	67	17	20	78	11	87	16	50	65	22	11	98	62	14					
		13.59%	16.85%	15.67%	13.18%	15.00%	13.18%	15.61%	11.59%	9.84%	13.40%	15.47%	18.09%	12.35%	13.78%	8.27%	25.82%	9.47%	11.88%	19.35%	11.76%	5.56%	11.76%	9.25%	10.14%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	173	11	17	19	1	5	4	23	34	43	0	0	2	1	1	0	0	5	0	0	0	4	3	0					
		1.31%	0.74%	1.29%	2.50%	0.33%	1.61%	0.84%	2.38%	2.81%	2.53%	0.00%	0.00%	1.23%	0.18%	0.75%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%	0.48%	0.45%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	7485	735	683	439	151	190	290	527	717	941	255	63	101	349	107	188	130	273	196	132	151	453	325	89					
		56.69%	49.53%	51.70%	57.84%	50.33%	61.09%	61.18%	54.55%	59.31%	55.29%	58.89%	67.02%	62.35%	61.66%	80.45%	55.79%	76.92%	64.85%	58.33%	70.59%	76.26%	54.38%	48.51%	64.49%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	67	13	4	2	1	3	1	11	13	10	0	0	0	1	0	0	0	0	1	0	1	2	4	0					
		0.51%	0.88%	0.30%	0.26%	0.33%	0.96%	0.21%	1.14%	1.08%	0.59%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.51%	0.24%	0.60%	0.00%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
