Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																														
Дата голосования: 04.12.2011																														
																														
Наименование Избирательной комиссии:    Новоорская																														
																														
Сводная таблица результатов выборов																														
																														
		Сумма	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766					
1	"Число избирателей, внесенных в список избирателей"	25425	2736	2965	2134	664	659	925	2312	2304	2504	787	173	216	862	189	583	244	743	690	360	300	1593	1233	249					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	25684	2770	2980	2166	667	660	928	2328	2308	2558	800	175	200	868	190	594	248	753	700	366	305	1610	1260	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10096	974	1004	748	203	214	333	921	1003	1256	345	80	112	445	83	225	148	324	212	139	131	558	529	109					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	603	48	45	38	4	5	11	56	62	32	44	7	8	18	4	13	5	15	40	17	18	67	40	6					
6	Число погашенных избирательных бюллетеней	14975	1748	1931	1375	460	441	584	1351	1243	1270	411	88	80	404	103	356	95	412	448	210	156	983	691	135					
7	Число избирательных бюллетеней в переносных ящиках для голосования	603	48	45	38	4	5	11	56	62	32	44	7	8	18	4	13	5	15	40	17	18	67	40	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10091	971	1002	748	203	214	333	921	1003	1256	345	80	112	445	83	225	148	324	212	139	131	558	529	109					
9	Число недействительных избирательных бюллетеней	128	10	20	9	0	5	3	9	13	15	5	1	2	5	6	6	1	0	1	0	1	2	12	2					
10	Число действительных избирательных бюллетеней	10566	1009	1027	777	207	214	341	968	1052	1273	384	86	118	458	81	232	152	339	251	156	148	623	557	113					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	146	19	13	17	1	5	5	13	13	13	5	3	0	5	0	5	2	0	5	7	2	6	5	2					
