Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Тарбагатайская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	13924	1166	667	322	902	485	193	335	2170	1094	326	622	130	145	302	128	596	236	3246	612	247									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12641	900	640	313	850	450	182	320	2050	1000	318	600	113	139	290	130	600	218	2750	562	216									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4852	283	212	140	325	145	74	105	812	411	159	220	96	73	149	65	249	88	939	207	100									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	652	39	52	28	85	47	6	21	59	20	41	50	7	17	13	7	41	28	25	19	47									
6	Число погашенных избирательных бюллетеней	7137	578	376	145	440	258	102	194	1179	569	118	330	10	49	128	58	310	102	1786	336	69									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	651	39	52	28	85	47	6	21	59	20	41	50	7	17	13	7	41	28	25	18	47									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4852	283	212	140	325	145	74	105	812	411	159	220	96	73	149	65	249	88	939	207	100									
9	Число недействительных избирательных бюллетеней	166	9	12	9	13	5	8	4	13	16	3	6	1	4	3	0	11	5	29	6	9									
10	Число действительных избирательных бюллетеней	5337	313	252	159	397	187	72	122	858	415	197	264	102	86	159	72	279	111	935	219	138									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	346	30	15	8	20	20	8	8	40	30	10	20	10	8	15	8	20	8	45	15	8									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	95	8	0	0	2	1	1	0	15	14	2	2	0	0	2	2	4	1	35	4	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	71	4	2	1	8	4	3	2	4	1	1	3	2	0	5	4	3	2	17	5	0									
14	Число погашенных неиспользованных открепительных удостоверений	251	22	15	8	18	19	7	8	25	16	8	18	10	8	13	6	16	7	10	11	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	46	1	2	3	3	2	2	1	6	4	2	0	0	0	4	0	4	1	5	4	2									
		0.84%	0.31%	0.76%	1.79%	0.73%	1.04%	2.50%	0.79%	0.69%	0.93%	1.00%	0.00%	0.00%	0.00%	2.47%	0.00%	1.38%	0.86%	0.52%	1.78%	1.36%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	165	7	16	6	22	9	0	3	20	8	7	6	2	1	6	1	7	3	31	6	4									
		2.99%	2.17%	6.06%	3.57%	5.37%	4.69%	0.00%	2.38%	2.30%	1.86%	3.50%	2.22%	1.94%	1.11%	3.70%	1.39%	2.41%	2.59%	3.22%	2.67%	2.72%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	131	8	8	5	13	4	2	3	17	10	0	11	0	0	4	4	4	3	21	9	5									
		2.38%	2.48%	3.03%	2.98%	3.17%	2.08%	2.50%	2.38%	1.95%	2.32%	0.00%	4.07%	0.00%	0.00%	2.47%	5.56%	1.38%	2.59%	2.18%	4.00%	3.40%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2531	156	110	95	210	70	35	84	388	187	118	148	77	52	65	50	129	54	355	78	70									
		45.99%	48.45%	41.67%	56.55%	51.22%	36.46%	43.75%	66.67%	44.55%	43.39%	59.00%	54.81%	74.76%	57.78%	40.12%	69.44%	44.48%	46.55%	36.83%	34.67%	47.62%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	22	2	0	1	1	0	0	0	6	3	0	0	0	0	0	0	1	2	5	1	0									
		0.40%	0.62%	0.00%	0.60%	0.24%	0.00%	0.00%	0.00%	0.69%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	1.72%	0.52%	0.44%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	1	1	1	1	0	0	1	0	1	1	2	0	0	1	0	2	1	5	0	2									
		0.36%	0.31%	0.38%	0.60%	0.24%	0.00%	0.00%	0.79%	0.00%	0.23%	0.50%	0.74%	0.00%	0.00%	0.62%	0.00%	0.69%	0.86%	0.52%	0.00%	1.36%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	907	47	30	21	48	36	13	15	166	79	20	53	13	12	22	4	73	21	160	57	17									
		16.48%	14.60%	11.36%	12.50%	11.71%	18.75%	16.25%	11.90%	19.06%	18.33%	10.00%	19.63%	12.62%	13.33%	13.58%	5.56%	25.17%	18.10%	16.60%	25.33%	11.56%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	0	1	0	1	1	0	1	4	5	2	0	0	0	0	0	1	0	2	0	1									
		0.35%	0.00%	0.38%	0.00%	0.24%	0.52%	0.00%	0.79%	0.46%	1.16%	1.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.34%	0.00%	0.21%	0.00%	0.68%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	223	15	6	1	11	6	0	3	30	10	10	3	1	0	1	2	8	9	86	8	13									
		4.05%	4.66%	2.27%	0.60%	2.68%	3.13%	0.00%	2.38%	3.44%	2.32%	5.00%	1.11%	0.97%	0.00%	0.62%	2.78%	2.76%	7.76%	8.92%	3.56%	8.84%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	2	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0									
