Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Алтайская																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185					
1	"Число избирателей, внесенных в список избирателей"	15930	1213	1082	478	1070	1019	792	1135	1270	1273	1006	144	951	396	108	232	244	66	578	139	152	741	530	535	776					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	15972	1200	1100	480	1100	1000	800	1100	1200	1200	1000	155	1000	400	108	230	250	66	580	138	155	780	580	570	780					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	10209	809	734	319	571	611	523	643	787	762	579	114	596	283	86	162	212	64	476	123	97	438	401	381	438					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1382	60	105	34	74	65	56	55	97	88	73	25	37	35	14	50	16	2	32	5	37	180	55	70	117					
6	Число погашенных избирательных бюллетеней	4381	331	261	127	455	324	221	402	316	350	348	16	367	82	8	18	22	0	72	10	21	162	124	119	225					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1382	60	105	34	74	65	56	55	97	88	73	25	37	35	14	50	16	2	32	5	37	180	55	70	117					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10207	809	734	319	571	611	523	643	787	762	578	114	595	283	86	162	212	64	476	123	97	438	401	381	438					
9	Число недействительных избирательных бюллетеней	212	23	20	1	14	10	41	8	18	10	11	0	6	9	1	0	4	2	7	1	2	6	7	6	5					
10	Число действительных избирательных бюллетеней	11377	846	819	352	631	666	538	690	866	840	640	139	626	309	99	212	224	64	501	127	132	612	449	445	550					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	447	40	40	15	10	12	10	10	10	11	32	20	30	15	20	13	10	12	15	5	5	40	12	30	30					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	447	40	40	15	10	12	10	10	10	11	32	20	30	15	20	13	10	12	15	5	5	40	12	30	30					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	128	1	2	5	3	9	6	6	36	9	1	4	9	2	0	5	4	3	0	1	2	7	1	1	11					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	53	1	4	5	6	0	4	9	7	6	3	0	1	0	0	0	1	1	1	0	0	2	0	1	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1255	134	98	22	81	62	70	90	99	111	75	9	32	27	11	14	32	2	45	5	13	75	43	57	48					
		10.83%	15.42%	11.68%	6.23%	12.56%	9.17%	12.09%	12.89%	11.20%	13.06%	11.52%	6.47%	5.06%	8.49%	11.00%	6.60%	14.04%	3.03%	8.86%	3.91%	9.70%	12.14%	9.43%	12.64%	8.65%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2018	187	155	76	130	137	100	127	125	160	117	7	23	38	5	43	69	9	74	18	37	115	80	73	113					
		17.41%	21.52%	18.47%	21.53%	20.16%	20.27%	17.27%	18.19%	14.14%	18.82%	17.97%	5.04%	3.64%	11.95%	5.00%	20.28%	30.26%	13.64%	14.57%	14.06%	27.61%	18.61%	17.54%	16.19%	20.36%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	135	12	10	0	7	4	7	12	13	11	6	2	4	2	1	5	1	3	6	0	1	1	6	9	12					
		1.16%	1.38%	1.19%	0.00%	1.09%	0.59%	1.21%	1.72%	1.47%	1.29%	0.92%	1.44%	0.63%	0.63%	1.00%	2.36%	0.44%	4.55%	1.18%	0.00%	0.75%	0.16%	1.32%	1.99%	2.16%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2596	169	155	47	150	196	133	181	268	236	196	27	101	52	33	20	28	18	117	31	26	75	128	130	79					
		22.40%	19.45%	18.47%	13.31%	23.26%	28.99%	22.97%	25.93%	30.32%	27.76%	30.11%	19.42%	15.98%	16.35%	33.00%	9.43%	12.28%	27.27%	23.03%	24.22%	19.40%	12.14%	28.07%	28.82%	14.23%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	173	15	33	4	7	8	9	9	10	17	10	0	9	3	0	2	6	0	8	1	2	4	2	6	8					
		1.49%	1.73%	3.93%	1.13%	1.09%	1.18%	1.55%	1.29%	1.13%	2.00%	1.54%	0.00%	1.42%	0.94%	0.00%	0.94%	2.63%	0.00%	1.57%	0.78%	1.49%	0.65%	0.44%	1.33%	1.44%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5149	323	360	202	250	255	217	267	349	302	232	94	457	186	49	127	88	31	249	72	53	341	189	168	288					
