Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Ленская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486					
1	"Число избирателей, внесенных в список избирателей"	11623	1714	1657	192	320	296	456	451	475	272	248	376	442	125	136	195	199	1861	1628	270	137	173					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12000	1800	1700	200	330	300	480	480	490	280	270	390	470	130	150	210	210	1820	1670	280	150	190					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4780	727	760	60	102	94	171	198	206	135	117	133	179	66	63	91	85	769	568	115	66	75					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	672	87	47	31	39	9	44	41	55	20	35	20	19	17	26	15	9	62	51	11	11	23					
6	Число погашенных избирательных бюллетеней	6548	986	893	109	189	197	265	241	229	125	118	237	272	47	61	104	116	989	1051	154	73	92					
7	Число избирательных бюллетеней в переносных ящиках для голосования	672	87	47	31	39	9	44	41	55	20	35	20	19	17	26	15	9	62	51	11	11	23					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4780	727	760	60	102	94	171	198	206	135	117	133	179	66	63	91	85	769	568	115	66	75					
9	Число недействительных избирательных бюллетеней	57	7	11	0	4	2	3	2	0	1	2	1	1	0	0	0	1	14	5	2	0	1					
10	Число действительных избирательных бюллетеней	5395	807	796	91	137	101	212	237	261	154	150	152	197	83	89	106	93	817	614	124	77	97					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	191	26	18	0	6	0	10	10	10	7	7	7	7	7	0	6	10	17	17	6	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	148	26	14	0	6	0	7	10	3	7	7	4	2	4	0	5	8	13	11	1	10	10					
