Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																							
Дата голосования: 02.12.2007																							
																							
Наименование Избирательной комиссии:    Койгородская																							
																							
Сводная таблица результатов выборов																							
																							
		Сумма	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649					
1	"Число избирателей, внесенных в списки избирателей"	7863	116	836	301	361	156	267	341	206	2176	225	1277	262	67	90	1010	172					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	7743	115	795	301	353	169	278	337	193	2170	211	1254	280	84	90	946	167					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	5256	94	543	218	254	110	206	232	174	1531	137	762	210	55	80	510	140					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	805	9	96	9	68	11	12	29	15	115	45	148	32	0	10	200	6					
6	Число погашенных избирательных бюллетеней	1682	12	156	74	31	48	60	76	4	524	29	344	38	29	0	236	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	805	9	96	9	68	11	12	29	15	115	45	148	32	0	10	200	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	5256	94	543	218	254	110	206	232	174	1531	137	762	210	55	80	510	140					
9	Число недействительных избирательных бюллетеней	353	0	65	33	52	1	7	1	17	115	6	6	10	2	0	38	0					
10	Число действительных избирательных бюллетеней	5708	103	574	194	270	120	211	260	172	1531	176	904	232	53	90	672	146					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	114	2	15	2	2	7	2	4	2	31	2	22	7	2	2	10	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	110	2	15	2	2	7	2	2	2	31	2	22	7	2	2	10	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	369	2	11	3	32	3	6	2	17	62	16	111	3	3	8	89	1					
14	Число погашенных неиспользованных открепительных удостоверений	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	230	7	17	3	15	5	0	0	11	69	3	47	28	12	11	2	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
