Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																											
Дата голосования: 07.12.2003 0:00:00																																											
																																											
Наименование Избирательной комиссии:    Елизовская																																											
																																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																											
																																											
		Сумма	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139					
1	"Число избирателей, внесенных в списки"	51979	2830	847	1749	194	2905	3117	2154	794	745	1849	2321	2566	1509	2353	2839	1804	2332	1961	536	3011	1382	743	478	863	1060	833	2286	737	1620	128	645	261	307	915	242	1063					
2	"Число бюллетеней, полученных участковыми комиссиями"	46000	2550	770	1600	200	2700	2650	1850	700	560	1650	1950	2300	1350	2100	2450	1460	2000	1850	450	2700	1270	710	410	800	950	750	1950	700	1450	130	600	300	300	800	230	810					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	25579	1325	397	772	88	1655	1370	885	471	209	923	1117	1256	831	1150	1491	931	1163	841	210	1349	688	431	229	487	568	376	1214	337	791	65	372	225	183	504	110	565					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	733	13	10	25	0	8	19	14	10	103	14	19	18	10	14	10	13	82	6	69	16	22	7	22	0	6	107	28	2	19	0	11	0	4	3	13	16					
6	Число погашенных бюллетеней	19668	1212	363	803	112	1037	1261	951	219	248	713	814	1026	509	936	949	516	755	1003	171	1335	560	272	159	313	376	267	708	361	640	65	217	55	113	293	107	229					
7	Число бюллетеней в переносных ящиках для голосования	753	13	10	25	0	8	19	14	10	103	14	19	18	10	14	10	13	82	6	69	16	22	7	22	0	6	107	28	2	19	0	11	20	4	3	13	16					
8	Число бюллетеней в стационарных ящиках для голосования	25563	1325	397	772	88	1649	1368	885	471	209	923	1116	1253	831	1150	1491	930	1161	841	210	1349	688	430	229	487	568	376	1214	337	791	65	372	225	183	504	110	565					
9	Число недействительных бюллетеней	298	15	5	14	3	14	9	9	1	2	12	14	10	7	13	17	6	9	17	3	13	11	9	3	8	4	7	10	2	9	3	7	0	3	20	2	7					
10	Число действительных бюллетеней	26018	1323	402	783	85	1643	1378	890	480	310	925	1121	1261	834	1151	1484	937	1234	830	276	1352	699	428	248	479	570	476	1232	337	801	62	376	245	184	487	121	574					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	723	25	20	25	5	30	30	30	10	10	30	30	35	20	25	33	20	20	15	10	30	25	15	20	20	20	20	25	10	30	5	10	15	5	15	15	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	142	7	4	3	0	9	9	1	1	1	7	8	6	4	9	25	1	3	1	0	9	3	1	2	3	4	0	2	2	0	0	0	1	1	4	8	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	133	3	3	5	2	3	5	16	3	0	7	13	6	3	0	7	4	4	1	2	6	0	1	9	12	1	0	5	2	3	2	0	3	0	0	0	2					
14	Число погашенных открепительных удостоверений	581	18	16	22	5	21	21	29	9	9	23	22	29	16	16	8	19	17	14	10	21	22	14	18	17	16	20	23	8	30	5	10	14	4	11	7	17					
15	Число открепительных удостоверений выданных ТИК	8	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																											
18	"1. ""ЕДИНЕНИЕ"""	374	28	9	8	2	18	13	10	7	5	12	15	18	8	12	22	11	14	10	6	13	12	7	3	7	13	5	24	5	10	1	6	8	4	11	1	16					
		1.42%	2.09%	2.21%	1.00%	2.27%	1.08%	0.93%	1.11%	1.45%	1.60%	1.28%	1.32%	1.41%	0.95%	1.03%	1.46%	1.16%	1.12%	1.18%	2.15%	0.95%	1.69%	1.60%	1.19%	1.43%	2.26%	1.03%	1.93%	1.47%	1.23%	1.53%	1.56%	3.26%	2.13%	2.16%	0.81%	2.75%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	751	50	13	22	1	41	29	35	13	10	27	52	58	31	46	65	48	42	21	6	29	9	15	3	2	15	13	25	3	3	0	4	2	4	11	0	3					
