Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Рассказовская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815					
1	"Число избирателей, внесенных в списки"	17330	1215	356	414	480	87	682	461	242	317	76	787	717	1642	1429	325	320	104	168	447	338	779	485	655	691	279	712	270	238	906	920	260	158	192	178					
2	"Число бюллетеней, полученных участковыми комиссиями"	17700	1216	363	416	494	135	631	440	244	317	77	804	767	1678	1509	331	316	106	170	445	338	797	492	661	698	286	740	272	242	900	914	387	151	192	171					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7887	501	195	144	223	81	281	232	179	198	57	373	464	593	526	187	196	61	114	272	204	371	215	183	224	56	346	171	156	254	349	203	63	124	91					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1501	150	59	80	36	6	69	39	22	27	9	43	16	85	51	16	39	18	6	22	52	42	29	92	61	35	93	26	20	76	46	57	49	13	17					
6	Число погашенных бюллетеней	8312	565	109	192	235	48	281	169	43	92	11	388	287	1000	932	128	81	27	50	151	82	384	248	386	413	195	301	75	66	570	519	127	39	55	63					
7	Число бюллетеней в переносных ящиках для голосования	1500	150	59	80	36	6	69	39	22	27	9	43	16	85	51	15	39	18	6	22	52	42	29	92	61	35	93	26	20	76	46	57	49	13	17					
8	Число бюллетеней в стационарных ящиках для голосования	7884	501	195	144	223	81	281	232	179	198	57	373	464	593	526	184	196	61	114	272	204	371	215	183	224	56	346	171	156	254	349	203	63	124	91					
9	Число недействительных бюллетеней	318	30	9	9	0	1	12	10	2	4	1	11	20	14	39	6	11	1	9	4	7	20	5	8	5	5	10	13	9	8	10	5	3	2	15					
10	Число действительных бюллетеней	9066	621	245	215	259	86	338	261	199	221	65	405	460	664	538	193	224	78	111	290	249	393	239	267	280	86	429	184	167	322	385	255	109	135	93					
