Выборы Президента Российской Федерации																															
																															
Наименование Избирательной комиссии:    Сердобская городская																															
																															
Итоги голосования 																															
																															
		Сумма	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754					
1	"Число избирателей, внесенных в список"	31333	1323	1319	1243	1258	1453	1235	1381	1473	1213	1161	1269	1438	1468	1360	1243	1115	490	1208	1412	1638	1513	1381	1430	1309					
2	Число полученных избирательных бюллетеней	30600	1300	1250	1250	1200	1400	1200	1350	1450	1200	1100	1250	1400	1450	1350	1200	1100	450	1200	1350	1600	1500	1350	1400	1300					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	15302	649	609	655	627	735	569	608	670	623	515	620	719	788	661	697	543	249	545	712	797	791	690	632	598					
5	"Число избирательных бюллетеней, выданных вне помещения"	1105	37	47	40	25	24	32	32	56	45	56	52	72	72	53	19	17	86	69	24	53	31	77	28	58					
6	Число погашенных избирательных бюллетеней	14193	614	594	555	548	641	599	710	724	532	529	578	609	590	636	484	540	115	586	614	750	678	583	740	644					
7	Число избирательных бюллетеней в переносных ящиках	1105	37	47	40	25	24	32	32	56	45	56	52	72	72	53	19	17	86	69	24	53	31	77	28	58					
8	Число бюллетеней в стационарных ящиках для голосования	15299	649	609	655	627	735	569	608	670	622	515	620	719	788	661	697	543	248	545	712	797	791	689	632	598					
9	Число недействительных избирательных бюллетеней	167	11	5	6	6	1	7	7	7	3	8	4	8	3	4	4	4	30	19	4	9	7	1	3	6					
10	Число действительных избирательных бюллетеней	16237	675	651	689	646	758	594	633	719	664	563	668	783	857	710	712	556	304	595	732	841	815	765	657	650					
11	Число полученных открепительных  удостоверений	365	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	20	15	15	15	15	15					
12	Число выданных открепительных удостоверений	182	9	5	10	13	11	7	9	6	6	4	7	6	7	15	10	9	0	3	19	5	3	5	10	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	131	7	10	9	3	6	4	7	4	5	7	5	26	2	9	2	1	1	4	7	6	0	0	5	1					
14	Число неиспользованных открепительных удостоверений	183	6	10	5	2	4	8	6	9	9	11	8	9	8	0	5	6	15	12	1	10	12	10	5	12					
15	"Число открепительных удостоверений, выданных в ТИК"	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																															
18	. Глазьев Сергей Юрьевич	1022	46	27	43	39	52	24	54	41	43	38	37	42	44	62	52	38	9	27	41	57	59	47	54	46					
		6.23%	6.71%	4.12%	6.19%	5.98%	6.85%	3.99%	8.44%	5.65%	6.45%	6.65%	5.51%	5.31%	5.12%	8.68%	7.26%	6.79%	2.69%	4.40%	5.57%	6.71%	7.18%	6.14%	8.18%	7.01%					
19	. Малышкин Олег Александрович	453	18	15	21	21	18	18	23	23	17	10	20	16	13	24	24	25	14	13	22	17	22	22	23	14					
		2.76%	2.62%	2.29%	3.02%	3.22%	2.37%	3.00%	3.59%	3.17%	2.55%	1.75%	2.98%	2.02%	1.51%	3.36%	3.35%	4.46%	4.19%	2.12%	2.99%	2.00%	2.68%	2.87%	3.48%	2.13%					
