Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Нерюнгринская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391					
1	"Число избирателей, внесенных в списки"	61679	2447	2755	2545	2774	2618	2598	1920	2297	2542	2694	2755	2627	2804	2613	2798	1989	2440	2671	2128	1587	2378	1471	298	1212	1658	1423	1791	603	737	347	159					
2	"Число бюллетеней, полученных участковыми комиссиями"	59310	2400	2700	2300	2600	2500	2400	1800	2200	2500	2600	2600	2500	2700	2500	2700	1900	2400	2500	2000	1500	2400	1400	280	1100	1700	1500	1800	550	720	370	190					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	92	0	62					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	41039	1402	1929	1495	1937	1757	1756	1396	1675	1907	1858	1844	1935	1976	1878	1957	1434	1689	1623	1306	898	1479	994	201	652	975	876	1174	406	350	218	62					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	988	36	11	44	55	30	19	23	21	48	27	16	17	71	18	18	16	21	132	76	70	45	24	6	31	12	19	33	19	23	3	4					
6	Число погашенных бюллетеней	17091	962	760	761	608	713	625	381	504	545	715	740	548	653	604	725	450	690	745	618	494	876	382	73	417	713	605	593	125	255	149	62					
7	Число бюллетеней в переносных ящиках для голосования	1180	36	11	44	55	30	19	23	21	48	27	16	17	71	18	18	16	21	132	76	108	45	24	6	31	12	19	33	19	115	3	66					
8	Число бюллетеней в стационарных ящиках для голосования	41011	1401	1926	1495	1937	1757	1756	1396	1668	1907	1858	1844	1935	1976	1878	1945	1434	1689	1619	1306	897	1479	994	201	652	975	876	1174	406	350	218	62					
9	Число недействительных бюллетеней	323	10	16	11	9	15	18	10	13	8	17	10	10	15	9	14	12	12	19	11	8	17	8	3	4	8	9	18	1	5	2	1					
10	Число действительных бюллетеней	41868	1427	1921	1528	1983	1772	1757	1409	1676	1947	1868	1850	1942	2032	1887	1949	1438	1698	1732	1371	997	1507	1010	204	679	979	886	1189	424	460	219	127					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1270	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	20	45	45	45	45	20	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	390	7	13	9	5	21	9	10	20	17	15	16	17	19	13	21	21	16	18	16	6	11	12	2	6	13	9	19	7	8	10	4					
