Выборы Президента Российской Федерации																																																																																													
Дата голосования: 04.03.2012																																																																																													
																																																																																													
Наименование Избирательной комиссии:    Омск, Ленинская																																																																																													
																																																																																													
Сводная таблица итогов голосования																																																																																													
																																																																																													
	Число участковых избирательных комиссий	82																																																																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	82																																																																																											
																																																																																													
		Сумма	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №467	УИК №468									
1	Число избирателей, включенных в список избирателей	163233	2369	2454	2417	2534	2391	2219	2225	2025	2065	2868	2328	2413	1123	125	2091	1978	2007	2089	2161	2455	2621	2301	2848	2281	2401	2274	2342	2354	2335	2383	2113	1945	1902	1767	1913	2486	2234	2371	1579	645	845	2075	2112	1226	2059	2476	2021	2036	1569	120	2268	2245	2060	1969	1964	1891	1957	2686	2868	2629	2147	2524	2161	2069	2223	814	581	2212	1014	1016	2315	2469	2449	2779	2286	2429	2594	1356	331	311	1335	1310									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	159100	2300	2400	2400	2400	2300	2200	2200	2000	2000	2800	2200	2300	1000	150	2000	2000	2000	2100	2100	2300	2500	2300	2800	2200	2400	2200	2300	2300	2300	2300	2100	1900	1900	1700	1900	2400	2200	2200	1500	640	800	2000	2100	1200	2000	2200	1960	2000	1500	150	2100	2200	2000	2000	1900	1900	1900	2600	2800	2600	2100	2400	2100	2000	2200	800	500	2200	1000	1000	2300	2400	2400	2700	2300	2400	2500	1300	400	500	1200	1300									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	89974	1447	1409	1481	1482	1372	1403	1377	1268	1197	1132	1325	1231	540	95	990	1180	1064	1201	1088	1048	1122	1257	1595	1336	1350	1309	1366	1382	1298	1325	1180	1072	1007	1010	1061	1266	1208	1504	862	340	363	1024	914	610	1477	1961	1110	1277	909	112	1435	1367	1254	1178	1230	1231	1191	1236	1310	1156	955	974	971	1004	890	359	360	1794	905	616	1107	1067	1356	1443	1352	1361	1437	615	239	311	441	892									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3081	58	73	58	54	93	48	49	52	43	17	32	33	7	29	25	22	32	29	20	31	52	24	33	15	23	25	29	28	37	42	27	39	37	31	41	39	18	12	30	277	4	28	44	26	29	50	103	25	17	7	47	39	31	47	37	36	39	20	35	41	32	23	23	13	32	31	15	29	16	39	29	57	51	36	52	50	42	63	59	0	6	14									
6	Число погашенных избирательных бюллетеней	66045	795	918	861	864	835	749	774	680	760	1651	843	1036	453	26	985	798	904	870	992	1221	1326	1019	1172	849	1027	866	905	890	965	933	893	789	856	659	798	1095	974	684	608	23	433	948	1142	564	494	189	747	698	574	31	618	794	715	775	633	633	670	1344	1455	1403	1113	1403	1106	983	1278	410	125	377	79	345	1164	1276	993	1221	896	989	1021	622	102	189	753	394									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3079	58	73	58	54	93	48	49	52	43	17	32	33	7	29	25	22	32	29	20	31	52	24	33	15	23	25	29	28	37	42	27	39	37	31	41	39	18	12	30	277	4	28	44	26	29	50	103	25	17	7	47	39	31	47	37	36	39	20	35	41	32	23	23	13	32	31	15	29	16	39	29	55	51	36	52	50	42	63	59	0	6	14									
8	Число бюллетеней в стационарных ящиках для голосования	89859	1447	1402	1480	1482	1372	1402	1372	1268	1197	1132	1324	1231	540	95	990	1180	1063	1201	1088	1048	1122	1257	1592	1333	1345	1309	1366	1354	1298	1325	1180	1072	1007	1010	1061	1266	1208	1504	862	339	363	1024	914	610	1468	1961	1110	1277	909	112	1435	1363	1223	1178	1230	1230	1191	1236	1308	1156	952	974	971	1004	890	359	360	1794	905	616	1107	1066	1356	1442	1350	1357	1436	615	239	311	441	892									
9	Число недействительных избирательных бюллетеней	1373	14	26	31	25	14	20	20	9	12	26	34	18	5	1	17	15	15	21	26	18	18	8	37	20	15	15	19	14	19	24	15	15	16	9	19	20	17	17	14	12	2	12	15	15	20	20	24	18	15	5	16	16	20	11	25	16	24	19	27	19	17	28	11	13	11	6	8	22	6	5	21	12	28	18	30	14	26	9	6	5	5	23									
10	Число действительных избирательных бюллетеней	91565	1491	1449	1507	1511	1451	1430	1401	1311	1228	1123	1322	1246	542	123	998	1187	1080	1209	1082	1061	1156	1273	1588	1328	1353	1319	1376	1368	1316	1343	1192	1096	1028	1032	1083	1285	1209	1499	878	604	365	1040	943	621	1477	1991	1189	1284	911	114	1466	1386	1234	1214	1242	1250	1206	1237	1316	1178	967	969	983	1004	911	384	367	1801	915	650	1115	1109	1379	1460	1372	1393	1452	669	292	306	442	883									
11	Число полученных открепительных  удостоверений	3900	50	60	60	60	50	60	60	50	50	50	70	50	30	0	50	50	40	50	50	50	60	60	60	50	60	60	50	50	50	50	50	50	40	40	40	50	50	90	40	10	20	50	40	20	60	90	50	50	30	0	50	50	50	60	50	50	50	50	80	50	40	50	40	40	40	20	30	50	70	30	60	60	60	60	50	60	60	30	0	0	40	60									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	2168	35	30	31	39	29	30	24	31	30	34	60	28	14	0	19	43	24	22	32	21	29	31	24	29	37	39	35	23	47	33	30	26	36	31	39	42	28	40	23	1	12	23	17	14	29	25	21	29	13	0	33	34	35	30	34	18	26	27	36	33	22	23	27	13	17	8	10	42	29	12	25	29	36	38	33	31	27	23	0	0	14	21									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2141	31	33	39	36	37	30	19	47	40	26	46	22	16	21	20	18	11	14	16	26	21	16	26	19	21	13	23	15	12	25	18	25	17	27	30	20	25	21	12	6	9	28	8	12	19	8	65	72	25	16	63	36	48	20	21	13	10	14	34	25	17	25	19	18	22	13	9	22	21	12	22	10	7	13	23	12	17	7	28	311	19	8									
14	Число неиспользованных открепительных удостоверений	1732	15	30	29	21	21	30	36	19	20	16	10	22	16	0	31	7	16	28	18	29	31	29	36	21	23	21	15	27	3	17	20	24	4	9	1	8	22	50	17	9	8	27	23	6	31	65	29	21	17	0	17	16	15	30	16	32	24	23	44	17	18	27	13	27	23	12	20	8	41	18	35	31	24	22	17	29	33	7	0	0	26	39									
15	Число открепительных удостоверений, выданных избирателям ТИК	36	1	0	2	0	0	1	1	2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	3	1	2	0	1	1	0	0	0	2	0	0	0	1	0	0	0	1	0	2	1	0	3	0	1	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																													
19	Жириновский Владимир Вольфович	7379	94	83	97	83	101	72	54	77	91	90	128	94	59	8	88	102	102	102	100	99	119	109	125	106	105	120	107	112	112	95	96	81	111	110	116	124	119	161	81	24	29	106	104	73	94	170	113	111	56	18	89	62	128	83	84	67	78	80	131	97	71	95	75	84	81	30	33	128	60	71	126	92	107	119	109	116	128	64	12	32	55	61									
