Выборы Президента Российской Федерации																																																																																							
Дата голосования: 02.03.2008																																																																																							
																																																																																							
"Наименование Избирательной комиссии:    Омск, Ленинская"																																																																																							
																																																																																							
Сводная таблица результатов выборов																																																																																							
																																																																																							
	Число участковых избирательных комиссий	80																																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	80																																																																																					
																																																																																							
		Сумма	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171					
1	"Число избирателей, включенных в списки избирателей"	157103	1128	1609	2479	2584	2492	2675	2510	2651	2269	2167	2282	2055	2021	1847	1663	1735	1900	2572	2171	2178	2170	2547	2594	2360	2475	2639	2854	1580	1520	758	523	2327	1059	956	2221	1880	2662	2473	2446	2556	2585	1095	1968	1826	1696	2068	2180	2158	2289	2176	2525	2277	2108	2400	2355	2339	2468	2309	2082	1935	2425	2522	2303	2184	2411	587	839	2001	1927	959	2761	2827	2028	1962	218	243	479	157	1568	275					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	151600	1100	1600	2500	2600	2450	2650	2500	2700	2250	2150	2000	2000	1800	1700	1500	1700	1750	2150	2050	2150	2150	2450	2350	2200	2400	2400	2750	1500	1400	700	500	2300	1100	900	2150	1750	2700	2500	2400	2550	2550	1000	1850	1900	1500	2000	2150	1900	2100	2100	2450	2200	1800	2400	2350	2350	2450	2300	1800	1750	2350	2400	2250	2200	2300	600	800	1950	1800	850	2500	2800	1900	1850	250	300	550	300	1500	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	114329	746	1140	1787	1654	1756	1910	1694	1852	1596	1599	1724	1456	1666	1498	1360	1459	1426	2027	1448	1535	1501	1681	1889	1582	1623	1855	1930	1076	926	490	423	2218	950	795	1486	1169	1751	1818	1742	1780	1777	877	1341	1498	1304	1492	1479	1469	1525	1607	1851	1635	1736	1706	1709	1643	1665	1605	1628	1509	1736	1868	1549	1529	1862	326	570	1335	1206	807	2215	2641	1471	1531	218	243	458	157	1258	275					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3939	16	35	62	113	88	101	105	92	54	70	72	56	38	66	56	60	37	64	36	35	60	37	45	45	43	41	35	32	30	32	12	54	10	44	32	39	69	43	73	54	57	36	38	33	40	28	28	31	59	43	29	38	40	44	45	37	50	61	43	58	69	73	56	32	45	246	14	49	73	21	40	54	167	47	0	0	0	0	29	0					
6	Число погашенных избирательных бюллетеней	33332	338	425	651	833	606	639	701	756	600	481	204	488	96	136	84	181	287	59	566	580	589	732	416	573	734	504	785	392	444	178	65	28	140	61	632	542	880	639	585	716	716	87	471	369	156	480	643	400	516	450	570	527	24	650	596	670	735	634	129	183	545	459	645	639	393	28	216	566	521	22	245	105	262	272	32	57	92	143	213	525					
