Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Золотухинская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488					
1	"Число избирателей, внесенных в списки"	20562	482	160	460	198	318	653	1116	237	248	192	293	356	285	146	484	334	435	127	399	1051	868	964	1073	597	213	283	916	1369	637	298	78	89	354	300	1031	970	755	512	313	445	129	168	226					
2	"Число бюллетеней, полученных участковыми комиссиями"	18370	435	145	420	180	290	580	1000	215	220	172	260	320	260	130	430	300	385	110	360	935	760	860	950	545	200	255	825	1200	580	270	72	86	330	275	895	855	670	450	280	400	115	150	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11054	323	95	281	99	215	256	599	88	163	116	153	238	135	61	267	161	167	71	205	577	508	600	572	309	115	191	530	711	166	180	56	52	161	192	614	585	367	273	102	264	78	53	105					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	2076	55	22	32	51	33	66	75	54	46	40	60	46	50	46	71	42	111	38	84	45	13	11	39	112	24	49	44	63	141	48	10	18	69	37	23	10	42	30	49	34	20	59	64					
6	Число погашенных бюллетеней	5240	57	28	107	30	42	258	326	73	11	16	47	36	75	23	92	97	107	1	71	313	239	249	339	124	61	15	251	426	273	42	6	16	100	46	258	260	261	147	129	102	17	38	31					
7	Число бюллетеней в переносных ящиках для голосования	2076	55	22	32	51	33	66	75	54	46	40	60	46	50	46	71	42	111	38	84	45	13	11	39	112	24	49	44	63	141	48	10	18	69	37	23	10	42	30	49	34	20	59	64					
8	Число бюллетеней в стационарных ящиках для голосования	11049	323	95	280	99	214	256	599	88	163	116	153	238	135	61	267	161	167	71	205	577	508	600	572	309	115	191	529	711	165	180	56	52	161	192	613	585	367	273	102	264	78	53	105					
9	Число недействительных бюллетеней	591	28	5	17	7	10	11	10	4	10	7	8	21	25	5	12	18	15	8	22	13	7	16	15	9	6	17	10	23	99	12	0	8	12	2	10	12	32	19	3	14	4	0	5					
10	Число действительных бюллетеней	12534	350	112	295	143	237	311	664	138	199	149	205	263	160	102	326	185	263	101	267	609	514	595	596	412	133	223	563	751	207	216	66	62	218	227	626	583	377	284	148	284	94	112	164					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	215	5	1	5	2	3	6	11	2	2	2	3	4	3	2	5	3	4	2	4	12	10	12	12	6	2	3	10	15	6	3	1	1	4	3	12	10	7	5	3	4	1	2	2					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	73	1	1	2	0	0	0	3	0	0	0	0	2	2	0	2	1	0	0	2	6	3	10	7	2	0	1	5	3	2	0	0	0	0	0	7	6	1	4	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	66	2	0	2	1	1	1	0	0	1	2	1	1	1	2	1	2	1	1	1	1	3	3	1	2	1	3	1	1	3	0	1	2	1	0	2	3	5	2	3	3	1	1	2					
14	Число погашенных открепительных удостоверений	142	4	0	3	2	3	6	8	2	2	2	3	2	1	2	3	2	4	2	2	6	7	2	5	4	2	2	5	12	4	3	1	1	4	3	5	4	6	1	3	4	1	2	2					
15	Число открепительных удостоверений выданных ТИК	10	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	309	6	1	7	2	4	5	14	2	7	6	7	5	4	4	12	8	13	7	11	10	8	24	10	9	1	15	9	13	6	1	0	3	4	5	9	8	5	8	8	14	5	1	8					
		2.35%	1.58%	0.85%	2.24%	1.33%	1.61%	1.55%	2.07%	1.40%	3.34%	3.84%	3.28%	1.76%	2.16%	3.73%	3.55%	3.94%	4.67%	6.42%	3.80%	1.60%	1.53%	3.92%	1.63%	2.13%	0.71%	6.25%	1.57%	1.67%	1.96%	0.43%	0.0%	4.28%	1.73%	2.18%	1.41%	1.34%	1.22%	2.64%	5.29%	4.69%	5.10%	0.89%	4.73%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	203	4	2	3	0	1	5	8	3	4	0	11	4	0	3	3	3	3	4	1	19	8	14	17	8	1	1	11	13	2	0	1	0	2	1	9	13	9	3	4	0	0	3	2					
