Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Венгеровская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184					
1	"Число избирателей, внесенных в списки избирателей"	16668	1280	981	1517	1749	650	107	294	505	278	163	158	528	331	190	896	230	268	89	327	503	104	206	467	348	170	571	771	162	281	350	145	111	231	87	122	509	317	174	388	110					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15318	1155	880	1374	1513	607	108	276	470	260	167	162	483	306	177	806	207	251	92	302	458	103	183	436	312	169	522	710	165	253	325	144	111	212	87	127	469	297	176	350	113					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10323	554	511	857	898	423	86	206	347	189	118	126	300	226	144	467	148	179	59	250	354	94	158	300	260	113	297	536	127	224	225	116	79	155	70	102	296	186	144	318	81					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1362	135	38	108	101	49	6	34	28	13	7	5	69	44	27	94	29	24	3	21	32	0	14	61	24	21	49	54	12	26	30	8	7	26	2	5	50	80	10	10	6					
6	Число погашенных избирательных бюллетеней	3633	466	331	409	514	135	16	36	95	58	42	31	114	36	6	245	30	48	30	31	72	9	11	75	28	35	176	120	26	3	70	20	25	31	15	20	123	31	22	22	26					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1362	135	38	108	101	49	6	34	28	13	7	5	69	44	27	94	29	24	3	21	32	0	14	61	24	21	49	54	12	26	30	8	7	26	2	5	50	80	10	10	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10323	554	511	857	898	423	86	206	347	189	118	126	300	226	144	467	148	179	59	250	354	94	158	300	260	113	297	536	127	224	225	116	79	155	70	102	296	186	144	318	81					
9	Число недействительных избирательных бюллетеней	106	8	2	12	12	11	1	2	3	5	1	1	0	3	0	2	1	2	1	6	2	1	0	0	3	0	4	2	1	0	4	0	1	1	0	1	3	3	3	1	3					
10	Число действительных избирательных бюллетеней	11579	681	547	953	987	461	91	238	372	197	124	130	369	267	171	559	176	201	61	265	384	93	172	361	281	134	342	588	138	250	251	124	85	180	72	106	343	263	151	327	84					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	395	20	15	30	30	10	5	10	13	10	5	5	15	10	5	20	5	5	5	10	10	5	15	15	10	5	10	15	5	5	5	5	5	5	5	5	10	12	5	10	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	188	3	3	7	7	10	0	5	13	10	0	3	11	0	2	10	0	1	2	7	7	0	15	13	0	1	5	15	1	0	1	0	0	3	2	5	10	12	0	2	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	52	0	6	7	2	0	0	1	4	0	1	0	2	0	1	5	0	3	0	0	2	1	2	0	0	1	0	2	2	0	1	1	0	2	1	1	0	2	1	1	0					
14	Число погашенных неиспользованных открепительных удостоверений	207	17	12	23	23	0	5	5	0	0	5	2	4	10	3	10	5	4	3	3	3	5	0	2	10	4	5	0	4	5	4	5	5	2	3	0	0	0	5	8	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																															
