Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Нижнеомская																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692					
1	"Число избирателей, внесенных в списки"	14289	1315	988	1108	765	112	96	187	152	673	159	477	120	106	452	69	118	101	157	73	765	95	71	100	520	132	98	71	139	500	124	214	674	133	143	133	204	188	85	39	511	108	82	160	128	117	746	483	85	68	145					
2	"Число бюллетеней, полученных участковыми комиссиями"	13992	1280	980	1000	730	114	97	187	153	650	161	450	121	108	450	79	118	100	159	74	730	91	77	104	500	136	98	66	141	490	125	218	690	136	146	132	190	191	90	43	500	109	85	158	128	115	700	490	87	70	145					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9395	716	483	555	370	90	80	144	80	484	107	334	103	93	330	69	102	82	136	68	473	78	62	74	299	82	92	57	127	311	105	179	474	106	94	108	146	167	84	32	286	85	70	107	91	78	466	398	71	59	108					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	324	23	19	3	50	1	0	0	13	5	12	11	0	4	26	0	2	0	0	0	18	0	0	0	10	7	0	0	0	5	0	3	0	0	15	0	22	4	0	0	34	0	0	8	0	0	29	0	0	0	0					
6	Число погашенных бюллетеней	4273	541	478	442	310	23	17	43	60	161	42	105	18	11	94	10	14	18	23	6	239	13	15	30	191	47	6	9	14	174	20	36	216	30	37	24	22	20	6	11	180	24	15	43	37	37	205	92	16	11	37					
7	Число бюллетеней в переносных ящиках для голосования	324	23	19	3	50	1	0	0	13	5	12	11	0	4	26	0	2	0	0	0	18	0	0	0	10	7	0	0	0	5	0	3	0	0	15	0	22	4	0	0	34	0	0	8	0	0	29	0	0	0	0					
8	Число бюллетеней в стационарных ящиках для голосования	9395	716	483	555	370	90	80	144	80	484	107	334	103	93	330	69	102	82	136	68	473	78	62	74	299	82	92	57	127	311	105	179	474	106	94	108	146	167	84	32	286	85	70	107	91	78	466	398	71	59	108					
9	Число недействительных бюллетеней	74	5	8	6	10	0	0	2	0	0	0	2	4	0	1	0	0	0	0	1	0	0	0	2	4	1	0	0	6	2	0	2	1	3	1	2	0	0	0	1	2	0	1	0	0	1	4	0	1	0	1					
10	Число действительных бюллетеней	9645	734	494	552	410	91	80	142	93	489	119	343	99	97	355	69	104	82	136	67	491	78	62	72	305	88	92	57	121	314	105	180	473	103	108	106	168	171	84	31	318	85	69	115	91	77	491	398	70	59	107					
