Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Тоншаевская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2492					
1	"Число избирателей, внесенных в списки"	12951	777	780	1269	359	438	409	85	256	97	978	902	946	617	900	166	277	330	245	1161	490	238	252	531	295	64	89					
2	"Число бюллетеней, полученных участковыми комиссиями"	12000	700	710	1150	350	400	370	88	230	96	900	850	900	550	850	158	250	300	230	1050	450	235	245	500	282	67	89					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6221	362	335	676	213	184	203	49	109	59	454	302	419	190	324	98	192	122	135	639	302	147	181	263	158	43	62					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	828	27	15	30	32	58	25	9	30	10	36	46	22	63	82	35	15	59	12	90	4	45	10	36	24	3	10					
6	Число погашенных бюллетеней	4951	311	360	444	105	158	142	30	91	27	410	502	459	297	444	25	43	119	83	321	144	43	54	201	100	21	17					
7	Число бюллетеней в переносных ящиках для голосования	827	27	15	30	31	58	25	9	30	10	36	46	22	63	82	35	15	59	12	90	4	45	10	36	24	3	10					
8	Число бюллетеней в стационарных ящиках для голосования	6221	362	335	676	213	184	203	49	109	59	454	302	419	190	324	98	192	122	135	639	302	147	181	263	158	43	62					
9	Число недействительных бюллетеней	129	12	10	14	7	5	3	1	0	2	7	5	15	6	17	1	2	4	1	3	7	3	1	0	3	0	0					
10	Число действительных бюллетеней	6919	377	340	692	237	237	225	57	139	67	483	343	426	247	389	132	205	177	146	726	299	189	190	299	179	46	72					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	210	10	10	15	5	5	5	5	5	5	15	15	15	10	15	5	5	5	5	15	5	5	5	10	5	5	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	46	7	7	11	1	0	2	0	0	0	4	1	1	0	2	0	0	0	2	6	0	0	1	0	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	25	3	0	3	0	0	0	0	0	0	0	2	0	1	0	3	0	1	1	5	0	1	2	2	0	0	1					
14	Число погашенных открепительных удостоверений	164	3	3	4	4	5	3	5	5	5	11	14	14	10	13	5	5	5	3	9	5	5	4	10	4	5	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	106	2	6	13	3	10	9	1	3	3	4	3	2	5	7	2	1	4	2	8	9	1	1	1	4	1	1					
		1.50%	0.51%	1.71%	1.84%	1.22%	4.13%	3.94%	1.72%	2.15%	4.34%	0.81%	0.86%	0.45%	1.97%	1.72%	1.50%	0.48%	2.20%	1.36%	1.09%	2.94%	0.52%	0.52%	0.33%	2.19%	2.17%	1.38%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	56	1	5	9	2	3	2	0	1	0	5	3	4	2	3	2	1	0	0	5	1	1	2	2	2	0	0					
		0.79%	0.25%	1.42%	1.27%	0.81%	1.23%	0.87%	0.0%	0.71%	0.0%	1.02%	0.86%	0.90%	0.79%	0.73%	1.50%	0.48%	0.0%	0.0%	0.68%	0.32%	0.52%	1.04%	0.66%	1.09%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	175	10	4	15	1	1	4	2	4	0	14	13	21	11	11	1	2	6	3	16	8	5	9	10	2	0	2					
		2.48%	2.57%	1.14%	2.12%	0.40%	0.41%	1.75%	3.44%	2.87%	0.0%	2.85%	3.73%	4.76%	4.34%	2.70%	0.75%	0.96%	3.31%	2.04%	2.19%	2.61%	2.60%	4.71%	3.34%	1.09%	0.0%	2.77%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	56	10	4	5	0	2	2	0	1	0	4	3	6	1	1	0	0	0	1	11	2	1	0	1	1	0	0					
		0.79%	2.57%	1.14%	0.70%	0.0%	0.82%	0.87%	0.0%	0.71%	0.0%	0.81%	0.86%	1.36%	0.39%	0.24%	0.0%	0.0%	0.0%	0.68%	1.50%	0.65%	0.52%	0.0%	0.33%	0.54%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	55	5	3	4	1	5	0	1	0	0	3	1	5	2	2	0	0	7	1	5	2	0	0	5	1	2	0					
		0.78%	1.28%	0.85%	0.56%	0.40%	2.06%	0.0%	1.72%	0.0%	0.0%	0.61%	0.28%	1.13%	0.79%	0.49%	0.0%	0.0%	3.86%	0.68%	0.68%	0.65%	0.0%	0.0%	1.67%	0.54%	4.34%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	18	0	0	2	0	1	0	1	0	0	1	3	0	1	2	0	0	1	0	1	2	0	0	1	0	1	1					
		0.25%	0.0%	0.0%	0.28%	0.0%	0.41%	0.0%	1.72%	0.0%	0.0%	0.20%	0.86%	0.0%	0.39%	0.49%	0.0%	0.0%	0.55%	0.0%	0.13%	0.65%	0.0%	0.0%	0.33%	0.0%	2.17%	1.38%					
24	"7. ""Новый курс - Автомобильная Россия"""	34	2	2	7	2	1	0	0	0	0	2	2	5	1	0	0	1	1	0	2	1	2	1	1	0	0	1					
		0.48%	0.51%	0.57%	0.99%	0.81%	0.41%	0.0%	0.0%	0.0%	0.0%	0.40%	0.57%	1.13%	0.39%	0.0%	0.0%	0.48%	0.55%	0.0%	0.27%	0.32%	1.04%	0.52%	0.33%	0.0%	0.0%	1.38%					
25	"8. ""Народно-республиканская партия России"""	14	1	0	0	1	4	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0					
		0.19%	0.25%	0.0%	0.0%	0.40%	1.65%	0.43%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.24%	0.75%	0.0%	0.0%	0.68%	0.13%	0.0%	0.52%	0.0%	0.0%	0.54%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	2	2	1	0	0	1	0	0	1	1	1	1	0	1	0	0	1	1	1	0	2	1	3	1	0	0					
		0.29%	0.51%	0.57%	0.14%	0.0%	0.0%	0.43%	0.0%	0.0%	1.44%	0.20%	0.28%	0.22%	0.0%	0.24%	0.0%	0.0%	0.55%	0.68%	0.13%	0.0%	1.04%	0.52%	1.00%	0.54%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	617	15	23	45	27	35	24	2	16	22	30	24	32	15	12	16	47	18	21	44	11	59	16	32	13	4	14					
		8.75%	3.85%	6.57%	6.37%	11.06%	14.46%	10.52%	3.44%	11.51%	31.88%	6.12%	6.89%	7.25%	5.92%	2.95%	12.03%	22.70%	9.94%	14.28%	6.03%	3.59%	30.72%	8.37%	10.70%	7.14%	8.69%	19.44%					
28	"11. ""Истинные патриоты России"""	10	2	0	1	0	2	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0					
		0.14%	0.51%	0.0%	0.14%	0.0%	0.82%	0.0%	0.0%	0.71%	0.0%	0.0%	0.0%	0.0%	0.39%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	71	5	7	9	1	1	3	0	2	0	5	5	3	5	6	3	3	0	3	4	2	1	1	1	0	0	1					
		1.00%	1.28%	2.0%	1.27%	0.40%	0.41%	1.31%	0.0%	1.43%	0.0%	1.02%	1.43%	0.68%	1.97%	1.47%	2.25%	1.44%	0.0%	2.04%	0.54%	0.65%	0.52%	0.52%	0.33%	0.0%	0.0%	1.38%					
30	"13. ""Демократическая партия России"""	24	1	0	4	0	1	0	0	0	0	4	1	2	1	2	0	1	2	0	1	1	1	1	0	0	0	1					
		0.34%	0.25%	0.0%	0.56%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.81%	0.28%	0.45%	0.39%	0.49%	0.0%	0.48%	1.10%	0.0%	0.13%	0.32%	0.52%	0.52%	0.0%	0.0%	0.0%	1.38%					
31	"14. ""Великая Россия - Евразийский Союз"""	17	0	3	2	2	0	0	0	0	0	2	0	0	0	2	0	0	3	0	1	0	0	1	0	1	0	0					
		0.24%	0.0%	0.85%	0.28%	0.81%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	1.65%	0.0%	0.13%	0.0%	0.0%	0.52%	0.0%	0.54%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	15	0	1	2	0	1	0	0	0	0	1	2	2	0	0	0	0	0	1	3	0	0	0	2	0	0	0					
		0.21%	0.0%	0.28%	0.28%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.20%	0.57%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.41%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	288	8	13	45	8	6	8	0	8	2	22	18	24	15	8	4	7	3	6	30	25	2	5	10	6	5	0					
		4.08%	2.05%	3.71%	6.37%	3.27%	2.47%	3.50%	0.0%	5.75%	2.89%	4.48%	5.17%	5.44%	5.92%	1.97%	3.00%	3.38%	1.65%	4.08%	4.11%	8.16%	1.04%	2.61%	3.34%	3.29%	10.86%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	19	0	1	0	0	3	1	1	0	1	1	2	0	1	0	0	2	0	0	2	0	1	0	1	1	0	1					
