Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Камышловская городская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №1915	УИК №1916	УИК №1917	УИК №1918	УИК №1919	УИК №1920	УИК №1921	УИК №1922	УИК №1923	УИК №1924	УИК №1925	УИК №1926	УИК №1927	УИК №1928	УИК №1929	УИК №1930	УИК №1931	УИК №1932					
1	"Число избирателей, внесенных в списки избирателей"	23069	915	811	1064	808	1515	259	2000	1491	1311	1592	1757	1105	1264	1800	429	1467	1928	1553					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21850	900	800	1000	800	1400	250	1900	1400	1300	1500	1700	1100	1200	1700	400	1400	1600	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	12546	475	450	528	361	907	247	982	746	622	959	942	582	691	957	222	835	1158	882					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	373	8	5	29	31	27	0	50	22	24	10	34	22	15	18	2	25	29	22					
6	Число погашенных избирательных бюллетеней	8931	417	345	443	408	466	3	868	632	654	531	724	496	494	725	176	540	413	596					
7	Число избирательных бюллетеней в переносных ящиках для голосования	373	8	5	29	31	27	0	50	22	24	10	34	22	15	18	2	25	29	22					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12546	475	450	528	361	907	247	982	746	622	959	942	582	691	957	222	835	1158	882					
9	Число недействительных избирательных бюллетеней	83	3	1	0	1	5	2	5	8	3	6	17	1	3	2	4	7	10	5					
10	Число действительных избирательных бюллетеней	12836	480	454	557	391	929	245	1027	760	643	963	959	603	703	973	220	853	1177	899					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	575	20	20	21	25	35	0	40	30	50	35	44	20	30	40	15	48	62	40					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	382	9	10	17	17	25	0	26	23	44	32	30	15	26	22	8	15	37	26					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	254	3	16	6	5	32	4	13	28	12	35	17	8	10	15	2	7	30	11					
14	Число погашенных неиспользованных открепительных удостоверений	193	11	10	4	8	10	0	14	7	6	3	14	5	4	18	7	33	25	14					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	0	3	0	5	2	0	4	2	4	2	0	1	0	0	1	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	1.Политическая партия «Аграрная партия России»	256	7	10	8	6	23	2	19	16	10	23	17	10	11	19	9	22	23	21					
		1.98%	1.45%	2.20%	1.44%	1.53%	2.46%	0.81%	1.84%	2.08%	1.55%	2.37%	1.74%	1.66%	1.56%	1.95%	4.02%	2.56%	1.94%	2.32%					
19	2.Всероссийская политическая партия «Гражданская Сила»	359	3	17	14	12	16	7	24	27	22	16	21	11	26	37	4	41	34	27					
		2.78%	0.62%	3.74%	2.51%	3.06%	1.71%	2.83%	2.33%	3.52%	3.41%	1.65%	2.15%	1.82%	3.68%	3.79%	1.79%	4.77%	2.86%	2.99%					
20	3.Политическая партия «Демократическая партия России»	9	0	3	0	0	0	2	0	0	1	2	0	0	0	1	0	0	0	0					
		0.07%	0.00%	0.66%	0.00%	0.00%	0.00%	0.81%	0.00%	0.00%	0.15%	0.21%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%					
