Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Старожиловская																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954					
1	"Число избирателей, внесенных в списки"	13332	331	352	519	1072	302	1853	322	1352	125	492	119	129	419	1043	2693	1605	156	448					
2	"Число бюллетеней, полученных участковыми комиссиями"	12864	321	343	494	1040	284	1800	310	1320	127	475	120	129	406	1007	2565	1538	148	437					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6734	164	190	339	534	175	1048	184	625	77	219	49	62	261	424	1355	779	42	207					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	993	58	48	54	26	58	56	34	73	17	76	29	26	42	108	65	122	25	76					
6	Число погашенных бюллетеней	5137	99	105	101	480	51	696	92	622	33	180	42	41	103	475	1145	637	81	154					
7	Число бюллетеней в переносных ящиках для голосования	993	58	48	54	26	58	56	34	73	17	76	29	26	42	108	65	122	25	76					
8	Число бюллетеней в стационарных ящиках для голосования	6734	164	190	339	534	175	1048	184	625	77	219	49	62	261	424	1355	779	42	207					
9	Число недействительных бюллетеней	113	6	6	3	21	6	12	1	22	2	0	1	0	4	7	16	5	0	1					
10	Число действительных бюллетеней	7614	216	232	390	539	227	1092	217	676	92	295	77	88	299	525	1404	896	67	282					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	200	10	10	10	10	10	15	10	12	10	10	10	10	10	15	15	13	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	31	1	3	0	0	0	4	1	4	0	0	0	0	0	0	15	3	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	51	1	1	8	1	2	6	5	3	0	2	1	0	0	6	9	3	2	1					
14	Число погашенных открепительных удостоверений	169	9	7	10	10	10	11	9	8	10	10	10	10	10	15	0	10	10	10					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	91	8	2	4	9	3	16	1	4	0	3	0	1	5	9	11	8	5	2					
		1.17%	3.60%	0.84%	1.01%	1.60%	1.28%	1.44%	0.45%	0.57%	0.0%	1.01%	0.0%	1.13%	1.65%	1.69%	0.77%	0.88%	7.46%	0.70%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	265	7	7	15	18	5	37	16	6	2	5	0	5	10	18	63	29	3	19					
		3.42%	3.15%	2.94%	3.81%	3.21%	2.14%	3.35%	7.33%	0.85%	2.12%	1.69%	0.0%	5.68%	3.30%	3.38%	4.43%	3.21%	4.47%	6.71%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	916	20	17	61	73	41	109	35	82	12	43	12	10	33	54	153	121	17	23					
		11.85%	9.00%	7.14%	15.52%	13.03%	17.59%	9.87%	16.05%	11.74%	12.76%	14.57%	15.38%	11.36%	10.89%	10.15%	10.77%	13.42%	25.37%	8.12%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	136	2	3	3	4	0	28	1	15	0	2	1	0	5	5	35	24	1	7					
		1.76%	0.90%	1.26%	0.76%	0.71%	0.0%	2.53%	0.45%	2.14%	0.0%	0.67%	1.28%	0.0%	1.65%	0.93%	2.46%	2.66%	1.49%	2.47%					
22	"5. ""За Русь Святую"""	33	1	2	0	1	2	7	0	4	0	3	0	0	2	0	6	5	0	0					
		0.42%	0.45%	0.84%	0.0%	0.17%	0.85%	0.63%	0.0%	0.57%	0.0%	1.01%	0.0%	0.0%	0.66%	0.0%	0.42%	0.55%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	0	1	0	2	0	4	1	0	0	0	0	0	0	0	4	2	0	2					
		0.20%	0.0%	0.42%	0.0%	0.35%	0.0%	0.36%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.22%	0.0%	0.70%					
24	"7. ""Новый курс - Автомобильная Россия"""	48	0	2	5	1	0	9	3	6	1	2	2	0	0	3	0	12	0	2					
		0.62%	0.0%	0.84%	1.27%	0.17%	0.0%	0.81%	1.37%	0.85%	1.06%	0.67%	2.56%	0.0%	0.0%	0.56%	0.0%	1.33%	0.0%	0.70%					
25	"8. ""Народно-республиканская партия России"""	30	1	1	0	8	0	3	1	3	0	1	0	0	2	1	8	0	0	1					
		0.38%	0.45%	0.42%	0.0%	1.42%	0.0%	0.27%	0.45%	0.42%	0.0%	0.33%	0.0%	0.0%	0.66%	0.18%	0.56%	0.0%	0.0%	0.35%					
26	"9. ""Российская экологическая партия ""Зеленые"""	25	1	1	2	2	1	8	0	4	0	2	0	0	1	0	2	1	0	0					
		0.32%	0.45%	0.42%	0.50%	0.35%	0.42%	0.72%	0.0%	0.57%	0.0%	0.67%	0.0%	0.0%	0.33%	0.0%	0.14%	0.11%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	804	31	34	29	94	42	65	45	69	13	43	13	4	24	85	97	81	5	30					
		10.40%	13.96%	14.28%	7.37%	16.78%	18.02%	5.88%	20.64%	9.88%	13.82%	14.57%	16.66%	4.54%	7.92%	15.97%	6.83%	8.99%	7.46%	10.60%					
28	"11. ""Истинные патриоты России"""	8	0	1	0	0	0	2	1	0	1	0	0	1	0	0	2	0	0	0					
		0.10%	0.0%	0.42%	0.0%	0.0%	0.0%	0.18%	0.45%	0.0%	1.06%	0.0%	0.0%	1.13%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	63	5	5	3	5	1	8	2	2	0	3	0	1	4	4	12	4	0	4					
		0.81%	2.25%	2.10%	0.76%	0.89%	0.42%	0.72%	0.91%	0.28%	0.0%	1.01%	0.0%	1.13%	1.32%	0.75%	0.84%	0.44%	0.0%	1.41%					
30	"13. ""Демократическая партия России"""	16	0	1	0	2	0	3	0	1	1	1	0	0	1	1	3	1	0	1					
		0.20%	0.0%	0.42%	0.0%	0.35%	0.0%	0.27%	0.0%	0.14%	1.06%	0.33%	0.0%	0.0%	0.33%	0.18%	0.21%	0.11%	0.0%	0.35%					
31	"14. ""Великая Россия - Евразийский Союз"""	21	0	1	1	0	0	4	0	4	0	1	0	0	0	5	2	2	0	1					
		0.27%	0.0%	0.42%	0.25%	0.0%	0.0%	0.36%	0.0%	0.57%	0.0%	0.33%	0.0%	0.0%	0.0%	0.93%	0.14%	0.22%	0.0%	0.35%					
32	"15. ""Партия СЛОН"""	33	0	0	1	1	1	4	1	7	2	1	0	1	0	1	7	5	0	1					
		0.42%	0.0%	0.0%	0.25%	0.17%	0.42%	0.36%	0.45%	1.00%	2.12%	0.33%	0.0%	1.13%	0.0%	0.18%	0.49%	0.55%	0.0%	0.35%					
33	"16. ""Родина"" (народно-патриотический союз)"""	459	8	13	23	33	5	71	3	48	4	11	2	3	15	35	114	49	0	22					
		5.94%	3.60%	5.46%	5.85%	5.89%	2.14%	6.43%	1.37%	6.87%	4.25%	3.72%	2.56%	3.40%	4.95%	6.57%	8.02%	5.43%	0.0%	7.77%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	27	1	0	1	1	1	2	0	1	1	3	3	1	0	0	6	3	0	3					
		0.34%	0.45%	0.0%	0.25%	0.17%	0.42%	0.18%	0.0%	0.14%	1.06%	1.01%	3.84%	1.13%	0.0%	0.0%	0.42%	0.33%	0.0%	1.06%					
35	"18. ""ЛДПР"""	853	35	30	39	48	16	133	10	107	10	29	6	15	28	59	138	115	4	31					
		11.03%	15.76%	12.60%	9.92%	8.57%	6.86%	12.04%	4.58%	15.32%	10.63%	9.83%	7.69%	17.04%	9.24%	11.09%	9.71%	12.76%	5.97%	10.95%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	139	5	0	8	6	3	28	2	14	2	5	1	3	7	8	30	13	1	3					
		1.79%	2.25%	0.0%	2.03%	1.07%	1.28%	2.53%	0.91%	2.00%	2.12%	1.69%	1.28%	3.40%	2.31%	1.50%	2.11%	1.44%	1.49%	1.06%					
37	"20. ""Политическая партия ""Единая Россия"""	2382	52	68	120	143	75	373	72	165	28	91	33	30	132	139	466	304	25	66					
		30.82%	23.42%	28.57%	30.53%	25.53%	32.18%	33.78%	33.02%	23.63%	29.78%	30.84%	42.30%	34.09%	43.56%	26.12%	32.81%	33.74%	37.31%	23.32%					
38	"21. ""Российская Конституционно-демократическая партия"""	19	1	0	3	1	2	3	1	4	0	2	0	0	0	0	0	1	1	0					
		0.24%	0.45%	0.0%	0.76%	0.17%	0.85%	0.27%	0.45%	0.57%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	1.49%	0.0%					
39	"22. ""Развитие предпринимательства"""	26	1	1	0	0	0	7	0	2	0	1	0	0	3	1	3	2	0	5					
		0.33%	0.45%	0.42%	0.0%	0.0%	0.0%	0.63%	0.0%	0.28%	0.0%	0.33%	0.0%	0.0%	0.99%	0.18%	0.21%	0.22%	0.0%	1.76%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	850	28	34	53	54	15	94	15	97	12	36	4	8	21	81	177	74	5	42					
		11.00%	12.61%	14.28%	13.48%	9.64%	6.43%	8.51%	6.88%	13.89%	12.76%	12.20%	5.12%	9.09%	6.93%	15.22%	12.46%	8.21%	7.46%	14.84%					
																									
41	Против всех	354	9	8	19	33	14	74	7	31	3	7	0	5	6	16	65	40	0	17					
		4.58%	4.05%	3.36%	4.83%	5.89%	6.00%	6.70%	3.21%	4.44%	3.19%	2.37%	0.0%	5.68%	1.98%	3.00%	4.57%	4.43%	0.0%	6.00%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
