Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																									
Дата голосования: 07.12.2003 0:00:00																									
																									
Наименование Избирательной комиссии:    Ремонтненская 																									
																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																									
																									
		Сумма	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742					
1	"Число избирателей, внесенных в списки"	14690	2566	1125	2036	658	154	540	481	1432	787	434	901	74	740	202	766	610	759	425					
2	"Число бюллетеней, полученных участковыми комиссиями"	14838	2576	1129	2050	663	157	543	483	1455	801	445	925	76	752	204	772	615	768	424					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7873	1372	483	1057	369	91	385	336	690	388	198	464	52	547	133	435	338	339	196					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	575	64	51	29	33	37	36	29	40	62	8	25	2	12	10	18	25	69	25					
6	Число погашенных бюллетеней	6390	1140	595	964	261	29	122	118	725	351	239	436	22	193	61	319	252	360	203					
7	Число бюллетеней в переносных ящиках для голосования	575	64	51	29	33	37	36	29	40	62	8	25	2	12	10	18	25	69	25					
8	Число бюллетеней в стационарных ящиках для голосования	7873	1372	483	1057	369	91	385	336	690	388	198	464	52	547	133	435	338	339	196					
9	Число недействительных бюллетеней	109	28	7	17	5	0	5	4	6	4	4	13	0	2	0	4	5	4	1					
10	Число действительных бюллетеней	8339	1408	527	1069	397	128	416	361	724	446	202	476	54	557	143	449	358	404	220					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	295	50	22	40	15	2	10	10	30	15	10	20	3	15	5	15	11	14	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	30	10	1	4	0	0	0	0	13	0	0	0	0	0	0	0	0	1	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	12	0	1	2	0	0	2	0	3	1	0	1	0	0	0	0	0	1	1					
14	Число погашенных открепительных удостоверений	265	40	21	36	15	2	10	10	17	15	10	20	3	15	5	15	11	13	7					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																									
18	"1. ""ЕДИНЕНИЕ"""	170	20	10	20	17	2	13	9	16	6	3	12	1	6	4	7	8	13	3					
		2.01%	1.39%	1.87%	1.84%	4.22%	1.56%	3.08%	2.46%	2.19%	1.33%	1.45%	2.45%	1.85%	1.07%	2.79%	1.54%	2.20%	3.18%	1.35%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	74	15	9	12	3	0	2	0	4	5	2	2	0	2	2	7	4	4	1					
		0.87%	1.04%	1.68%	1.10%	0.74%	0.0%	0.47%	0.0%	0.54%	1.11%	0.97%	0.40%	0.0%	0.35%	1.39%	1.54%	1.10%	0.98%	0.45%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	149	36	17	22	5	1	2	2	21	4	2	6	0	4	0	3	7	9	8					
		1.76%	2.50%	3.18%	2.02%	1.24%	0.78%	0.47%	0.54%	2.87%	0.88%	0.97%	1.22%	0.0%	0.71%	0.0%	0.66%	1.92%	2.20%	3.61%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	81	13	8	15	2	0	2	0	10	10	0	7	1	4	0	2	3	2	2					
		0.95%	0.90%	1.49%	1.38%	0.49%	0.0%	0.47%	0.0%	1.36%	2.22%	0.0%	1.43%	1.85%	0.71%	0.0%	0.44%	0.82%	0.49%	0.90%					
22	"5. ""За Русь Святую"""	31	3	3	5	2	0	1	0	10	2	0	0	0	2	0	0	1	2	0					
		0.36%	0.20%	0.56%	0.46%	0.49%	0.0%	0.23%	0.0%	1.36%	0.44%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.27%	0.49%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	16	0	3	0	0	0	1	0	0	2	0	3	0	2	0	1	2	1	1					
		0.18%	0.0%	0.56%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.44%	0.0%	0.61%	0.0%	0.35%	0.0%	0.22%	0.55%	0.24%	0.45%					
24	"7. ""Новый курс - Автомобильная Россия"""	32	4	3	9	1	0	2	0	4	3	0	1	0	0	0	2	0	3	0					
		0.37%	0.27%	0.56%	0.82%	0.24%	0.0%	0.47%	0.0%	0.54%	0.66%	0.0%	0.20%	0.0%	0.0%	0.0%	0.44%	0.0%	0.73%	0.0%					
25	"8. ""Народно-республиканская партия России"""	17	4	1	1	0	0	1	0	1	1	0	2	0	1	1	1	1	0	2					
		0.20%	0.27%	0.18%	0.09%	0.0%	0.0%	0.23%	0.0%	0.13%	0.22%	0.0%	0.40%	0.0%	0.17%	0.69%	0.22%	0.27%	0.0%	0.90%					
26	"9. ""Российская экологическая партия ""Зеленые"""	16	2	2	2	0	0	0	0	1	3	1	0	0	3	0	0	2	0	0					
		0.18%	0.13%	0.37%	0.18%	0.0%	0.0%	0.0%	0.0%	0.13%	0.66%	0.48%	0.0%	0.0%	0.53%	0.0%	0.0%	0.55%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	630	78	43	62	17	10	45	38	81	67	29	17	0	27	4	25	40	30	17					
		7.45%	5.43%	8.05%	5.70%	4.22%	7.81%	10.68%	10.41%	11.09%	14.88%	14.07%	3.47%	0.0%	4.83%	2.79%	5.51%	11.01%	7.35%	7.69%					
28	"11. ""Истинные патриоты России"""	40	0	0	0	2	0	8	0	3	0	1	0	6	4	10	3	2	1	0					
		0.47%	0.0%	0.0%	0.0%	0.49%	0.0%	1.90%	0.0%	0.41%	0.0%	0.48%	0.0%	11.11%	0.71%	6.99%	0.66%	0.55%	0.24%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	86	13	6	15	5	0	4	1	4	8	2	4	0	2	3	6	2	8	3					
		1.01%	0.90%	1.12%	1.38%	1.24%	0.0%	0.95%	0.27%	0.54%	1.77%	0.97%	0.81%	0.0%	0.35%	2.09%	1.32%	0.55%	1.96%	1.35%					
30	"13. ""Демократическая партия России"""	16	2	2	1	1	0	0	0	1	0	1	0	0	1	0	2	0	4	1					
		0.18%	0.13%	0.37%	0.09%	0.24%	0.0%	0.0%	0.0%	0.13%	0.0%	0.48%	0.0%	0.0%	0.17%	0.0%	0.44%	0.0%	0.98%	0.45%					
31	"14. ""Великая Россия - Евразийский Союз"""	26	3	4	0	4	1	1	0	5	1	1	1	0	1	0	1	0	2	1					
		0.30%	0.20%	0.74%	0.0%	0.99%	0.78%	0.23%	0.0%	0.68%	0.22%	0.48%	0.20%	0.0%	0.17%	0.0%	0.22%	0.0%	0.49%	0.45%					
32	"15. ""Партия СЛОН"""	8	2	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0					
		0.09%	0.13%	0.18%	0.09%	0.0%	0.0%	0.23%	0.27%	0.13%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	517	146	47	108	8	4	10	17	25	33	7	22	5	14	11	22	19	16	3					
		6.11%	10.16%	8.80%	9.94%	1.99%	3.12%	2.37%	4.65%	3.42%	7.33%	3.39%	4.49%	9.25%	2.50%	7.69%	4.85%	5.23%	3.92%	1.35%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	27	3	3	3	3	1	1	1	1	0	2	1	0	0	0	1	4	2	1					
		0.31%	0.20%	0.56%	0.27%	0.74%	0.78%	0.23%	0.27%	0.13%	0.0%	0.97%	0.20%	0.0%	0.0%	0.0%	0.22%	1.10%	0.49%	0.45%					
35	"18. ""ЛДПР"""	904	165	57	146	27	5	45	41	101	56	20	87	3	47	12	23	29	18	22					
		10.70%	11.49%	10.67%	13.44%	6.71%	3.90%	10.68%	11.23%	13.83%	12.44%	9.70%	17.79%	5.55%	8.40%	8.39%	5.07%	7.98%	4.41%	9.95%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	144	31	12	21	4	1	3	3	13	7	1	7	1	4	1	7	11	14	3					
		1.70%	2.15%	2.24%	1.93%	0.99%	0.78%	0.71%	0.82%	1.78%	1.55%	0.48%	1.43%	1.85%	0.71%	0.69%	1.54%	3.03%	3.43%	1.35%					
37	"20. ""Политическая партия ""Единая Россия"""	3405	545	178	353	206	87	208	168	279	103	76	165	21	368	62	234	100	171	81					
		40.30%	37.95%	33.33%	32.50%	51.24%	67.96%	49.40%	46.02%	38.21%	22.88%	36.89%	33.74%	38.88%	65.83%	43.35%	51.65%	27.54%	41.91%	36.65%					
38	"21. ""Российская Конституционно-демократическая партия"""	19	5	1	3	2	0	2	2	1	1	0	1	0	0	0	1	0	0	0					
		0.22%	0.34%	0.18%	0.27%	0.49%	0.0%	0.47%	0.54%	0.13%	0.22%	0.0%	0.20%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	21	4	0	3	1	1	1	0	2	1	0	4	0	1	0	0	2	1	0					
		0.24%	0.27%	0.0%	0.27%	0.24%	0.78%	0.23%	0.0%	0.27%	0.22%	0.0%	0.81%	0.0%	0.17%	0.0%	0.0%	0.55%	0.24%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1548	251	87	218	75	11	39	71	103	115	44	117	16	54	29	82	93	82	61					
		18.32%	17.47%	16.29%	20.07%	18.65%	8.59%	9.26%	19.45%	14.10%	25.55%	21.35%	23.92%	29.62%	9.66%	20.27%	18.10%	25.61%	20.09%	27.60%					
																									
41	Против всех	362	63	30	49	12	4	24	7	37	18	10	17	0	10	4	19	27	21	10					
		4.28%	4.38%	5.61%	4.51%	2.98%	3.12%	5.70%	1.91%	5.06%	4.0%	4.85%	3.47%	0.0%	1.78%	2.79%	4.19%	7.43%	5.14%	4.52%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
