Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																													
Дата голосования: 07.12.2003 0:00:00																													
																													
Наименование Избирательной комиссии:    Район Северное Бутово																													
																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																													
																													
		Сумма	УИК №2185	УИК №2186	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206					
1	"Число избирателей, внесенных в списки"	49713	2269	2368	2024	1938	2107	2057	2253	1749	1988	2754	2422	2818	2226	2642	2323	2150	2496	2297	2113	2443	2150	2126					
2	"Число бюллетеней, полученных участковыми комиссиями"	45900	2100	2200	1900	1800	1900	1900	2100	1600	1800	2500	2300	2600	2100	2400	2100	1900	2300	2100	2000	2200	2100	2000					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	28444	1299	1345	1192	1144	1176	1180	1284	1015	1152	1521	1389	1691	1246	1513	1347	1174	1359	1355	1167	1290	1329	1276					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	673	26	20	15	25	16	65	17	25	14	32	27	28	33	26	34	19	29	12	34	74	49	53					
6	Число погашенных бюллетеней	16783	775	835	693	631	708	655	799	560	634	947	884	881	821	861	719	707	912	733	799	836	722	671					
7	Число бюллетеней в переносных ящиках для голосования	673	26	20	15	25	16	65	17	25	14	32	27	28	33	26	34	19	29	12	34	74	49	53					
8	Число бюллетеней в стационарных ящиках для голосования	28362	1299	1345	1192	1144	1176	1180	1284	1015	1152	1521	1389	1691	1246	1513	1347	1174	1359	1295	1167	1284	1313	1276					
9	Число недействительных бюллетеней	291	17	19	19	19	13	4	13	8	7	17	12	18	11	17	13	5	12	14	20	6	7	20					
10	Число действительных бюллетеней	28744	1308	1346	1188	1150	1179	1241	1288	1032	1159	1536	1404	1701	1268	1522	1368	1188	1376	1293	1181	1352	1355	1309					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1140	60	50	50	50	50	60	50	50	50	50	60	60	50	50	50	50	50	50	50	50	50	50					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	767	54	32	26	36	27	48	33	24	25	38	52	52	37	41	19	23	39	31	28	30	33	39					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	607	36	25	15	23	29	26	21	26	15	30	17	41	33	14	28	41	26	14	24	68	34	21					
14	Число погашенных открепительных удостоверений	373	6	18	24	14	23	12	17	26	25	12	8	8	13	9	31	27	11	19	22	20	17	11					
15	Число открепительных удостоверений выданных ТИК	6	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	1					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
18	"1. ""ЕДИНЕНИЕ"""	197	5	6	11	8	11	6	13	13	8	10	6	9	5	7	12	2	12	9	11	8	8	17					
		0.67%	0.37%	0.43%	0.91%	0.68%	0.92%	0.48%	0.99%	1.25%	0.68%	0.64%	0.42%	0.52%	0.39%	0.45%	0.86%	0.16%	0.86%	0.68%	0.91%	0.58%	0.58%	1.27%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1991	96	91	90	69	133	85	80	68	83	125	129	107	74	81	97	166	60	66	79	92	65	55					
		6.85%	7.24%	6.66%	7.45%	5.90%	11.15%	6.82%	6.14%	6.53%	7.11%	8.04%	9.11%	6.22%	5.78%	5.26%	7.02%	13.91%	4.32%	5.04%	6.57%	6.77%	4.77%	4.13%					
