Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Ревдинская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №2720	УИК №8046									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	52404	2274	1544	2557	1208	992	1749	1950	2699	2045	1390	1118	2277	2517	2376	1475	1121	2371	2475	2858	2579	531	2469	1405	1840	620	1966	519	425	464	2068	129	393									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	51450	2100	1500	2400	900	900	1600	1800	2600	1700	1200	1000	2200	2300	2300	1300	1100	2400	2300	2700	2500	500	2400	1300	1800	600	1900	500	400	400	2000	150	2700									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	23448	1136	444	1057	665	458	913	959	1285	1064	662	485	1015	1283	1164	679	492	1071	1192	1322	1018	174	878	480	785	188	657	187	131	142	1000	70	392									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	412	6	8	20	7	9	4	14	16	12	9	8	6	9	15	11	6	13	13	13	19	42	30	7	7	4	13	20	18	2	24	26	1									
6	Число погашенных избирательных бюллетеней	27590	958	1048	1323	228	433	683	827	1299	624	529	507	1179	1008	1121	610	602	1316	1095	1365	1463	284	1492	813	1008	408	1230	293	251	256	976	54	2307									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	412	6	8	20	7	9	4	14	16	12	9	8	6	9	15	11	6	13	13	13	19	42	30	7	7	4	13	20	18	2	24	26	1									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	23440	1136	444	1056	662	458	913	959	1285	1064	662	485	1015	1281	1164	679	492	1071	1192	1321	1018	174	878	480	784	188	657	187	131	142	1000	70	392									
9	Число недействительных избирательных бюллетеней	864	38	21	44	12	12	10	45	57	34	17	15	59	25	45	16	24	66	48	46	56	11	18	15	36	6	31	2	6	5	39	2	3									
10	Число действительных избирательных бюллетеней	22988	1104	431	1032	657	455	907	928	1244	1042	654	478	962	1265	1134	674	474	1018	1157	1288	981	205	890	472	755	186	639	205	143	139	985	94	390									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1120	40	20	50	20	20	40	30	40	40	30	40	50	50	50	30	30	50	50	50	50	20	50	20	40	20	40	30	30	20	50	0	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	257	9	9	20	2	3	10	9	17	7	6	4	8	10	20	12	7	12	16	7	9	3	10	3	7	2	8	13	2	2	10	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	2288	127	48	113	226	40	112	83	109	269	73	49	85	211	48	133	17	34	124	90	29	4	47	25	27	6	21	25	20	11	70	3	9									
14	Число погашенных неиспользованных открепительных удостоверений	863	31	11	30	18	17	30	21	23	33	24	36	42	40	30	18	23	38	34	43	41	17	40	17	33	18	32	17	28	18	40	0	20									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	1	2	3	1	0	0	1	2	1	0	3	1	2	0	0	0	0	5	4	1	0	2	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	327	15	3	18	11	6	10	13	16	19	10	5	12	15	11	6	9	15	8	16	17	2	22	8	12	3	5	3	3	0	11	1	22									
		1.37%	1.31%	0.66%	1.67%	1.64%	1.28%	1.09%	1.34%	1.23%	1.77%	1.49%	1.01%	1.18%	1.16%	0.93%	0.87%	1.81%	1.38%	0.66%	1.20%	1.64%	0.93%	2.42%	1.64%	1.52%	1.56%	0.75%	1.45%	2.01%	0.00%	1.07%	1.04%	5.60%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	632	31	14	47	5	11	16	22	28	26	11	11	30	24	31	15	18	24	36	31	28	7	36	14	30	9	13	4	3	6	34	3	14									
		2.65%	2.71%	3.10%	4.37%	0.75%	2.36%	1.74%	2.26%	2.15%	2.42%	1.64%	2.23%	2.94%	1.86%	2.63%	2.17%	3.61%	2.21%	2.99%	2.32%	2.70%	3.24%	3.96%	2.87%	3.79%	4.69%	1.94%	1.93%	2.01%	4.17%	3.32%	3.13%	3.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	629	24	5	27	14	19	22	24	30	20	26	12	30	50	34	20	16	28	32	37	17	3	30	14	12	6	18	6	3	4	34	4	8									
		2.64%	2.10%	1.11%	2.51%	2.09%	4.07%	2.40%	2.47%	2.31%	1.86%	3.87%	2.43%	2.94%	3.88%	2.88%	2.90%	3.21%	2.58%	2.66%	2.77%	1.64%	1.39%	3.30%	2.87%	1.52%	3.13%	2.69%	2.90%	2.01%	2.78%	3.32%	4.17%	2.04%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8370	437	168	403	234	166	327	348	436	335	216	188	335	413	461	177	168	398	464	481	354	70	306	189	242	74	249	89	67	51	312	41	171									
		35.09%	38.27%	37.17%	37.45%	34.98%	35.55%	35.66%	35.77%	33.51%	31.13%	32.19%	38.13%	32.81%	32.02%	39.10%	25.65%	33.73%	36.72%	38.51%	36.06%	34.14%	32.41%	33.70%	38.81%	30.59%	38.54%	37.16%	42.99%	44.97%	35.42%	30.47%	42.71%	43.51%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	276	12	7	17	4	3	10	17	8	7	9	9	11	13	11	10	13	10	9	16	12	4	7	7	10	3	12	5	2	1	10	2	5									
		1.16%	1.05%	1.55%	1.58%	0.60%	0.64%	1.09%	1.75%	0.61%	0.65%	1.34%	1.83%	1.08%	1.01%	0.93%	1.45%	2.61%	0.92%	0.75%	1.20%	1.16%	1.85%	0.77%	1.44%	1.26%	1.56%	1.79%	2.42%	1.34%	0.69%	0.98%	2.08%	1.27%									
24	"6. Политическая партия ""Гражданская Платформа"""	70	0	4	3	4	0	2	3	5	3	3	0	2	1	5	1	0	4	2	2	3	0	3	0	7	0	3	2	0	2	6	0	0									
		0.29%	0.00%	0.88%	0.28%	0.60%	0.00%	0.22%	0.31%	0.38%	0.28%	0.45%	0.00%	0.20%	0.08%	0.42%	0.14%	0.00%	0.37%	0.17%	0.15%	0.29%	0.00%	0.33%	0.00%	0.88%	0.00%	0.45%	0.97%	0.00%	1.39%	0.59%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3351	166	65	162	67	49	114	121	172	121	92	78	138	138	153	101	53	156	133	178	173	52	140	108	159	35	126	38	27	31	144	18	43									
		14.05%	14.54%	14.38%	15.06%	10.01%	10.49%	12.43%	12.44%	13.22%	11.25%	13.71%	15.82%	13.52%	10.70%	12.98%	14.64%	10.64%	14.39%	11.04%	13.34%	16.68%	24.07%	15.42%	22.18%	20.10%	18.23%	18.81%	18.36%	18.12%	21.53%	14.06%	18.75%	10.94%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	178	15	2	2	3	1	16	8	11	7	3	5	2	6	8	7	5	7	6	10	8	5	9	0	3	0	3	6	0	2	9	0	9									
		0.75%	1.31%	0.44%	0.19%	0.45%	0.21%	1.74%	0.82%	0.85%	0.65%	0.45%	1.01%	0.20%	0.47%	0.68%	1.01%	1.00%	0.65%	0.50%	0.75%	0.77%	2.31%	0.99%	0.00%	0.38%	0.00%	0.45%	2.90%	0.00%	1.39%	0.88%	0.00%	2.29%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	289	20	6	6	13	7	10	20	11	7	5	6	16	12	20	8	3	21	13	15	9	1	4	2	8	0	8	6	1	1	19	3	8									
		1.21%	1.75%	1.33%	0.56%	1.94%	1.50%	1.09%	2.06%	0.85%	0.65%	0.75%	1.22%	1.57%	0.93%	1.70%	1.16%	0.60%	1.94%	1.08%	1.12%	0.87%	0.46%	0.44%	0.41%	1.01%	0.00%	1.19%	2.90%	0.67%	0.69%	1.86%	3.13%	2.04%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	35	4	1	1	2	1	3	2	2	3	0	1	0	2	1	3	0	1	0	1	1	0	1	0	0	0	3	0	1	0	0	1	0									
		0.15%	0.35%	0.22%	0.09%	0.30%	0.21%	0.33%	0.21%	0.15%	0.28%	0.00%	0.20%	0.00%	0.16%	0.08%	0.43%	0.00%	0.09%	0.00%	0.07%	0.10%	0.00%	0.11%	0.00%	0.00%	0.00%	0.45%	0.00%	0.67%	0.00%	0.00%	1.04%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	467	26	5	15	10	15	28	18	31	19	14	14	19	25	21	10	22	18	16	30	15	2	16	7	10	3	21	4	3	2	19	0	9									
		1.96%	2.28%	1.11%	1.39%	1.49%	3.21%	3.05%	1.85%	2.38%	1.77%	2.09%	2.84%	1.86%	1.94%	1.78%	1.45%	4.42%	1.66%	1.33%	2.25%	1.45%	0.93%	1.76%	1.44%	1.26%	1.56%	3.13%	1.93%	2.01%	1.39%	1.86%	0.00%	2.29%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2755	113	53	123	51	58	125	125	150	100	66	63	121	163	122	81	53	124	129	152	127	22	128	53	93	24	76	16	19	14	131	9	71									
		11.55%	9.89%	11.73%	11.43%	7.62%	12.42%	13.63%	12.85%	11.53%	9.29%	9.84%	12.78%	11.85%	12.64%	10.35%	11.74%	10.64%	11.44%	10.71%	11.39%	12.25%	10.19%	14.10%	10.88%	11.76%	12.50%	11.34%	7.73%	12.75%	9.72%	12.79%	9.38%	18.07%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	105	9	6	4	4	2	5	7	5	0	1	2	3	8	3	3	2	2	3	7	5	2	4	1	0	0	3	0	1	2	7	0	4									
		0.44%	0.79%	1.33%	0.37%	0.60%	0.43%	0.55%	0.72%	0.38%	0.00%	0.15%	0.41%	0.29%	0.62%	0.25%	0.43%	0.40%	0.18%	0.25%	0.52%	0.48%	0.93%	0.44%	0.21%	0.00%	0.00%	0.45%	0.00%	0.67%	1.39%	0.68%	0.00%	1.02%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5504	232	92	204	235	117	219	200	339	375	198	84	243	395	253	232	112	210	306	312	212	35	184	69	169	29	99	26	13	23	249	12	26									
		23.08%	20.32%	20.35%	18.96%	35.13%	25.05%	23.88%	20.55%	26.06%	34.85%	29.51%	17.04%	23.80%	30.62%	21.46%	33.62%	22.49%	19.37%	25.39%	23.39%	20.44%	16.20%	20.26%	14.17%	21.37%	15.10%	14.78%	12.56%	8.72%	15.97%	24.32%	12.50%	6.62%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
