Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Пестречинская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №2404	УИК №2405	УИК №2406	УИК №2407	УИК №2408	УИК №2409	УИК №2410	УИК №2411	УИК №2412	УИК №2413	УИК №2414	УИК №2415	УИК №2416	УИК №2417	УИК №2418	УИК №2419	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435					
1	"Число избирателей, внесенных в списки избирателей"	20672	210	772	214	392	100	173	297	232	243	781	1388	417	983	1298	754	217	390	595	1236	1207	1193	1212	1183	258	194	559	373	1259	1062	859	260	361					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	20380	210	763	213	375	101	169	295	233	242	780	1378	418	966	1280	741	217	389	583	1211	1179	1179	1174	1165	249	194	554	372	1246	1045	836	262	361					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	19285	208	680	194	347	100	164	290	227	229	759	1349	394	889	1246	700	163	374	563	1182	1133	1094	1085	1099	236	192	499	366	1217	955	770	232	349					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1043	1	80	18	28	0	5	5	2	13	20	29	22	77	32	34	52	13	14	29	46	79	85	61	13	2	55	6	27	90	66	27	12					
6	Число погашенных избирательных бюллетеней	52	1	3	1	0	1	0	0	4	0	1	0	2	0	2	7	2	2	6	0	0	6	4	5	0	0	0	0	2	0	0	3	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1043	1	80	18	28	0	5	5	2	13	20	29	22	77	32	34	52	13	14	29	46	79	85	61	13	2	55	6	27	90	66	27	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	19285	208	680	194	347	100	164	290	227	229	759	1349	394	889	1246	700	163	374	563	1182	1133	1094	1085	1099	236	192	499	366	1217	955	770	232	349					
9	Число недействительных избирательных бюллетеней	43	0	2	0	2	0	0	0	5	0	0	3	10	0	2	0	0	0	0	7	4	0	3	0	0	0	0	0	5	0	0	0	0					
10	Число действительных избирательных бюллетеней	20285	209	758	212	373	100	169	295	224	242	779	1375	406	966	1276	734	215	387	577	1204	1175	1173	1167	1160	249	194	554	372	1239	1045	836	259	361					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	400	4	30	4	4	2	3	5	4	4	6	19	20	20	21	13	4	2	13	34	23	25	25	25	10	4	10	5	20	20	10	5	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	303	1	23	1	4	1	3	2	2	2	6	17	13	19	20	10	2	0	13	34	20	8	23	17	3	4	7	4	12	16	10	5	1					
