Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Ижемская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390					
1	"Число избирателей, внесенных в списки"	14246	216	537	267	306	420	824	682	933	217	2811	145	470	499	290	216	308	212	419	1122	1283	87	595	473	243	574	97					
2	"Число бюллетеней, полученных участковыми комиссиями"	14985	270	570	300	330	440	810	720	1000	210	2850	150	480	530	520	230	320	220	430	1130	1250	105	610	500	250	650	110					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	7867	200	355	193	205	225	362	362	384	177	1450	109	243	295	250	149	161	138	250	510	712	41	226	294	161	324	91					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	366	0	6	0	10	4	30	0	24	4	86	0	12	10	40	6	25	0	0	18	25	5	18	20	10	13	0					
6	Число погашенных бюллетеней	6762	70	209	107	115	211	418	358	592	29	1314	41	225	225	230	75	134	82	180	602	513	59	366	186	89	313	19					
7	Число бюллетеней в переносных ящиках для голосования	366	0	6	0	10	4	30	0	24	4	86	0	12	10	40	6	25	0	0	18	25	5	18	20	10	13	0					
8	Число бюллетеней в стационарных ящиках для голосования	7866	200	355	193	205	225	362	362	384	177	1450	109	243	295	250	149	160	138	250	510	712	41	226	294	161	324	91					
9	Число недействительных бюллетеней	172	1	8	4	3	5	11	5	7	1	29	5	6	3	5	0	0	12	4	12	22	2	13	7	5	0	2					
10	Число действительных бюллетеней	8060	199	353	189	212	224	381	357	401	180	1507	104	249	302	285	155	185	126	246	516	715	44	231	307	166	337	89					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	240	10	25	10	5	5	10	10	10	5	25	5	5	10	5	5	10	5	5	15	15	5	10	10	5	10	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	48	0	3	0	2	2	0	0	5	1	16	1	1	4	0	2	1	0	0	0	2	0	0	2	2	4	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	24	0	0	0	1	0	1	0	0	1	12	1	0	0	0	0	0	2	0	1	3	0	0	1	0	1	0					
14	Число погашенных открепительных удостоверений	192	10	22	10	3	3	10	10	5	4	9	4	4	6	5	3	9	5	5	15	13	5	10	8	3	6	5					
15	Число открепительных удостоверений выданных ТИК	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0					
																																	
18	"1. ""ЕДИНЕНИЕ"""	191	3	8	2	9	2	8	4	9	5	27	4	12	7	4	6	3	7	2	12	18	4	8	8	2	14	3					
		2.32%	1.5%	2.21%	1.03%	4.18%	0.87%	2.04%	1.10%	2.20%	2.76%	1.75%	3.66%	4.70%	2.29%	1.37%	3.87%	1.62%	5.07%	0.8%	2.27%	2.44%	8.69%	3.27%	2.54%	1.16%	4.15%	3.29%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	97	0	7	1	4	1	8	6	5	3	24	1	2	1	1	2	1	0	1	7	11	2	4	2	0	3	0					
		1.17%	0.0%	1.93%	0.51%	1.86%	0.43%	2.04%	1.65%	1.22%	1.65%	1.56%	0.91%	0.78%	0.32%	0.34%	1.29%	0.54%	0.0%	0.4%	1.32%	1.49%	4.34%	1.63%	0.63%	0.0%	0.89%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	336	9	16	4	7	14	12	28	20	6	59	4	14	6	11	9	7	6	16	19	33	1	16	7	3	7	2					
