Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Сосковская																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784					
1	"Число избирателей, внесенных в списки избирателей"	5880	153	192	253	390	348	215	412	189	261	288	220	182	523	287	1382	346	239					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	5917	158	194	252	398	348	211	408	190	256	290	220	182	532	279	1411	349	239					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	3139	63	144	121	170	167	118	222	108	137	145	115	71	269	120	860	150	159					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1268	40	29	73	108	96	46	120	38	49	69	53	87	101	119	115	90	35					
6	Число погашенных избирательных бюллетеней	1510	55	21	58	120	85	47	66	44	70	76	52	24	162	40	436	109	45					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1267	40	28	73	108	96	46	120	38	49	69	53	87	101	119	115	90	35					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3139	63	144	121	170	167	118	222	108	137	145	115	71	269	120	860	150	159					
9	Число недействительных избирательных бюллетеней	54	0	0	0	3	18	2	2	0	2	7	0	0	1	3	14	1	1					
10	Число действительных избирательных бюллетеней	4352	103	172	194	275	245	162	340	146	184	207	168	158	369	236	961	239	193					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	96	3	3	3	3	3	2	3	3	3	3	3	3	5	4	38	4	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	78	2	2	3	2	0	2	3	0	0	3	3	0	5	4	36	3	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	53	2	2	4	4	2	6	2	2	1	3	3	2	1	5	9	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	18	1	1	0	1	3	0	0	3	3	0	0	3	0	0	2	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	1.Политическая партия «Аграрная партия России»	80	5	5	2	4	8	4	13	2	1	1	1	0	6	3	19	5	1					
		1.82%	4.85%	2.91%	1.03%	1.44%	3.04%	2.44%	3.80%	1.37%	0.54%	0.47%	0.60%	0.00%	1.62%	1.26%	1.95%	2.08%	0.52%					
