Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																					
Дата голосования: 04.12.2011																					
																					
Наименование Избирательной комиссии:    Сосковская																					
																					
Сводная таблица результатов выборов																					
																					
		Сумма	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781					
1	"Число избирателей, внесенных в список избирателей"	5623	349	242	396	347	175	560	253	260	169	618	266	1477	299	212					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	5685	343	246	397	353	192	564	249	261	171	623	259	1506	309	212					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	2670	177	102	183	140	93	214	139	98	103	226	115	890	103	87					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	992	64	43	103	80	31	179	31	43	14	135	74	96	66	33					
6	Число погашенных избирательных бюллетеней	2023	102	101	111	133	68	171	79	120	54	262	70	520	140	92					
7	Число избирательных бюллетеней в переносных ящиках для голосования	992	64	43	103	80	31	179	31	43	14	135	74	96	66	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	2670	177	102	183	140	93	214	139	98	103	226	115	890	103	87					
9	Число недействительных избирательных бюллетеней	79	3	0	4	1	2	3	2	0	1	6	2	45	3	7					
10	Число действительных избирательных бюллетеней	3583	238	145	282	219	122	390	168	141	116	355	187	941	166	113					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	95	6	6	6	6	6	6	6	6	6	6	6	16	9	4					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	50	0	4	2	1	5	0	0	1	0	3	5	16	9	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	27	2	3	2	1	0	3	2	1	0	2	1	6	2	2					
14	Число погашенных неиспользованных открепительных удостоверений	45	6	2	4	5	1	6	6	5	6	3	1	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	5	0	1	0	0	0	0	0	0	2	0	0	2	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	305	25	17	26	27	11	39	11	8	12	18	12	81	10	8					
		8.33%	10.37%	11.72%	9.09%	12.27%	8.87%	9.92%	6.47%	5.67%	10.26%	4.99%	6.35%	8.22%	5.92%	6.67%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	424	18	13	35	16	18	46	26	4	6	47	20	148	20	7					
		11.58%	7.47%	8.97%	12.24%	7.27%	14.52%	11.70%	15.29%	2.84%	5.13%	13.02%	10.58%	15.01%	11.83%	5.83%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	2	0	0	0	0	0	3	1	3	2	0	7	0	0					
		0.49%	0.83%	0.00%	0.00%	0.00%	0.00%	0.00%	1.76%	0.71%	2.56%	0.55%	0.00%	0.71%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	883	45	22	55	57	22	98	32	36	28	107	55	262	34	30					
		24.11%	18.67%	15.17%	19.23%	25.91%	17.74%	24.94%	18.82%	25.53%	23.93%	29.64%	29.10%	26.57%	20.12%	25.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	23	1	1	0	2	2	0	0	1	0	1	3	12	0	0					
		0.63%	0.41%	0.69%	0.00%	0.91%	1.61%	0.00%	0.00%	0.71%	0.00%	0.28%	1.59%	1.22%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1919	146	91	166	116	65	207	95	91	67	180	97	428	102	68					
		52.40%	60.58%	62.76%	58.04%	52.73%	52.42%	52.67%	55.88%	64.54%	57.26%	49.86%	51.32%	43.41%	60.36%	56.67%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	11	1	1	0	1	4	0	1	0	0	0	0	3	0	0					
		0.30%	0.41%	0.69%	0.00%	0.45%	3.23%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
