Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																						
Дата голосования: 02.12.2007																																						
																																						
Наименование Избирательной комиссии:    Дальнеконстантиновская																																						
																																						
Сводная таблица результатов выборов																																						
																																						
		Сумма	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805					
1	"Число избирателей, внесенных в списки избирателей"	18090	1030	1032	926	985	653	379	298	133	482	367	398	458	1230	623	181	311	881	453	454	541	1210	249	621	430	201	533	516	1027	1067	183	238					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18499	1000	972	928	999	702	424	299	151	540	382	386	670	1300	689	168	318	847	461	442	583	1144	266	620	439	208	577	544	1046	952	184	258					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10420	588	666	540	562	355	251	186	64	300	144	256	331	654	356	84	135	414	241	186	293	716	47	336	254	95	308	329	696	827	59	147					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2222	54	61	55	19	78	6	45	41	63	81	0	127	55	91	43	88	108	110	148	133	84	153	145	60	52	72	110	1	2	111	26					
6	Число погашенных избирательных бюллетеней	5857	358	245	333	418	269	167	68	46	177	157	130	212	591	242	41	95	325	110	108	157	344	66	139	125	61	197	105	349	123	14	85					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2222	54	61	55	19	78	6	45	41	63	81	0	127	55	91	43	88	108	110	148	133	84	153	145	60	52	72	110	1	2	111	26					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10419	588	666	540	562	355	251	186	64	300	144	256	331	654	356	84	135	414	241	186	293	716	47	336	254	95	308	329	696	826	59	147					
9	Число недействительных избирательных бюллетеней	81	9	3	4	4	2	1	5	0	1	0	1	6	0	2	0	0	1	4	2	1	8	0	4	1	1	1	4	6	9	0	1					
10	Число действительных избирательных бюллетеней	12560	633	724	591	577	431	256	226	105	362	225	255	452	709	445	127	223	521	347	332	425	792	200	477	313	146	379	435	691	819	170	172					
