Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Климовская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545					
1	"Число избирателей, внесенных в списки"	27004	2419	2570	2547	2530	2381	362	530	483	408	351	401	244	141	137	175	546	446	384	389	322	418	1070	215	866	204	244	279	102	273	127	609	170	310	300	316	192	401	618	357	639	599	449	480					
2	"Число бюллетеней, полученных участковыми комиссиями"	28000	2389	2570	2596	2560	2372	382	571	499	435	373	409	256	150	144	181	556	472	433	414	320	430	1162	213	932	228	250	289	119	287	141	678	224	330	314	333	201	419	646	398	586	751	492	495					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	14216	1123	1114	1027	1166	1095	218	305	259	226	194	233	163	118	84	155	465	316	295	262	232	295	529	139	459	90	174	198	68	160	60	353	142	226	168	216	81	199	321	206	307	311	264	200					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1584	27	65	98	61	43	54	49	71	26	0	21	22	0	31	0	0	29	17	30	0	16	53	13	109	52	20	14	22	51	10	26	28	48	25	12	38	21	90	28	56	54	35	119					
6	Число погашенных бюллетеней	12200	1239	1391	1471	1333	1234	110	217	169	183	179	155	71	32	29	26	91	127	121	122	88	119	580	61	364	86	56	77	29	76	71	299	54	56	121	105	82	199	235	164	223	386	193	176					
7	Число бюллетеней в переносных ящиках для голосования	1584	27	65	98	61	43	54	49	71	26	0	21	22	0	31	0	0	29	17	30	0	16	53	13	109	52	20	14	22	51	10	26	28	48	25	12	38	21	90	28	56	54	35	119					
8	Число бюллетеней в стационарных ящиках для голосования	14216	1123	1114	1027	1166	1095	218	305	259	226	194	233	163	118	84	155	465	316	295	262	232	295	529	139	459	90	174	198	68	160	60	353	142	226	168	216	81	199	321	206	307	311	264	200					
9	Число недействительных бюллетеней	333	10	30	16	14	11	16	7	8	4	10	12	14	6	0	0	1	6	14	2	0	4	18	3	8	4	4	3	3	4	1	14	4	8	12	11	2	5	5	6	7	8	13	5					
10	Число действительных бюллетеней	15467	1140	1149	1109	1213	1127	256	347	322	248	184	242	171	112	115	155	464	339	298	290	232	307	564	149	560	138	190	209	87	207	69	365	166	266	181	217	117	215	406	228	356	357	286	314					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	400	35	37	38	37	35	6	8	7	6	5	6	4	2	2	3	8	6	6	6	5	5	17	3	12	3	4	4	2	4	2	10	3	5	5	5	3	6	8	5	8	10	7	7					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	82	10	8	15	13	4	6	2	1	6	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	5	0	1	0	1	0	1	0	0	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	77	7	2	1	6	2	5	1	2	2	1	3	0	0	1	1	1	1	2	1	1	1	3	1	3	0	1	0	3	3	0	0	0	2	3	0	0	1	6	3	1	0	2	4					
14	Число погашенных открепительных удостоверений	318	25	29	23	24	31	0	6	6	0	5	5	4	2	2	3	7	6	5	6	5	5	16	3	12	3	3	4	2	4	2	10	3	0	5	4	3	5	8	4	8	10	6	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	217	11	21	13	19	13	6	1	5	1	1	3	5	1	0	7	0	11	9	1	4	3	8	3	3	2	2	3	3	9	0	2	2	3	2	5	2	5	3	5	8	8	1	3					
		1.37%	0.95%	1.78%	1.15%	1.54%	1.14%	2.20%	0.28%	1.51%	0.39%	0.51%	1.18%	2.70%	0.84%	0.0%	4.51%	0.0%	3.18%	2.88%	0.34%	1.72%	0.96%	1.37%	1.97%	0.52%	1.40%	1.03%	1.41%	3.33%	4.26%	0.0%	0.52%	1.17%	1.09%	1.03%	2.19%	1.68%	2.27%	0.72%	2.13%	2.20%	2.19%	0.33%	0.94%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	96	8	5	16	9	14	3	2	1	2	2	3	1	0	0	0	3	2	0	1	2	0	0	0	4	0	1	0	1	2	0	2	0	2	1	3	1	0	0	2	0	1	2	0					
		0.60%	0.69%	0.42%	1.42%	0.73%	1.23%	1.10%	0.56%	0.30%	0.79%	1.03%	1.18%	0.54%	0.0%	0.0%	0.0%	0.64%	0.57%	0.0%	0.34%	0.86%	0.0%	0.0%	0.0%	0.70%	0.0%	0.51%	0.0%	1.11%	0.94%	0.0%	0.52%	0.0%	0.72%	0.51%	1.31%	0.84%	0.0%	0.0%	0.85%	0.0%	0.27%	0.66%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	313	29	35	17	22	31	7	2	14	6	3	2	1	1	3	3	2	2	8	5	1	0	9	0	14	4	2	6	2	4	0	5	0	3	0	3	0	6	14	12	9	7	10	9					
		1.98%	2.52%	2.96%	1.51%	1.79%	2.72%	2.57%	0.56%	4.24%	2.38%	1.54%	0.78%	0.54%	0.84%	2.60%	1.93%	0.43%	0.57%	2.56%	1.71%	0.43%	0.0%	1.54%	0.0%	2.46%	2.81%	1.03%	2.83%	2.22%	1.89%	0.0%	1.31%	0.0%	1.09%	0.0%	1.31%	0.0%	2.72%	3.40%	5.12%	2.47%	1.91%	3.34%	2.82%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	179	14	12	17	24	12	0	0	2	1	3	0	4	0	5	2	1	3	1	2	2	1	16	2	12	1	1	1	1	4	0	2	2	4	3	2	0	2	5	3	4	3	4	1					
		1.13%	1.21%	1.01%	1.51%	1.95%	1.05%	0.0%	0.0%	0.60%	0.39%	1.54%	0.0%	2.16%	0.0%	4.34%	1.29%	0.21%	0.86%	0.32%	0.68%	0.86%	0.32%	2.74%	1.31%	2.11%	0.70%	0.51%	0.47%	1.11%	1.89%	0.0%	0.52%	1.17%	1.45%	1.55%	0.87%	0.0%	0.90%	1.21%	1.28%	1.10%	0.82%	1.33%	0.31%					
22	"5. ""За Русь Святую"""	90	5	2	3	7	8	2	4	1	3	0	0	3	4	0	1	1	3	1	0	2	2	5	3	1	0	3	1	0	0	0	4	0	2	1	1	2	2	2	6	3	1	1	0					
		0.56%	0.43%	0.16%	0.26%	0.57%	0.70%	0.73%	1.12%	0.30%	1.19%	0.0%	0.0%	1.62%	3.38%	0.0%	0.64%	0.21%	0.86%	0.32%	0.0%	0.86%	0.64%	0.85%	1.97%	0.17%	0.0%	1.54%	0.47%	0.0%	0.0%	0.0%	1.05%	0.0%	0.72%	0.51%	0.43%	1.68%	0.90%	0.48%	2.56%	0.82%	0.27%	0.33%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	43	6	2	2	2	0	0	0	1	1	1	3	0	0	0	0	1	0	0	1	1	3	1	1	0	3	0	1	0	2	0	3	0	2	1	1	0	0	1	0	1	0	1	1					
		0.27%	0.52%	0.16%	0.17%	0.16%	0.0%	0.0%	0.0%	0.30%	0.39%	0.51%	1.18%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.34%	0.43%	0.96%	0.17%	0.65%	0.0%	2.11%	0.0%	0.47%	0.0%	0.94%	0.0%	0.79%	0.0%	0.72%	0.51%	0.43%	0.0%	0.0%	0.24%	0.0%	0.27%	0.0%	0.33%	0.31%					
24	"7. ""Новый курс - Автомобильная Россия"""	64	2	5	5	6	10	1	1	4	1	0	0	1	0	0	0	2	1	2	0	0	0	2	0	2	0	0	0	0	5	0	3	0	1	0	0	2	0	3	0	1	1	0	3					
		0.40%	0.17%	0.42%	0.44%	0.48%	0.87%	0.36%	0.28%	1.21%	0.39%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.43%	0.28%	0.64%	0.0%	0.0%	0.0%	0.34%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	2.36%	0.0%	0.79%	0.0%	0.36%	0.0%	0.0%	1.68%	0.0%	0.72%	0.0%	0.27%	0.27%	0.0%	0.94%					
25	"8. ""Народно-республиканская партия России"""	38	0	5	0	0	0	4	0	2	0	0	2	2	0	0	0	0	0	0	0	0	2	2	0	1	1	1	0	1	1	0	0	0	2	4	1	0	1	1	0	4	1	0	0					
		0.24%	0.0%	0.42%	0.0%	0.0%	0.0%	1.47%	0.0%	0.60%	0.0%	0.0%	0.78%	1.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.34%	0.0%	0.17%	0.70%	0.51%	0.0%	1.11%	0.47%	0.0%	0.0%	0.0%	0.72%	2.07%	0.43%	0.0%	0.45%	0.24%	0.0%	1.10%	0.27%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	33	3	2	3	3	2	0	1	0	1	0	0	0	0	0	0	1	2	3	1	4	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	1	0	0					
		0.20%	0.26%	0.16%	0.26%	0.24%	0.17%	0.0%	0.28%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.57%	0.96%	0.34%	1.72%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.43%	0.0%	0.0%	0.48%	0.0%	0.27%	0.27%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1046	46	44	56	51	59	12	23	33	50	12	22	6	10	4	5	11	18	42	13	30	28	37	14	43	6	12	31	10	30	6	25	6	20	17	27	3	13	83	19	19	23	12	15					
		6.62%	4.0%	3.73%	4.97%	4.15%	5.18%	4.41%	6.49%	10.0%	19.84%	6.18%	8.66%	3.24%	8.47%	3.47%	3.22%	2.36%	5.21%	13.46%	4.45%	12.93%	9.00%	6.35%	9.21%	7.57%	4.22%	6.18%	14.62%	11.11%	14.21%	8.57%	6.59%	3.52%	7.29%	8.80%	11.84%	2.52%	5.90%	20.19%	8.11%	5.23%	6.30%	4.01%	4.70%					
28	"11. ""Истинные патриоты России"""	21	0	3	1	0	0	0	0	0	1	2	0	0	0	0	1	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	1	0	3					
		0.13%	0.0%	0.25%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	1.03%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.28%	0.32%	0.34%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.36%	1.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.94%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	224	15	6	19	11	14	8	38	7	3	3	5	2	2	5	0	2	6	3	0	0	6	11	2	2	1	7	5	0	0	0	9	1	5	0	1	1	2	8	5	3	1	4	1					
		1.41%	1.30%	0.50%	1.68%	0.89%	1.23%	2.94%	10.73%	2.12%	1.19%	1.54%	1.96%	1.08%	1.69%	4.34%	0.0%	0.43%	1.73%	0.96%	0.0%	0.0%	1.92%	1.89%	1.31%	0.35%	0.70%	3.60%	2.35%	0.0%	0.0%	0.0%	2.37%	0.58%	1.82%	0.0%	0.43%	0.84%	0.90%	1.94%	2.13%	0.82%	0.27%	1.33%	0.31%					
30	"13. ""Демократическая партия России"""	66	5	5	8	10	2	1	1	0	0	1	0	0	0	0	0	0	1	5	0	1	0	4	0	1	2	1	2	1	0	0	1	0	1	0	0	0	4	2	3	0	0	3	1					
		0.41%	0.43%	0.42%	0.71%	0.81%	0.17%	0.36%	0.28%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	1.60%	0.0%	0.43%	0.0%	0.68%	0.0%	0.17%	1.40%	0.51%	0.94%	1.11%	0.0%	0.0%	0.26%	0.0%	0.36%	0.0%	0.0%	0.0%	1.81%	0.48%	1.28%	0.0%	0.0%	1.00%	0.31%					
31	"14. ""Великая Россия - Евразийский Союз"""	40	3	0	0	2	2	1	0	2	1	1	0	1	1	0	2	1	1	1	0	2	1	0	0	1	2	1	0	0	0	0	4	0	0	0	2	0	0	0	5	2	0	1	0					
		0.25%	0.26%	0.0%	0.0%	0.16%	0.17%	0.36%	0.0%	0.60%	0.39%	0.51%	0.0%	0.54%	0.84%	0.0%	1.29%	0.21%	0.28%	0.32%	0.0%	0.86%	0.32%	0.0%	0.0%	0.17%	1.40%	0.51%	0.0%	0.0%	0.0%	0.0%	1.05%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.0%	2.13%	0.55%	0.0%	0.33%	0.0%					
32	"15. ""Партия СЛОН"""	35	2	1	3	3	3	1	1	1	1	1	0	0	0	0	0	1	5	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	2	0	1	0	1	0	0	0	1					
		0.22%	0.17%	0.08%	0.26%	0.24%	0.26%	0.36%	0.28%	0.30%	0.39%	0.51%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	1.44%	0.32%	0.34%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.47%	1.42%	0.26%	0.0%	0.36%	0.0%	0.87%	0.0%	0.45%	0.0%	0.42%	0.0%	0.0%	0.0%	0.31%					
33	"16. ""Родина"" (народно-патриотический союз)"""	525	43	47	67	89	65	8	7	13	11	5	14	6	0	0	13	7	15	3	6	2	2	17	3	19	0	4	3	1	4	0	3	1	4	0	2	1	6	3	5	9	8	1	8					
