Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																										
Дата голосования: 02.12.2007																										
																										
Наименование Избирательной комиссии:    Озерская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397					
1	"Число избирателей, внесенных в списки избирателей"	11947	399	432	368	430	751	474	467	465	501	289	286	452	494	401	585	720	467	2304	1662					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10530	370	390	330	390	660	410	400	430	430	240	250	390	440	360	550	620	420	2000	1450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6469	229	230	203	175	360	281	237	296	329	187	155	189	219	205	299	408	255	1234	978					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	436	16	17	16	14	63	9	9	32	9	5	20	17	32	16	12	28	29	42	50					
6	Число погашенных избирательных бюллетеней	3625	125	143	111	201	237	120	154	102	92	48	75	184	189	139	239	184	136	724	422					
7	Число избирательных бюллетеней в переносных ящиках для голосования	436	16	17	16	14	63	9	9	32	9	5	20	17	32	16	12	28	29	42	50					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6469	229	230	203	175	360	281	237	296	329	187	155	189	219	205	299	408	255	1234	978					
9	Число недействительных избирательных бюллетеней	83	2	6	4	0	7	1	1	0	3	4	1	5	4	5	7	1	3	15	14					
10	Число действительных избирательных бюллетеней	6822	243	241	215	189	416	289	245	328	335	188	174	201	247	216	304	435	281	1261	1014					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	100	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	4	16	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	66	4	0	1	2	4	2	0	1	3	0	1	1	2	4	5	3	3	15	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	39	3	1	1	2	0	0	1	2	2	0	2	3	2	1	3	1	0	5	10					
14	Число погашенных неиспользованных открепительных удостоверений	34	0	4	3	2	0	2	4	3	1	4	3	3	2	0	0	1	1	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	1.Политическая партия «Аграрная партия России»	206	5	7	9	5	12	17	5	2	9	7	2	8	14	4	9	14	8	35	34					
		2.98%	2.04%	2.83%	4.11%	2.65%	2.84%	5.86%	2.03%	0.61%	2.66%	3.65%	1.14%	3.88%	5.58%	1.81%	2.89%	3.21%	2.82%	2.74%	3.31%					
19	2.Всероссийская политическая партия «Гражданская Сила»	64	5	2	0	0	5	1	4	1	1	1	1	3	1	2	0	0	4	17	16					
		0.93%	2.04%	0.81%	0.00%	0.00%	1.18%	0.34%	1.63%	0.30%	0.30%	0.52%	0.57%	1.46%	0.40%	0.90%	0.00%	0.00%	1.41%	1.33%	1.56%					
20	3.Политическая партия «Демократическая партия России»	8	1	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	0	1	1					
		0.12%	0.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.30%	0.00%	0.00%	0.00%	0.00%	0.45%	0.32%	0.00%	0.00%	0.08%	0.10%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	518	16	19	9	4	26	35	7	17	14	9	12	16	8	13	9	29	23	151	101					
		7.50%	6.53%	7.69%	4.11%	2.12%	6.15%	12.07%	2.85%	5.18%	4.14%	4.69%	6.86%	7.77%	3.19%	5.88%	2.89%	6.65%	8.10%	11.83%	9.82%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	18	0	4	0	1	1	1	1	0	1	0	0	0	1	0	0	0	0	3	5					
		0.26%	0.00%	1.62%	0.00%	0.53%	0.24%	0.34%	0.41%	0.00%	0.30%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.24%	0.49%					
23	6.Политическая партия «Партия социальной справедливости»	9	0	0	1	1	1	1	1	0	0	2	0	0	0	0	0	1	0	1	0					
