Выборы Президента Российской Федерации																																								
Дата голосования: 02.03.2008																																								
																																								
"Наименование Избирательной комиссии:    Красноярск, Железнодорожная"																																								
																																								
Сводная таблица результатов выборов																																								
																																								
	Число участковых избирательных комиссий	33																																						
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	33																																						
																																								
		Сумма	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №2281					
1	"Число избирателей, включенных в списки избирателей"	72626	1146	2734	1194	2154	1930	1442	1933	2203	2397	2362	2315	2763	2334	2757	2263	2638	2276	2374	2391	2387	2437	2525	2605	2585	2391	2259	2453	2529	1953	2577	2092	2060	167					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	70900	1100	2400	1100	2000	1900	1350	1900	2000	2300	2200	2250	2700	2250	2600	2400	2600	2250	2450	2300	2400	2400	2450	2600	2500	2300	2250	2400	2500	1950	2500	2400	2000	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	38868	567	1475	712	1265	1164	804	1250	1236	1266	1297	1143	1556	1109	1393	986	1043	1223	1477	1353	1324	1214	1185	1380	1301	1278	1222	1412	1198	782	1312	1574	1200	167					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	1519	14	80	16	32	32	35	30	37	26	43	39	40	35	55	30	31	33	35	25	22	44	34	35	30	19	19	28	38	27	16	518	21	0					
6	Число погашенных избирательных бюллетеней	30513	519	845	372	703	704	511	620	727	1008	860	1068	1104	1106	1152	1384	1526	994	938	922	1054	1142	1231	1185	1169	1003	1009	960	1264	1141	1172	308	779	33					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1519	14	80	16	32	32	35	30	37	26	43	39	40	35	55	30	31	33	35	25	22	44	34	35	30	19	19	28	38	27	16	518	21	0					
8	Число бюллетеней в стационарных ящиках для голосования	38765	566	1475	712	1265	1164	785	1244	1233	1257	1294	1143	1556	1109	1393	982	1043	1223	1475	1353	1319	1214	1159	1378	1297	1278	1222	1400	1198	782	1312	1567	1200	167					
9	Число недействительных избирательных бюллетеней	759	6	23	10	33	19	16	38	25	26	27	20	32	16	24	24	12	31	21	24	22	16	28	28	35	34	20	19	23	9	29	40	27	2					
10	Число действительных избирательных бюллетеней	39525	574	1532	718	1264	1177	804	1236	1245	1257	1310	1162	1564	1128	1424	988	1062	1225	1489	1354	1319	1242	1165	1385	1292	1263	1221	1409	1213	800	1299	2045	1194	165					
11	Число полученных открепительных  удостоверений	1800	30	60	30	60	50	40	50	60	70	50	50	70	60	70	60	70	60	60	60	60	60	60	70	60	60	60	70	70	50	60	0	60	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	692	16	27	9	18	11	13	22	15	46	25	21	36	11	17	17	41	30	17	10	32	28	22	27	10	14	22	33	21	20	36	0	25	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	908	12	27	16	37	20	16	12	17	19	23	14	18	19	17	12	17	26	24	20	16	22	18	18	16	13	14	16	25	9	34	158	16	167					
14	Число неиспользованных открепительных удостоверений	1108	14	33	21	42	39	27	28	45	24	25	29	34	49	53	43	29	30	43	50	28	32	38	43	50	46	38	37	49	30	24	0	35	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	9	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
