Выборы Президента Российской Федерации																																						
																																						
"Наименование Избирательной комиссии:    Красноярск, Железнодорожная"																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186					
1	"Число избирателей, внесенных в список"	74036	2702	1307	2251	2032	1599	2228	2551	2514	2676	2815	2584	2234	2305	2099	2772	2370	2537	2668	2347	2532	2743	2352	2611	2453	2408	2527	2735	2998	2684	1280	2122					
2	Число полученных избирательных бюллетеней	71900	2400	1400	2300	2000	1500	2200	2500	2500	2500	2700	2500	2200	2200	2100	2700	2300	2100	2600	2300	2500	2600	2400	2500	2400	2400	2400	2700	2700	2700	1500	2100					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	35955	1106	710	1217	1106	766	1181	1178	1014	1322	1284	1278	925	1167	883	1129	1188	1267	1362	1203	1131	1328	1273	1266	1360	1210	1316	1231	1039	1183	1136	1196					
5	"Число избирательных бюллетеней, выданных вне помещения"	1292	140	31	42	52	40	29	38	33	44	42	36	31	45	44	26	41	32	24	32	67	23	43	24	15	23	20	42	40	33	144	16					
6	Число погашенных избирательных бюллетеней	34650	1154	659	1041	842	694	990	1284	1453	1134	1371	1186	1244	988	1173	1545	1071	801	1214	1065	1302	1249	1084	1210	1025	1167	1064	1427	1621	1484	220	888					
7	Число избирательных бюллетеней в переносных ящиках	1292	140	31	42	52	40	29	38	33	44	42	36	31	45	44	26	41	32	24	32	67	23	43	24	15	23	20	42	40	33	144	16					
8	Число бюллетеней в стационарных ящиках для голосования	35904	1106	707	1217	1105	766	1179	1178	1012	1309	1281	1278	925	1161	883	1129	1186	1267	1362	1200	1128	1325	1273	1265	1360	1210	1315	1229	1038	1183	1131	1196					
9	Число недействительных избирательных бюллетеней	263	18	1	9	9	4	4	5	10	4	4	12	1	12	8	3	15	11	12	6	11	6	9	6	9	7	1	5	11	0	46	4					
10	Число действительных избирательных бюллетеней	36933	1228	737	1250	1148	802	1204	1211	1035	1349	1319	1302	955	1194	919	1152	1212	1288	1374	1226	1184	1342	1307	1283	1366	1226	1334	1266	1067	1216	1229	1208					
