Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																			
Дата голосования: 04.12.2011																																																			
																																																			
Наименование Избирательной комиссии:    Территориальная избирательная комиссия №10																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284					
1	"Число избирателей, внесенных в список избирателей"	98232	2787	2276	2413	2459	2427	2426	2228	2225	2232	1768	2043	2274	1966	2065	2083	2297	2364	2188	2496	1796	2429	2056	2045	2528	2227	2525	2124	1815	1974	2290	1632	2695	2785	2270	2371	2183	2068	2365	2262	2340	2176	2181	1904	2174					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	74700	2200	1700	2000	2000	1800	1800	1700	1700	1500	1400	1500	1700	1500	1600	1600	1700	1800	1700	2000	1300	1800	1600	1500	2000	1700	2000	1600	1400	1500	1500	1200	2000	2200	1800	1800	1700	1500	1800	1700	1700	1700	1700	1500	1600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	52682	1446	1182	1091	1247	1215	1084	1046	1290	1236	831	1046	1120	1125	1322	1064	1195	1385	1202	1329	1010	1179	983	1028	1228	1458	1192	1145	942	1051	1393	925	1408	1323	1281	1361	1058	1181	1369	1263	1487	1243	1276	1039	1403					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	670	23	25	13	9	22	14	12	17	6	11	18	35	14	20	12	14	17	10	16	10	5	12	11	12	31	15	22	13	7	16	5	15	25	8	14	19	15	21	21	20	13	10	16	6					
6	Число погашенных избирательных бюллетеней	21348	731	493	896	744	563	702	642	393	258	558	436	545	361	258	524	491	398	488	655	280	616	605	461	760	211	793	433	445	442	91	270	577	852	511	425	623	304	410	416	193	444	414	445	191					
7	Число избирательных бюллетеней в переносных ящиках для голосования	670	23	25	13	9	22	14	12	17	6	11	18	35	14	20	12	14	17	10	16	10	5	12	11	12	31	15	22	13	7	16	5	15	25	8	14	19	15	21	21	20	13	10	16	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	52461	1446	1177	1091	1246	1192	1084	1044	1290	1228	831	1044	1119	1123	1319	1063	1189	1375	1197	1325	1008	1179	982	1027	1224	1427	1191	1142	939	1044	1389	924	1400	1322	1230	1355	1053	1178	1364	1261	1484	1243	1274	1036	1402					
9	Число недействительных избирательных бюллетеней	815	18	17	23	17	20	12	9	17	9	22	21	8	17	24	15	6	14	21	21	15	15	20	17	17	26	21	19	6	17	15	16	19	21	29	70	13	15	17	20	22	16	17	19	22					
10	Число действительных избирательных бюллетеней	52316	1451	1185	1081	1238	1194	1086	1047	1290	1225	820	1041	1146	1120	1315	1060	1197	1378	1186	1320	1003	1169	974	1021	1219	1432	1185	1145	946	1034	1390	913	1396	1326	1209	1299	1059	1178	1368	1262	1482	1240	1267	1033	1386					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2780	60	60	80	80	80	60	60	60	60	60	60	60	60	60	60	60	60	60	80	60	60	60	60	80	60	80	60	60	60	60	60	60	80	60	60	60	60	60	60	60	60	60	60	60					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1214	28	34	28	32	24	21	10	20	32	16	24	29	23	18	33	33	32	26	35	25	40	30	27	37	34	39	18	19	22	27	12	40	34	25	32	26	43	17	30	30	26	22	22	39					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	896	25	15	5	28	20	21	21	22	14	28	4	14	31	19	15	6	30	10	20	42	16	18	3	20	22	34	40	14	20	27	29	22	18	22	24	9	52	7	21	28	13	26	15	6					
14	Число погашенных неиспользованных открепительных удостоверений	1566	32	26	52	48	56	39	50	40	28	44	36	31	37	42	27	27	28	34	45	35	20	30	33	43	26	41	42	41	38	33	48	20	46	35	28	34	17	43	30	30	34	38	38	21					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	332	48	8	16	14	7	7	10	8	9	16	7	10	7	12	7	2	19	6	17	13	4	7	4	8	2	2	4	6	2	3	2	4	1	5	4	2	2	3	6	1	0	0	1	16					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	14814	364	395	288	365	362	334	284	365	355	225	296	329	301	312	379	331	410	375	421	277	344	294	306	384	333	294	325	249	284	428	265	407	369	335	338	256	310	394	402	393	365	294	304	373					
		27.88%	24.78%	32.86%	26.09%	29.08%	29.82%	30.42%	26.89%	27.93%	28.77%	26.72%	27.87%	28.51%	26.47%	23.30%	35.26%	27.51%	29.45%	31.07%	31.39%	27.21%	29.05%	29.58%	29.48%	31.07%	22.84%	24.38%	27.92%	26.16%	27.02%	30.46%	28.53%	28.76%	27.39%	27.06%	24.69%	23.88%	25.98%	28.45%	31.36%	26.13%	29.06%	22.90%	28.90%	26.49%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	5587	142	118	140	156	125	147	133	119	153	120	130	105	122	126	97	125	137	114	118	119	143	120	132	150	148	136	106	105	107	130	96	154	137	46	122	128	141	153	124	138	143	128	104	150					
		10.52%	9.67%	9.82%	12.68%	12.43%	10.30%	13.39%	12.59%	9.10%	12.40%	14.25%	12.24%	9.10%	10.73%	9.41%	9.02%	10.39%	9.84%	9.44%	8.80%	11.69%	12.08%	12.07%	12.72%	12.14%	10.15%	11.28%	9.11%	11.03%	10.18%	9.25%	10.33%	10.88%	10.17%	3.72%	8.91%	11.94%	11.82%	11.05%	9.67%	9.18%	11.39%	9.97%	9.89%	10.65%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	695	19	31	19	13	15	9	15	21	20	8	11	13	14	15	13	19	22	20	13	13	16	17	4	20	25	24	14	15	17	22	5	18	15	12	14	6	19	25	15	18	11	12	11	17					
		1.31%	1.29%	2.58%	1.72%	1.04%	1.24%	0.82%	1.42%	1.61%	1.62%	0.95%	1.04%	1.13%	1.23%	1.12%	1.21%	1.58%	1.58%	1.66%	0.97%	1.28%	1.35%	1.71%	0.39%	1.62%	1.71%	1.99%	1.20%	1.58%	1.62%	1.57%	0.54%	1.27%	1.11%	0.97%	1.02%	0.56%	1.59%	1.81%	1.17%	1.20%	0.88%	0.93%	1.05%	1.21%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8605	248	193	181	216	206	182	171	191	196	130	162	205	229	187	180	224	208	183	230	193	220	174	184	215	201	226	209	145	144	207	124	213	216	139	245	166	189	225	213	254	186	198	156	241					
		16.20%	16.88%	16.06%	16.39%	17.21%	16.97%	16.58%	16.19%	14.61%	15.88%	15.44%	15.25%	17.76%	20.14%	13.97%	16.74%	18.62%	14.94%	15.16%	17.15%	18.96%	18.58%	17.51%	17.73%	17.39%	13.79%	18.74%	17.96%	15.23%	13.70%	14.73%	13.35%	15.05%	16.04%	11.23%	17.90%	15.49%	15.84%	16.25%	16.61%	16.89%	14.81%	15.42%	14.83%	17.12%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	6516	132	132	167	136	186	118	108	164	201	66	144	176	162	133	136	150	159	167	176	109	184	90	153	145	139	151	119	104	125	234	153	189	162	121	133	125	143	162	179	201	197	123	117	145					
