Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Турковская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129	УИК №1130	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135					
1	"Число избирателей, внесенных в списки"	12098	1536	1720	1051	1142	494	519	208	323	326	386	340	325	818	412	628	675	427	186	582					
2	"Число бюллетеней, полученных участковыми комиссиями"	12089	1511	1681	1017	1115	497	526	207	323	324	392	350	324	819	406	630	683	517	187	580					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6662	798	821	490	629	256	240	136	238	138	290	206	156	391	316	320	467	271	99	400					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1986	155	115	91	73	83	246	51	12	87	39	94	136	211	66	204	31	156	28	108					
6	Число погашенных бюллетеней	3441	558	745	436	413	158	40	20	73	99	63	50	32	217	24	106	185	90	60	72					
7	Число бюллетеней в переносных ящиках для голосования	1986	155	115	91	73	83	246	51	12	87	39	94	136	211	66	204	31	156	28	108					
8	Число бюллетеней в стационарных ящиках для голосования	6662	798	821	490	629	256	240	136	238	138	290	206	156	391	316	320	467	271	99	400					
9	Число недействительных бюллетеней	95	16	14	5	12	0	6	6	0	3	11	5	0	7	0	3	0	4	2	1					
10	Число действительных бюллетеней	8553	937	922	576	690	339	480	181	250	222	318	295	292	595	382	521	498	423	125	507					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	142	14	14	11	15	4	7	5	6	6	5	6	3	10	6	6	7	6	5	6					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	98	12	14	8	13	2	7	1	1	3	4	4	1	8	2	5	7	2	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	31	8	3	3	1	1	0	1	3	1	2	0	0	0	1	1	1	2	1	2					
14	Число погашенных открепительных удостоверений	44	2	0	3	2	2	0	4	5	3	1	2	2	2	4	1	0	4	4	3					
15	Число открепительных удостоверений выданных ТИК	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	67	7	15	1	2	3	4	0	1	3	4	2	1	1	4	0	3	10	0	6					
		0.77%	0.73%	1.60%	0.17%	0.28%	0.88%	0.82%	0.0%	0.4%	1.33%	1.21%	0.66%	0.34%	0.16%	1.04%	0.0%	0.60%	2.34%	0.0%	1.18%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	163	27	31	1	1	3	5	0	1	3	11	2	0	42	0	0	7	8	0	21					
		1.88%	2.83%	3.31%	0.17%	0.14%	0.88%	1.02%	0.0%	0.4%	1.33%	3.34%	0.66%	0.0%	6.97%	0.0%	0.0%	1.40%	1.87%	0.0%	4.13%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	102	17	19	2	1	8	7	0	0	4	10	10	3	9	2	0	6	3	0	1					
		1.17%	1.78%	2.02%	0.34%	0.14%	2.35%	1.44%	0.0%	0.0%	1.77%	3.03%	3.33%	1.02%	1.49%	0.52%	0.0%	1.20%	0.70%	0.0%	0.19%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	51	9	13	1	0	4	5	0	1	2	1	1	3	2	0	0	6	0	0	3					
		0.58%	0.94%	1.38%	0.17%	0.0%	1.17%	1.02%	0.0%	0.4%	0.88%	0.30%	0.33%	1.02%	0.33%	0.0%	0.0%	1.20%	0.0%	0.0%	0.59%					
22	"5. ""За Русь Святую"""	26	7	3	0	0	5	1	0	0	0	3	0	0	2	3	0	0	2	0	0					
		0.30%	0.73%	0.32%	0.0%	0.0%	1.47%	0.20%	0.0%	0.0%	0.0%	0.91%	0.0%	0.0%	0.33%	0.78%	0.0%	0.0%	0.46%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	19	3	5	1	0	0	0	0	0	0	0	1	1	1	1	0	4	0	0	2					
		0.21%	0.31%	0.53%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.33%	0.34%	0.16%	0.26%	0.0%	0.80%	0.0%	0.0%	0.39%					
24	"7. ""Новый курс - Автомобильная Россия"""	23	3	6	0	1	1	0	0	3	0	3	1	1	1	3	0	0	0	0	0					
		0.26%	0.31%	0.64%	0.0%	0.14%	0.29%	0.0%	0.0%	1.2%	0.0%	0.91%	0.33%	0.34%	0.16%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	22	0	1	0	0	3	0	0	11	1	0	1	0	1	0	0	3	0	0	1					
		0.25%	0.0%	0.10%	0.0%	0.0%	0.88%	0.0%	0.0%	4.4%	0.44%	0.0%	0.33%	0.0%	0.16%	0.0%	0.0%	0.60%	0.0%	0.0%	0.19%					
26	"9. ""Российская экологическая партия ""Зеленые"""	12	3	4	0	0	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0					
		0.13%	0.31%	0.42%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.33%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	308	22	39	2	0	11	38	0	12	13	12	16	22	54	13	0	18	17	0	19					
		3.56%	2.30%	4.16%	0.34%	0.0%	3.24%	7.81%	0.0%	4.8%	5.77%	3.64%	5.33%	7.53%	8.97%	3.40%	0.0%	3.61%	3.98%	0.0%	3.74%					
28	"11. ""Истинные патриоты России"""	5	0	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0					
		0.05%	0.0%	0.10%	0.0%	0.0%	0.29%	0.20%	0.0%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	157	9	14	13	7	11	2	13	0	3	6	11	13	13	13	9	6	2	4	8					
		1.81%	0.94%	1.49%	2.23%	0.99%	3.24%	0.41%	6.95%	0.0%	1.33%	1.82%	3.66%	4.45%	2.15%	3.40%	1.71%	1.20%	0.46%	3.14%	1.57%					
30	"13. ""Демократическая партия России"""	6	1	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1					
		0.06%	0.10%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%					
31	"14. ""Великая Россия - Евразийский Союз"""	6	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0					
		0.06%	0.0%	0.10%	0.0%	0.0%	0.88%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	7	0	1	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0					
		0.08%	0.0%	0.10%	0.0%	0.0%	0.58%	0.61%	0.0%	0.0%	0.0%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	246	47	31	1	3	20	14	2	11	2	13	8	12	34	15	0	16	4	0	13					
		2.84%	4.93%	3.31%	0.17%	0.42%	5.89%	2.88%	1.06%	4.4%	0.88%	3.95%	2.66%	4.10%	5.64%	3.92%	0.0%	3.21%	0.93%	0.0%	2.55%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	16	4	2	0	0	1	0	0	0	1	1	1	2	2	2	0	0	0	0	0					
		0.18%	0.41%	0.21%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.44%	0.30%	0.33%	0.68%	0.33%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	804	129	118	1	3	52	72	3	33	24	41	37	40	53	40	0	53	55	0	50					
		9.29%	13.53%	12.60%	0.17%	0.42%	15.33%	14.81%	1.60%	13.2%	10.66%	12.46%	12.33%	13.69%	8.80%	10.47%	0.0%	10.64%	12.88%	0.0%	9.84%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	107	34	12	1	1	2	10	0	2	0	4	5	8	10	0	0	3	3	0	12					
		1.23%	3.56%	1.28%	0.17%	0.14%	0.58%	2.05%	0.0%	0.8%	0.0%	1.21%	1.66%	2.73%	1.66%	0.0%	0.0%	0.60%	0.70%	0.0%	2.36%					
37	"20. ""Политическая партия ""Единая Россия"""	4417	374	355	445	509	155	179	137	133	78	151	153	144	153	149	437	252	235	107	271					
		51.07%	39.24%	37.92%	76.59%	72.50%	45.72%	36.83%	73.26%	53.2%	34.66%	45.89%	51.0%	49.31%	25.41%	39.00%	83.39%	50.60%	55.03%	84.25%	53.34%					
38	"21. ""Российская Конституционно-демократическая партия"""	30	4	1	0	0	0	5	0	0	1	1	1	0	1	0	0	3	1	0	12					
		0.34%	0.41%	0.10%	0.0%	0.0%	0.0%	1.02%	0.0%	0.0%	0.44%	0.30%	0.33%	0.0%	0.16%	0.0%	0.0%	0.60%	0.23%	0.0%	2.36%					
39	"22. ""Развитие предпринимательства"""	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1744	203	218	107	162	40	122	26	31	81	45	29	30	197	124	75	99	60	14	81					
		20.16%	21.30%	23.29%	18.41%	23.07%	11.79%	25.10%	13.90%	12.4%	36.0%	13.67%	9.66%	10.27%	32.72%	32.46%	14.31%	19.87%	14.05%	11.02%	15.94%					
																										
41	Против всех	213	34	32	0	0	13	10	0	11	6	9	15	11	13	12	0	19	22	0	6					
		2.46%	3.56%	3.41%	0.0%	0.0%	3.83%	2.05%	0.0%	4.4%	2.66%	2.73%	5.0%	3.76%	2.15%	3.14%	0.0%	3.81%	5.15%	0.0%	1.18%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
