Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																		
Дата голосования: 02.12.2007																																																		
																																																		
"Наименование Избирательной комиссии:    Калуга, Московская"																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
		Сумма	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №415					
1	"Число избирателей, внесенных в списки избирателей"	91148	1759	2900	2874	2788	2621	2734	2777	2402	2189	2340	2490	2269	824	1172	2719	2267	2604	2515	2816	2526	2827	1046	1930	1552	1665	1593	2553	2026	1948	1766	2251	2442	2699	2485	2353	2580	2586	1419	1344	1462	549	361	2125					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	87700	1600	2800	2800	2500	2600	2450	2650	2300	2300	2300	2500	1950	500	1150	2400	2350	2600	2500	2500	2550	2500	1000	1850	1550	1650	1650	2700	2000	1900	1900	2200	2100	2600	2400	2300	2600	2500	1400	1450	1250	550	300	2050					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	44466	808	1375	1419	1369	1256	1489	1378	1017	1027	1068	1197	947	433	491	1148	1056	1490	1548	1484	1152	1122	492	1030	782	855	726	1354	954	963	924	1206	1131	1348	1395	1278	1570	1104	594	487	704	257	129	909					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1369	12	39	20	25	10	16	28	17	20	28	28	25	4	26	25	33	34	15	33	55	111	17	21	35	18	34	49	38	25	27	28	18	52	27	19	25	32	72	116	7	30	42	33					
6	Число погашенных избирательных бюллетеней	41865	780	1386	1361	1106	1334	945	1244	1266	1253	1204	1275	978	63	633	1227	1261	1076	937	983	1343	1267	491	799	733	777	890	1297	1008	912	949	966	951	1200	978	1003	1005	1364	734	847	539	263	129	1108					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1369	12	39	20	25	10	16	28	17	20	28	28	25	4	26	25	33	34	15	33	55	111	17	21	35	18	34	49	38	25	27	28	18	52	27	19	25	32	72	116	7	30	42	33					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	44419	807	1375	1419	1369	1256	1489	1378	1017	1027	1067	1195	945	433	489	1147	1056	1484	1546	1477	1150	1122	492	1030	780	852	726	1353	954	961	923	1204	1131	1344	1393	1275	1570	1104	594	487	704	257	129	908					
9	Число недействительных избирательных бюллетеней	474	2	26	16	7	15	11	8	13	11	14	13	11	2	3	13	12	17	11	18	22	6	8	7	7	7	10	19	12	17	7	13	11	12	17	14	19	9	6	10	5	3	6	4					
10	Число действительных избирательных бюллетеней	45314	817	1388	1423	1387	1251	1494	1398	1021	1036	1081	1210	959	435	512	1159	1077	1501	1550	1492	1183	1227	501	1044	808	863	750	1383	980	969	943	1219	1138	1384	1403	1280	1576	1127	660	593	706	284	165	937					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	796	35	15	25	20	15	25	35	15	25	20	20	15	10	15	15	15	25	15	15	20	25	15	20	15	15	15	15	16	15	15	15	15	25	15	15	30	25	15	15	20	10	10	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	530	21	13	19	13	15	17	21	14	21	11	11	12	5	5	8	14	21	10	6	16	19	2	19	10	8	10	12	13	9	10	11	11	21	10	14	16	15	5	4	20	0	1	17					
