Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																					
Дата голосования: 04.12.2011																																																					
																																																					
"Наименование Избирательной комиссии:    Калуга, Московская"																																																					
																																																					
Сводная таблица результатов выборов																																																					
																																																					
		Сумма	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297					
1	"Число избирателей, внесенных в список избирателей"	87391	842	2200	2535	2713	2605	1780	1337	2132	2098	1260	2209	2408	2179	1994	2314	2134	512	1236	2272	2058	2760	2426	986	2054	2549	2626	1035	1907	1439	1576	1968	2053	1623	1829	2442	1432	2612	2436	2356	1963	2522	2467	1367	1273	513	359					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	81900	1000	2000	2300	2500	2500	1600	1200	2000	2000	1000	2200	2200	2000	2000	2000	2000	600	1000	2000	2000	2500	2100	1000	2000	2200	2300	1000	1900	1500	1600	2000	2000	1600	1700	2200	1200	2500	2400	2400	2100	2300	2300	1150	1000	500	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	44251	485	1113	1273	1376	1321	888	692	1094	1226	658	945	1132	1050	964	1085	934	216	604	1040	986	1442	1451	599	1219	1130	1160	523	1015	716	818	944	1042	918	905	1201	708	1301	1290	1294	1236	1383	1448	550	528	224	124					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1393	6	12	9	25	18	6	8	12	35	23	44	15	23	16	44	48	34	26	37	32	23	20	3	26	154	35	35	18	23	22	27	35	36	15	36	25	19	40	26	27	34	34	58	87	28	34					
6	Число погашенных избирательных бюллетеней	36256	509	875	1018	1099	1161	706	500	894	739	319	1211	1053	927	1020	871	1018	350	370	923	982	1035	629	398	755	916	1105	442	867	761	760	1029	923	646	780	963	467	1180	1070	1080	837	883	818	542	385	248	192					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1393	6	12	9	25	18	6	8	12	35	23	44	15	23	16	44	48	34	26	37	32	23	20	3	26	154	35	35	18	23	22	27	35	36	15	36	25	19	40	26	27	34	34	58	87	28	34					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	44234	485	1113	1273	1376	1321	888	692	1094	1226	658	945	1132	1049	963	1084	934	216	604	1040	986	1439	1451	599	1217	1128	1160	523	1015	716	818	944	1042	918	902	1201	708	1301	1290	1294	1232	1383	1448	550	528	224	124					
9	Число недействительных избирательных бюллетеней	624	10	11	20	15	23	11	13	21	23	5	15	20	16	18	10	13	0	13	10	12	17	18	6	20	12	23	12	10	9	8	12	11	16	15	12	5	18	12	17	14	18	24	15	14	5	2					
10	Число действительных избирательных бюллетеней	45003	481	1114	1262	1386	1316	883	687	1085	1238	676	974	1127	1056	961	1118	969	250	617	1067	1006	1445	1453	596	1223	1270	1172	546	1023	730	832	959	1066	938	902	1225	728	1302	1318	1303	1245	1399	1458	593	601	247	156					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1270	34	51	20	26	40	40	20	30	30	20	20	40	35	25	34	36	10	24	35	25	35	25	10	25	30	30	10	30	20	15	25	30	25	30	35	25	35	40	40	40	30	35	15	20	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1113	30	51	17	23	33	30	20	27	23	17	19	32	29	24	28	35	5	17	29	16	32	25	10	22	25	30	10	29	20	15	23	27	18	26	31	21	34	36	40	33	28	35	15	17	3	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	914	12	15	24	12	14	22	13	30	15	14	21	19	22	17	22	15	7	24	32	36	7	27	19	22	27	32	21	21	9	22	21	26	19	24	17	25	15	13	34	26	19	32	10	19	4	17					
14	Число погашенных неиспользованных открепительных удостоверений	157	4	0	3	3	7	10	0	3	7	3	1	8	6	1	6	1	5	7	6	9	3	0	0	3	5	0	0	1	0	0	2	3	7	4	4	4	1	4	0	7	2	0	0	3	7	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	32	0	1	2	2	1	0	0	2	0	0	3	1	0	1	0	4	1	0	1	2	1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8818	89	214	227	231	219	171	123	208	229	132	195	206	224	190	181	213	46	97	188	218	304	328	137	285	232	224	81	213	164	168	190	233	187	180	247	135	275	279	248	259	296	284	67	113	48	40					
		19.33%	18.13%	19.02%	17.71%	16.49%	16.36%	19.13%	17.57%	18.81%	18.16%	19.38%	19.72%	17.96%	20.90%	19.41%	16.05%	21.69%	18.40%	15.40%	17.46%	21.41%	20.79%	22.30%	22.76%	22.93%	18.10%	18.74%	14.52%	20.62%	22.19%	20.00%	19.57%	21.63%	19.60%	19.63%	19.97%	18.42%	20.83%	20.98%	18.79%	20.57%	20.89%	19.16%	11.02%	18.37%	19.05%	25.32%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	6438	72	162	204	201	214	118	106	176	162	94	121	183	170	152	162	132	64	128	170	146	187	161	76	158	216	162	76	107	92	112	126	139	136	128	171	122	208	170	176	147	174	201	111	97	36	12					
