Выборы Президента Российской Федерации																																																																														
Дата голосования: 18.03.2018																																																																														
																																																																														
"Наименование Избирательной комиссии:    Тюмень, Восточная"																																																																														
																																																																														
Сводная таблица итогов голосования																																																																														
																																																																														
	Число участковых избирательных комиссий	67																																																																												
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	67																																																																												
																																																																														
		Сумма	УИК №2901	УИК №2902	УИК №2903	УИК №2904	УИК №2905	УИК №2906	УИК №2907	УИК №2908	УИК №2909	УИК №2910	УИК №2911	УИК №2912	УИК №2913	УИК №2914	УИК №2915	УИК №2916	УИК №2917	УИК №2918	УИК №2919	УИК №2920	УИК №2921	УИК №2922	УИК №2923	УИК №2924	УИК №2925	УИК №2926	УИК №2927	УИК №2928	УИК №2929	УИК №2930	УИК №2931	УИК №2932	УИК №2933	УИК №2934	УИК №2935	УИК №2936	УИК №2937	УИК №2938	УИК №2939	УИК №2940	УИК №2941	УИК №2942	УИК №2943	УИК №2944	УИК №2945	УИК №2946	УИК №2947	УИК №2948	УИК №2949	УИК №2950	УИК №2951	УИК №2952	УИК №2953	УИК №2954	УИК №2955	УИК №2956	УИК №2957	УИК №2958	УИК №2959	УИК №2960	УИК №2961	УИК №2962	УИК №2963	УИК №2964	УИК №2965	УИК №2966	УИК №2967									
1	"Число избирателей, включенных в список избирателей"	131095	574	2320	2246	2053	2072	2068	2166	1992	2087	1924	2318	2083	2276	1779	2116	1905	2115	2186	2283	2282	2124	2168	2550	2425	1687	2192	2247	1702	2266	2230	2196	2153	1853	1901	1998	2005	1903	2094	2333	2245	1962	2544	1111	1861	1252	1229	2029	1991	2020	1879	1834	1455	2047	2647	2506	2273	2142	1714	2289	2216	2140	874	2269	1448	1713	310	223									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	125170	630	2000	2000	2000	2000	2000	2000	1970	1900	1900	2100	2000	2100	2100	2100	1860	2000	2200	2100	2000	2000	2000	2300	2200	2000	2000	2100	2100	2200	2100	2000	1900	1800	1800	1950	1900	1900	2000	2100	2200	1900	2300	1000	1770	1790	1780	1870	2000	2000	1800	1800	1900	2000	2300	2000	2000	1960	1500	2000	2000	1850	640	2000	1320	1600	320	260									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	95133	574	1575	1475	1224	1357	1509	1436	1214	1534	1403	1546	1420	1492	1771	1485	1434	1502	1686	1666	1656	1390	1481	1964	1992	1679	1592	1646	1693	1632	1293	1516	1382	1371	1452	1239	1418	1179	1593	1571	1674	1514	1856	811	1352	1232	1216	1416	1484	1421	1409	1322	1442	1611	1692	1716	1589	1443	1056	1800	1492	1610	612	1663	1060	1239	184	175									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1130	0	13	6	21	15	10	7	12	15	8	20	20	10	8	5	6	24	17	21	21	20	11	9	5	8	6	26	9	30	10	19	19	29	31	27	60	20	8	13	35	14	25	4	20	20	13	17	12	16	16	17	13	25	18	10	7	10	7	8	20	9	0	8	6	2	126	33									
6	Число погашенных избирательных бюллетеней	28907	56	412	519	755	628	481	557	744	351	489	534	560	598	321	610	420	474	497	413	323	590	508	327	203	313	402	428	398	538	797	465	499	400	317	684	422	701	399	516	491	372	419	185	398	538	551	437	504	563	375	461	445	364	590	274	404	507	437	192	488	231	28	329	254	359	10	52									
