Выборы Президента Российской Федерации																																											
																																											
Наименование Избирательной комиссии:    Советская																																											
																																											
Итоги голосования 																																											
																																											
		Сумма	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1123	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129					
1	"Число избирателей, внесенных в список"	22676	231	457	282	315	237	699	299	317	121	763	207	759	223	1047	311	478	472	383	378	181	1187	131	1209	1543	1271	1023	1466	1369	1385	1092	1022	918	153	212	260	275					
2	Число полученных избирательных бюллетеней	23439	235	475	286	317	244	697	297	326	109	765	217	764	226	1062	323	481	481	389	384	178	1210	141	1247	1566	1390	1110	1567	1440	1446	1184	1062	896	156	222	263	283					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12016	149	252	170	152	149	365	157	196	97	411	79	345	133	547	152	223	289	213	177	134	746	90	573	855	655	543	717	655	770	513	483	515	105	111	163	132					
5	"Число избирательных бюллетеней, выданных вне помещения"	1582	26	79	29	70	13	62	29	48	0	59	69	101	34	65	63	62	54	75	22	8	75	15	34	26	28	29	41	40	18	49	57	84	13	44	12	49					
6	Число погашенных избирательных бюллетеней	9841	60	144	87	95	82	270	111	82	12	295	69	318	59	450	108	196	138	101	185	36	389	36	640	685	707	538	809	745	658	622	522	297	38	67	88	102					
7	Число избирательных бюллетеней в переносных ящиках	1582	26	79	29	70	13	62	29	48	0	59	69	101	34	65	63	62	54	75	22	8	75	15	34	26	28	29	41	40	18	49	57	84	13	44	12	49					
8	Число бюллетеней в стационарных ящиках для голосования	12014	149	252	170	152	149	365	157	196	97	411	79	345	133	547	152	223	289	213	177	134	746	90	573	855	655	543	717	655	770	513	481	515	105	111	163	132					
9	Число недействительных избирательных бюллетеней	93	1	2	1	0	0	5	0	4	1	4	0	4	1	7	0	2	3	1	0	1	0	3	5	9	5	4	7	3	6	3	5	3	1	0	2	0					
10	Число действительных избирательных бюллетеней	13503	174	329	198	222	162	422	186	240	96	466	148	442	166	605	215	283	340	287	199	141	821	102	602	872	678	568	751	692	782	559	533	596	117	155	173	181					
11	Число полученных открепительных  удостоверений	289	7	9	7	7	7	5	7	7	7	7	7	7	7	7	7	7	7	7	7	5	10	13	8	12	12	8	10	12	10	8	8	10	5	11	7	7					
12	Число выданных открепительных удостоверений	146	4	9	5	1	3	3	0	3	0	1	0	4	4	4	6	2	3	2	0	0	9	13	1	7	6	6	5	5	10	1	1	10	2	11	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	108	3	2	5	0	2	4	2	0	3	4	0	0	1	3	3	0	1	0	1	0	3	3	4	6	8	8	7	12	1	4	1	10	2	0	3	2					
14	Число неиспользованных открепительных удостоверений	143	3	0	2	6	4	2	7	4	7	6	7	3	3	3	1	5	4	5	7	5	1	0	7	5	6	2	5	7	0	7	7	0	3	0	3	6					
15	"Число открепительных удостоверений, выданных в ТИК"	11	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	2	0	2	1	0	0	0	2	0	0	1	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																											
18	. Глазьев Сергей Юрьевич	554	4	3	7	7	12	6	5	7	4	12	1	16	1	17	9	4	4	6	8	6	41	2	19	56	31	35	28	46	46	20	29	34	9	10	4	5					
		4.07%	2.29%	0.91%	3.52%	3.15%	7.41%	1.41%	2.69%	2.87%	4.12%	2.55%	0.68%	3.59%	0.60%	2.78%	4.19%	1.40%	1.17%	2.08%	4.02%	4.23%	4.99%	1.90%	3.13%	6.36%	4.54%	6.12%	3.69%	6.62%	5.84%	3.56%	5.39%	5.68%	7.63%	6.45%	2.29%	2.76%					
19	. Малышкин Олег Александрович	365	13	4	6	6	13	10	1	5	0	14	7	26	4	15	9	9	5	15	5	2	19	3	16	15	15	13	7	16	15	11	13	9	28	5	7	4					
		2.68%	7.43%	1.21%	3.02%	2.70%	8.02%	2.34%	0.54%	2.05%	0.00%	2.98%	4.73%	5.83%	2.40%	2.45%	4.19%	3.16%	1.46%	5.21%	2.51%	1.41%	2.31%	2.86%	2.64%	1.70%	2.20%	2.27%	0.92%	2.30%	1.90%	1.96%	2.42%	1.50%	23.73%	3.23%	4.00%	2.21%					
20	. Миронов Сергей Михайлович	145	1	2	2	1	5	6	4	3	2	2	0	8	1	4	2	3	7	3	1	3	8	4	5	7	5	4	8	6	2	6	6	9	8	0	6	1					
		1.07%	0.57%	0.60%	1.01%	0.45%	3.09%	1.41%	2.15%	1.23%	2.06%	0.43%	0.00%	1.79%	0.60%	0.65%	0.93%	1.05%	2.04%	1.04%	0.50%	2.11%	0.97%	3.81%	0.82%	0.79%	0.73%	0.70%	1.06%	0.86%	0.25%	1.07%	1.12%	1.50%	6.78%	0.00%	3.43%	0.55%					
21	. Путин Владимир Владимирович	8533	106	183	142	135	91	303	135	138	67	346	40	201	102	421	139	173	235	137	148	108	534	60	389	526	433	378	470	409	556	367	336	397	52	67	94	115					
		62.76%	60.57%	55.29%	71.36%	60.81%	56.17%	70.96%	72.58%	56.56%	69.07%	73.62%	27.03%	45.07%	61.08%	68.79%	64.65%	60.70%	68.51%	47.57%	74.37%	76.06%	65.04%	57.14%	64.09%	59.70%	63.40%	66.08%	62.01%	58.85%	70.56%	65.30%	62.45%	66.28%	44.07%	43.23%	53.71%	63.54%					
22	. Хакамада Ирина Муцуовна	315	2	10	1	2	3	5	4	1	3	15	0	2	0	6	8	2	4	12	3	2	16	4	12	39	25	16	24	20	16	10	11	21	0	9	5	2					
		2.32%	1.14%	3.02%	0.50%	0.90%	1.85%	1.17%	2.15%	0.41%	3.09%	3.19%	0.00%	0.45%	0.00%	0.98%	3.72%	0.70%	1.17%	4.17%	1.51%	1.41%	1.95%	3.81%	1.98%	4.43%	3.66%	2.80%	3.17%	2.88%	2.03%	1.78%	2.04%	3.51%	0.00%	5.81%	2.86%	1.10%					
23	. Харитонов Николай Михайлович	3275	46	120	38	64	33	87	36	85	20	73	98	179	58	133	46	85	85	104	30	20	174	28	146	192	140	107	190	171	127	135	133	117	16	58	51	50					
