Выборы Президента Российской Федерации																																													
Дата голосования: 04.03.2012																																													
																																													
Наименование Избирательной комиссии:    Советская																																													
																																													
Сводная таблица итогов голосования																																													
																																													
	Число участковых избирательных комиссий	34																																											
	Число участковых избирательных комиссий, приступивших к передаче сведений	34																																											
																																													
		Сумма	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №1121	УИК №1122	УИК №1124	УИК №1125	УИК №1126	УИК №1127	УИК №1128	УИК №1129									
1	Число избирателей, включенных в список избирателей	22775	181	384	217	330	224	744	310	237	173	792	800	171	1054	278	434	415	360	412	122	1123	81	1392	1450	1307	1456	1442	1411	1473	2317	940	132	150	247	216									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	22860	180	390	230	340	220	700	310	240	150	790	810	190	1090	320	450	470	370	400	130	1130	80	1420	1420	1330	1460	1440	1390	1400	2340	920	130	150	250	220									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	12025	109	168	98	136	135	391	162	132	103	389	334	109	518	166	176	232	165	195	61	648	31	705	870	711	831	808	819	853	1140	461	72	95	123	79									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	1367	17	73	18	26	9	76	36	26	30	75	99	19	88	40	40	30	69	11	9	25	2	53	32	36	27	82	65	15	100	77	11	9	19	23									
6	Число погашенных избирательных бюллетеней	9468	54	149	114	178	76	233	112	82	17	326	377	62	484	114	234	208	136	194	60	457	47	662	518	583	602	550	506	532	1100	382	47	46	108	118									
7	Число избирательных бюллетеней в переносных ящиках для голосования	1367	17	73	18	26	9	76	36	26	30	75	99	19	88	40	40	30	69	11	9	25	2	53	32	36	27	82	65	15	100	77	11	9	19	23									
8	Число бюллетеней в стационарных ящиках для голосования	12025	109	168	98	136	135	391	162	132	103	389	334	109	518	166	176	232	165	195	61	648	31	705	870	711	831	808	819	853	1140	461	72	95	123	79									
9	Число недействительных избирательных бюллетеней	130	1	2	0	0	1	6	0	2	3	2	6	1	6	1	0	0	1	1	0	4	0	18	10	3	12	18	12	7	11	1	0	0	1	0									
