Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																													
Дата голосования: 07.12.2003 0:00:00																																													
																																													
Наименование Избирательной комиссии:    Городищенская																																													
																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																													
																																													
		Сумма	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792					
1	"Число избирателей, внесенных в списки"	41335	536	787	806	424	302	243	2051	1777	2607	312	632	657	2434	2307	2255	643	414	332	184	213	131	1315	501	201	1261	900	1670	1435	1558	1690	247	1706	182	137	2090	2055	2322	2018					
2	"Число бюллетеней, полученных участковыми комиссиями"	41537	535	795	814	424	313	249	2043	1758	2692	306	636	662	2402	2326	2297	663	414	331	189	246	148	1350	504	221	1283	891	1649	1426	1553	1703	247	1743	187	134	2086	2018	2278	2021					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	20455	405	386	418	231	201	181	904	851	1230	235	297	387	1197	1090	1052	293	270	258	150	117	68	599	356	121	764	415	865	700	716	864	147	743	114	84	816	862	1026	1042					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1917	50	85	53	74	55	28	118	87	24	11	98	81	84	75	77	91	24	23	20	42	32	220	57	35	47	18	31	46	37	43	19	37	9	0	22	26	38	0					
6	Число погашенных бюллетеней	19165	80	324	343	119	57	40	1021	820	1438	60	241	194	1121	1161	1168	279	120	50	19	87	48	531	91	65	472	458	753	680	800	796	81	963	64	50	1248	1130	1214	979					
7	Число бюллетеней в переносных ящиках для голосования	1917	50	85	53	74	55	28	118	87	24	11	98	81	84	75	77	91	24	23	20	42	32	220	57	35	47	18	31	46	37	43	19	37	9	0	22	26	38	0					
8	Число бюллетеней в стационарных ящиках для голосования	20439	405	386	418	231	201	181	900	848	1230	235	297	387	1197	1090	1052	293	270	258	150	117	68	598	356	121	764	415	865	700	715	864	147	743	114	84	816	862	1026	1035					
9	Число недействительных бюллетеней	607	0	12	20	14	0	1	24	22	16	6	12	2	10	27	17	4	3	0	0	0	2	14	7	3	3	7	7	14	18	12	10	10	1	7	21	9	61	211					
10	Число действительных бюллетеней	21749	455	459	451	291	256	208	994	913	1238	240	383	466	1271	1138	1112	380	291	281	170	159	98	804	406	153	808	426	889	732	734	895	156	770	122	77	817	879	1003	824					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	420	5	5	5	5	5	5	20	20	20	5	5	5	30	30	50	10	5	5	5	10	5	20	5	5	10	5	15	15	15	10	5	10	5	5	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	217	0	2	4	0	1	0	3	4	7	4	1	1	25	22	43	1	0	0	0	10	1	8	0	0	7	3	8	6	6	9	0	3	1	0	9	10	10	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	174	4	10	9	3	4	4	10	3	3	2	4	1	18	3	9	2	2	3	2	1	3	13	3	2	4	2	4	6	8	7	1	4	3	4	2	4	2	5					
14	Число погашенных открепительных удостоверений	203	5	3	1	5	4	5	17	16	13	1	4	4	5	8	7	9	5	5	5	0	4	12	5	5	3	2	7	9	9	1	5	7	4	5	1	0	0	2					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	"1. ""ЕДИНЕНИЕ"""	546	2	7	9	7	3	8	16	20	24	4	7	8	11	10	20	9	2	0	3	1	2	9	4	4	20	13	15	10	9	12	5	18	1	4	67	68	82	32					
		2.44%	0.43%	1.48%	1.91%	2.29%	1.17%	3.82%	1.57%	2.13%	1.91%	1.62%	1.77%	1.70%	0.85%	0.85%	1.77%	2.34%	0.68%	0.0%	1.76%	0.62%	2.0%	1.10%	0.96%	2.56%	2.46%	3.00%	1.67%	1.34%	1.19%	1.32%	3.01%	2.30%	0.81%	4.76%	7.99%	7.65%	7.70%	3.09%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	125	0	2	1	0	1	0	9	6	16	2	0	0	9	8	8	0	0	0	1	0	0	5	2	1	1	2	3	3	4	4	0	2	3	0	13	3	13	3					
		0.55%	0.0%	0.42%	0.21%	0.0%	0.39%	0.0%	0.88%	0.64%	1.27%	0.81%	0.0%	0.0%	0.70%	0.68%	0.70%	0.0%	0.0%	0.0%	0.58%	0.0%	0.0%	0.61%	0.48%	0.64%	0.12%	0.46%	0.33%	0.40%	0.53%	0.44%	0.0%	0.25%	2.43%	0.0%	1.55%	0.33%	1.22%	0.28%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	501	6	11	15	9	2	1	35	49	46	1	5	6	28	33	48	8	3	3	4	1	5	15	3	6	14	8	15	23	9	37	1	3	3	1	9	9	23	3					
		2.24%	1.31%	2.33%	3.18%	2.95%	0.78%	0.47%	3.43%	5.24%	3.66%	0.40%	1.26%	1.28%	2.18%	2.83%	4.25%	2.08%	1.02%	1.06%	2.35%	0.62%	5.0%	1.83%	0.72%	3.84%	1.72%	1.84%	1.67%	3.08%	1.19%	4.07%	0.60%	0.38%	2.43%	1.19%	1.07%	1.01%	2.16%	0.28%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	344	3	5	6	3	2	2	28	29	31	1	1	0	24	18	27	7	4	3	0	1	1	8	1	0	15	9	28	14	17	14	0	9	1	0	11	13	4	4					
		1.53%	0.65%	1.06%	1.27%	0.98%	0.78%	0.95%	2.75%	3.10%	2.47%	0.40%	0.25%	0.0%	1.87%	1.54%	2.39%	1.82%	1.36%	1.06%	0.0%	0.62%	1.0%	0.97%	0.24%	0.0%	1.84%	2.07%	3.12%	1.87%	2.26%	1.54%	0.0%	1.15%	0.81%	0.0%	1.31%	1.46%	0.37%	0.38%					
22	"5. ""За Русь Святую"""	84	4	6	2	5	0	1	4	3	6	1	0	4	7	6	4	6	1	0	0	0	0	1	1	0	2	0	2	1	3	7	0	0	0	0	0	0	6	1					
		0.37%	0.87%	1.27%	0.42%	1.63%	0.0%	0.47%	0.39%	0.32%	0.47%	0.40%	0.0%	0.85%	0.54%	0.51%	0.35%	1.56%	0.34%	0.0%	0.0%	0.0%	0.0%	0.12%	0.24%	0.0%	0.24%	0.0%	0.22%	0.13%	0.39%	0.77%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.56%	0.09%					
23	"6. ""Объединенная Российская партия ""Русь"""	45	1	1	2	1	1	0	4	0	2	0	1	4	1	2	1	2	0	1	0	0	0	1	0	0	2	0	2	0	1	1	0	0	0	1	3	5	3	2					
		0.20%	0.21%	0.21%	0.42%	0.32%	0.39%	0.0%	0.39%	0.0%	0.15%	0.0%	0.25%	0.85%	0.07%	0.17%	0.08%	0.52%	0.0%	0.35%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.24%	0.0%	0.22%	0.0%	0.13%	0.11%	0.0%	0.0%	0.0%	1.19%	0.35%	0.56%	0.28%	0.19%					
24	"7. ""Новый курс - Автомобильная Россия"""	111	0	2	1	1	0	3	1	3	8	0	1	2	14	12	13	0	1	1	0	0	0	4	3	0	2	4	7	2	5	3	0	1	0	0	3	6	5	3					
		0.49%	0.0%	0.42%	0.21%	0.32%	0.0%	1.43%	0.09%	0.32%	0.63%	0.0%	0.25%	0.42%	1.09%	1.03%	1.15%	0.0%	0.34%	0.35%	0.0%	0.0%	0.0%	0.48%	0.72%	0.0%	0.24%	0.92%	0.78%	0.26%	0.66%	0.33%	0.0%	0.12%	0.0%	0.0%	0.35%	0.67%	0.46%	0.28%					
25	"8. ""Народно-республиканская партия России"""	35	0	2	0	0	0	0	1	0	2	0	1	1	4	1	1	1	1	0	0	0	0	2	0	1	6	0	2	1	2	0	0	1	0	0	0	5	0	0					
		0.15%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.15%	0.0%	0.25%	0.21%	0.31%	0.08%	0.08%	0.26%	0.34%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.64%	0.73%	0.0%	0.22%	0.13%	0.26%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.56%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	32	0	0	2	0	2	0	5	1	3	0	0	0	0	4	5	1	0	0	0	0	0	2	0	0	1	0	1	2	0	0	0	0	0	0	0	2	1	0					
