Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																										
Дата голосования: 07.12.2003 0:00:00																										
																										
Наименование Избирательной комиссии:    Шаблыкинская																										
																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																										
																										
		Сумма	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767					
1	"Число избирателей, внесенных в списки"	6950	1003	1110	903	193	257	590	319	111	162	257	296	570	328	74	161	238	258	51	69					
2	"Число бюллетеней, полученных участковыми комиссиями"	7081	1015	1100	912	190	267	620	310	107	156	259	345	610	334	80	163	237	257	51	68					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	4908	650	769	703	134	135	354	195	87	148	170	176	438	247	61	135	180	232	44	50					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1097	136	74	82	33	92	176	66	18	8	74	91	50	75	9	22	49	18	6	18					
6	Число погашенных бюллетеней	1076	229	257	127	23	40	90	49	2	0	15	78	122	12	10	6	8	7	1	0					
7	Число бюллетеней в переносных ящиках для голосования	1097	136	74	82	33	92	176	66	18	8	74	91	50	75	9	22	49	18	6	18					
8	Число бюллетеней в стационарных ящиках для голосования	4908	650	769	703	134	135	354	195	87	148	170	176	438	247	61	135	180	232	44	50					
9	Число недействительных бюллетеней	82	7	3	3	3	4	3	11	2	7	2	7	17	2	4	0	0	6	1	0					
10	Число действительных бюллетеней	5923	779	840	782	164	223	527	250	103	149	242	260	471	320	66	157	229	244	49	68					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	150	25	25	20	3	5	6	5	3	5	5	10	11	5	3	3	5	5	3	3					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	46	7	10	7	0	0	1	1	0	0	1	8	8	2	0	0	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	35	4	6	1	1	1	1	2	2	2	0	2	4	1	0	1	2	2	1	2					
14	Число погашенных открепительных удостоверений	104	18	15	13	3	5	5	4	3	5	4	2	3	3	3	3	4	5	3	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
18	"1. ""ЕДИНЕНИЕ"""	58	1	6	4	5	3	2	2	0	1	3	10	11	7	0	1	0	2	0	0					
		0.96%	0.12%	0.71%	0.50%	2.99%	1.32%	0.37%	0.76%	0.0%	0.64%	1.22%	3.74%	2.25%	2.17%	0.0%	0.63%	0.0%	0.8%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	43	12	8	6	0	0	2	0	0	0	1	0	6	2	0	1	3	1	1	0					
		0.71%	1.52%	0.94%	0.76%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.40%	0.0%	1.22%	0.62%	0.0%	0.63%	1.31%	0.4%	2.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	31	5	4	4	0	0	2	2	1	1	1	5	3	0	1	2	0	0	0	0					
		0.51%	0.63%	0.47%	0.50%	0.0%	0.0%	0.37%	0.76%	0.95%	0.64%	0.40%	1.87%	0.61%	0.0%	1.42%	1.27%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	44	10	7	8	1	0	3	2	1	0	0	1	6	0	1	3	1	0	0	0					
		0.73%	1.27%	0.83%	1.01%	0.59%	0.0%	0.56%	0.76%	0.95%	0.0%	0.0%	0.37%	1.22%	0.0%	1.42%	1.91%	0.43%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	24	5	6	1	1	0	0	0	0	1	3	2	1	1	0	0	0	2	1	0					
		0.39%	0.63%	0.71%	0.12%	0.59%	0.0%	0.0%	0.0%	0.0%	0.64%	1.22%	0.74%	0.20%	0.31%	0.0%	0.0%	0.0%	0.8%	2.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	8	0	0	2	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0					
		0.13%	0.0%	0.0%	0.25%	0.0%	0.0%	0.18%	0.38%	0.0%	0.64%	0.0%	0.0%	0.20%	0.0%	0.0%	0.63%	0.43%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	18	3	3	3	2	0	2	0	0	0	1	0	3	0	0	0	1	0	0	0					
		0.29%	0.38%	0.35%	0.38%	1.19%	0.0%	0.37%	0.0%	0.0%	0.0%	0.40%	0.0%	0.61%	0.0%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	8	1	3	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1					
		0.13%	0.12%	0.35%	0.0%	0.0%	0.0%	0.0%	0.38%	0.0%	0.64%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	1.47%					
26	"9. ""Российская экологическая партия ""Зеленые"""	5	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0					
		0.08%	0.12%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.4%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	159	12	23	21	0	7	16	9	5	1	5	5	12	6	3	3	15	11	0	5					
		2.64%	1.52%	2.72%	2.67%	0.0%	3.08%	3.01%	3.44%	4.76%	0.64%	2.04%	1.87%	2.45%	1.86%	4.28%	1.91%	6.55%	4.4%	0.0%	7.35%					
28	"11. ""Истинные патриоты России"""	19	0	1	0	0	0	0	0	0	0	7	4	4	3	0	0	0	0	0	0					
