Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																
Дата голосования: 07.12.2003 0:00:00																																
																																
Наименование Избирательной комиссии:    Багратионовская																																
																																
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																
																																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25					
1	"Число избирателей, внесенных в списки"	32491	1214	1138	593	548	1324	439	476	537	2311	646	2471	2338	685	724	1248	440	575	2199	2122	608	1022	2928	2016	2112	1777					
2	"Число бюллетеней, полученных участковыми комиссиями"	30513	1150	1108	560	520	1268	420	465	499	2148	620	2251	2200	670	660	1251	434	559	2100	2000	720	1000	2605	1849	1759	1697					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	13484	452	433	228	236	479	181	190	152	983	245	1154	978	278	283	373	164	243	743	828	271	451	1487	965	938	749					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	637	52	4	33	13	38	7	18	17	56	9	24	21	77	16	34	13	5	8	2	0	104	29	12	26	19					
6	Число погашенных бюллетеней	16392	646	671	299	271	751	232	257	330	1109	366	1073	1201	315	361	844	257	311	1349	1170	449	445	1089	872	795	929					
7	Число бюллетеней в переносных ящиках для голосования	637	52	4	33	13	38	7	18	17	56	9	24	21	77	16	34	13	5	8	2	0	104	29	12	26	19					
8	Число бюллетеней в стационарных ящиках для голосования	13476	452	433	228	236	479	181	190	152	983	245	1152	975	278	282	373	164	243	743	828	271	451	1487	965	936	749					
9	Число недействительных бюллетеней	207	8	5	3	8	11	6	8	5	8	4	16	11	6	6	5	4	4	6	7	9	4	21	21	9	12					
10	Число действительных бюллетеней	13906	496	432	258	241	506	182	200	164	1031	250	1160	985	349	292	402	173	244	745	823	262	551	1495	956	953	756					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	325	12	11	6	6	13	5	5	6	23	7	23	23	7	7	13	5	6	22	20	8	10	29	20	20	18					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	61	3	3	0	0	5	0	0	0	1	1	6	7	0	1	9	0	1	1	6	2	0	4	2	5	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	55	0	2	1	1	1	0	3	0	4	1	11	6	0	1	1	0	0	3	6	2	1	6	1	4	0					
14	Число погашенных открепительных удостоверений	264	9	8	6	6	8	5	5	6	22	6	17	16	7	6	4	5	5	21	14	6	10	25	18	15	14					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
