Выборы Президента Российской Федерации																																																																		
Дата голосования: 02.03.2008																																																																		
																																																																		
Наименование Избирательной комиссии:    Пролетарская																																																																		
																																																																		
Сводная таблица результатов выборов																																																																		
																																																																		
	Число участковых избирательных комиссий	59																																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	59																																																																
																																																																		
		Сумма	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378					
1	"Число избирателей, включенных в списки избирателей"	89523	1281	1252	1861	1981	1940	1940	1823	1884	1907	1814	1895	1852	1841	1860	1784	1709	1449	2186	1847	1506	1760	1079	610	1137	1629	1649	1564	773	575	1656	1127	693	2125	2011	2365	1207	1196	1902	1505	1352	1984	1898	504	1903	1361	1318	1044	1217	490	1633	1541	1537	1762	1472	1959	2093	1749	361	170					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	87461	1200	1200	1800	1900	1900	1900	1800	1800	1800	1800	1900	1800	1800	1800	1700	1700	1400	2200	1700	1500	1700	1200	600	1100	1600	1600	1500	700	500	1600	1100	700	2100	2000	2300	1200	1200	1900	1500	1300	2000	1900	400	1900	1300	1300	1000	1200	400	1700	1500	1500	1700	1400	1900	2100	1700	361	200					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	46845	635	688	1053	1177	1080	1106	1094	1108	1032	1007	1042	1052	1012	1036	972	1048	778	1189	1066	807	747	499	254	578	692	715	741	314	185	822	634	309	1131	1067	1259	550	635	1002	833	723	932	989	285	1076	730	719	609	649	187	771	794	859	891	726	733	949	819	355	100					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2711	46	64	7	10	8	19	16	32	47	23	58	30	56	60	41	41	22	86	38	88	60	74	59	32	130	70	60	11	100	53	46	19	41	81	29	81	21	27	16	14	25	30	115	43	17	45	23	27	33	29	39	30	48	19	106	75	115	6	70					
6	Число погашенных избирательных бюллетеней	37905	519	448	740	713	812	775	690	660	721	770	800	718	732	704	687	611	600	925	596	605	893	627	287	490	778	815	699	375	215	725	420	372	928	852	1012	569	544	871	651	563	1043	881	0	781	553	536	368	524	180	900	667	611	761	655	1061	1076	766	0	30					
