Выборы Президента Российской Федерации																																																									
																																																									
Наименование Избирательной комиссии:    Новоаннинская																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253					
1	"Число избирателей, внесенных в список"	30596	1580	1415	1177	1158	1394	1393	1666	1564	1018	2383	791	81	135	484	193	125	89	425	232	349	803	224	808	152	209	278	494	300	605	245	54	1749	297	78	153	436	539	837	134	193	473	708	212	1008	227	262	1223	52	73	118					
2	Число полученных избирательных бюллетеней	30170	1500	1300	1100	1100	1200	1300	1500	1600	1000	2200	800	80	150	500	210	130	105	440	260	350	820	230	800	155	210	280	550	400	600	250	65	1700	330	90	160	470	540	860	150	205	500	750	220	1000	235	270	1230	60	90	125					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16352	754	657	569	493	801	656	803	782	441	1095	511	61	99	343	145	108	77	216	142	198	398	90	500	141	165	180	283	212	355	144	46	842	164	57	102	274	235	549	56	137	245	506	138	493	138	143	631	48	52	77					
5	"Число избирательных бюллетеней, выданных вне помещения"	2113	56	44	63	83	61	108	70	62	84	65	77	0	5	21	16	10	0	14	23	28	139	96	53	5	0	30	74	16	24	35	5	55	41	4	0	12	180	11	58	16	122	9	36	47	37	44	50	3	3	18					
6	Число погашенных избирательных бюллетеней	11705	690	599	468	524	338	536	627	756	475	1040	212	19	46	136	49	12	28	210	95	124	283	44	247	9	45	70	193	172	221	71	14	803	125	29	58	184	125	300	36	52	133	235	46	460	60	83	549	9	35	30					
7	Число избирательных бюллетеней в переносных ящиках	2113	56	44	63	83	61	108	70	62	84	65	77	0	5	21	16	10	0	14	23	28	139	96	53	5	0	30	74	16	24	35	5	55	41	4	0	12	180	11	58	16	122	9	36	47	37	44	50	3	3	18					
8	Число бюллетеней в стационарных ящиках для голосования	16348	754	657	569	493	801	656	803	782	440	1095	511	61	99	343	145	108	77	216	142	198	398	90	500	141	165	180	283	212	355	144	46	842	164	57	102	274	235	549	56	137	244	506	138	491	138	143	631	48	52	77					
9	Число недействительных избирательных бюллетеней	142	9	3	5	2	12	3	5	4	3	11	2	0	2	4	0	0	0	5	0	0	2	1	6	0	0	5	4	4	5	2	0	0	4	1	0	1	3	5	4	2	3	5	0	6	5	1	3	0	0	0					
10	Число действительных избирательных бюллетеней	18319	801	698	627	574	850	761	868	840	521	1149	586	61	102	360	161	118	77	225	165	226	535	185	547	146	165	205	353	224	374	177	51	897	201	60	102	285	412	555	110	151	363	510	174	532	170	186	678	51	55	95					
11	Число полученных открепительных  удостоверений	472	15	15	60	15	15	15	15	15	15	15	15	3	3	15	3	3	3	15	3	3	15	3	15	3	3	3	15	3	15	3	3	15	3	3	3	4	15	15	3	3	3	15	3	15	3	3	15	3	3	3					
12	Число выданных открепительных удостоверений	120	3	4	33	2	9	2	4	4	1	4	3	0	0	5	0	0	0	3	0	0	9	1	0	0	0	0	0	0	1	0	0	6	0	0	1	4	3	10	0	0	2	3	0	1	0	2	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	56	8	4	5	1	5	0	1	2	0	2	0	1	0	2	0	2	0	0	3	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	7	0	0	0	0	0	5	0	1	0	1	0	0					
14	Число неиспользованных открепительных удостоверений	352	12	11	27	13	6	13	11	11	14	11	12	3	3	10	3	3	3	12	3	3	6	2	15	3	3	3	15	3	14	3	3	9	3	3	2	0	12	5	3	3	1	12	3	14	3	1	15	3	3	3					
15	"Число открепительных удостоверений, выданных в ТИК"	30	0	0	2	2	0	0	0	2	1	1	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																									
18	. Глазьев Сергей Юрьевич	429	26	26	16	17	24	26	25	19	9	25	8	1	1	4	8	11	1	11	5	9	10	3	8	2	6	8	7	3	6	2	0	21	3	0	1	6	3	11	0	0	5	10	0	12	4	7	17	2	0	0					
		2.32%	3.21%	3.71%	2.53%	2.95%	2.78%	3.40%	2.86%	2.25%	1.72%	2.16%	1.36%	1.64%	0.96%	1.10%	4.97%	9.32%	1.30%	4.78%	3.03%	3.98%	1.86%	1.61%	1.45%	1.37%	3.64%	3.81%	1.96%	1.32%	1.58%	1.12%	0.00%	2.34%	1.46%	0.00%	0.98%	2.10%	0.72%	1.96%	0.00%	0.00%	1.37%	1.94%	0.00%	2.23%	2.29%	3.74%	2.50%	3.92%	0.00%	0.00%					
19	. Малышкин Олег Александрович	496	24	9	17	11	19	23	18	20	13	35	18	0	2	18	8	8	3	6	5	10	24	33	12	1	2	5	7	0	11	5	0	23	3	1	0	4	19	14	2	4	5	12	6	11	3	1	14	0	7	0					
		2.69%	2.96%	1.28%	2.69%	1.91%	2.20%	3.01%	2.06%	2.37%	2.48%	3.02%	3.06%	0.00%	1.92%	4.95%	4.97%	6.78%	3.90%	2.61%	3.03%	4.42%	4.47%	17.74%	2.17%	0.68%	1.21%	2.38%	1.96%	0.00%	2.90%	2.79%	0.00%	2.56%	1.46%	1.64%	0.00%	1.40%	4.58%	2.50%	1.75%	2.61%	1.37%	2.33%	3.45%	2.04%	1.71%	0.53%	2.06%	0.00%	12.73%	0.00%					
20	. Миронов Сергей Михайлович	116	3	8	5	2	6	6	3	10	2	6	3	0	0	0	0	1	0	1	0	0	2	3	3	1	1	0	2	2	2	1	0	8	4	2	2	2	4	6	2	0	2	3	0	1	0	0	5	1	1	0					
		0.63%	0.37%	1.14%	0.79%	0.35%	0.70%	0.79%	0.34%	1.18%	0.38%	0.52%	0.51%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.43%	0.00%	0.00%	0.37%	1.61%	0.54%	0.68%	0.61%	0.00%	0.56%	0.88%	0.53%	0.56%	0.00%	0.89%	1.95%	3.28%	1.96%	0.70%	0.96%	1.07%	1.75%	0.00%	0.55%	0.58%	0.00%	0.19%	0.00%	0.00%	0.73%	1.96%	1.82%	0.00%					
21	. Путин Владимир Владимирович	10970	435	388	333	371	493	425	451	456	270	732	295	46	84	235	88	85	54	157	117	152	318	90	279	71	113	98	200	134	260	122	45	540	133	47	61	131	247	353	83	47	249	406	134	379	97	128	425	45	12	56					
		59.42%	53.70%	55.35%	52.69%	64.41%	57.19%	55.63%	51.66%	54.03%	51.53%	63.10%	50.17%	75.41%	80.77%	64.56%	54.66%	72.03%	70.13%	68.26%	70.91%	67.26%	59.22%	48.39%	50.45%	48.63%	68.48%	46.67%	56.02%	58.77%	68.60%	68.16%	88.24%	60.20%	64.88%	77.05%	59.80%	45.80%	59.52%	63.04%	72.81%	30.72%	68.03%	78.83%	77.01%	70.45%	55.43%	68.45%	62.41%	88.24%	21.82%	58.95%					
22	. Хакамада Ирина Муцуовна	327	14	22	15	11	13	15	26	23	20	20	3	0	1	6	3	0	1	9	2	3	7	3	12	3	2	2	4	3	12	1	0	16	1	0	0	5	4	7	2	0	7	2	2	9	5	1	8	0	1	1					
		1.77%	1.73%	3.14%	2.37%	1.91%	1.51%	1.96%	2.98%	2.73%	3.82%	1.72%	0.51%	0.00%	0.96%	1.65%	1.86%	0.00%	1.30%	3.91%	1.21%	1.33%	1.30%	1.61%	2.17%	2.05%	1.21%	0.95%	1.12%	1.32%	3.17%	0.56%	0.00%	1.78%	0.49%	0.00%	0.00%	1.75%	0.96%	1.25%	1.75%	0.00%	1.91%	0.39%	1.15%	1.67%	2.86%	0.53%	1.17%	0.00%	1.82%	1.05%					
23	. Харитонов Николай Михайлович	5643	293	233	227	136	273	250	328	288	200	303	257	10	14	87	40	12	18	38	32	52	172	48	228	66	34	82	122	77	80	45	5	276	56	9	37	132	127	160	21	99	94	69	29	108	58	47	201	3	32	35					
		30.57%	36.17%	33.24%	35.92%	23.61%	31.67%	32.72%	37.57%	34.12%	38.17%	26.12%	43.71%	16.39%	13.46%	23.90%	24.84%	10.17%	23.38%	16.52%	19.39%	23.01%	32.03%	25.81%	41.23%	45.21%	20.61%	39.05%	34.17%	33.77%	21.11%	25.14%	9.80%	30.77%	27.32%	14.75%	36.27%	46.15%	30.60%	28.57%	18.42%	64.71%	25.68%	13.40%	16.67%	20.07%	33.14%	25.13%	29.52%	5.88%	58.18%	36.84%					
																																																									
