Выборы Президента Российской Федерации																																																						
Дата голосования: 02.03.2008																																																						
																																																						
Наименование Избирательной комиссии:    Новоаннинская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
	Число участковых избирательных комиссий	47																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	47																																																				
																																																						
		Сумма	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227	УИК №1228	УИК №1229	УИК №1230	УИК №1231	УИК №1232	УИК №1233	УИК №1234	УИК №1235	УИК №1236	УИК №1237	УИК №1238	УИК №1239	УИК №1240	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251					
1	"Число избирателей, включенных в списки избирателей"	27735	1494	1404	1106	1122	1303	1382	1499	1273	1137	1380	1038	747	84	91	430	168	105	74	395	186	300	703	166	685	112	161	199	443	283	538	197	1586	401	350	395	774	124	148	390	611	175	861	208	226	1133	53	95					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	29880	1476	1377	1101	1100	1338	1410	1579	1442	1163	1300	1050	772	86	110	495	196	112	89	418	241	351	810	203	790	120	170	230	500	300	599	209	1671	509	417	458	820	126	170	410	683	207	969	224	239	1654	75	111					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	17354	900	800	676	622	881	759	850	799	602	833	647	454	73	88	338	110	84	68	229	129	192	456	80	503	90	114	126	288	185	405	134	1072	115	304	231	470	40	103	241	361	148	498	152	144	850	41	69					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	4890	152	106	110	185	164	172	163	97	203	111	123	159	11	3	58	58	20	6	107	57	65	205	85	138	21	40	71	123	82	97	58	233	230	33	140	191	83	43	139	139	27	204	54	78	208	12	26					
6	Число погашенных избирательных бюллетеней	7636	424	471	315	293	293	479	566	546	358	356	280	159	2	19	99	28	8	15	82	55	94	149	38	149	9	16	33	89	33	97	17	366	164	80	87	159	3	24	30	183	32	267	18	17	596	22	16					
