Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																									
Дата голосования: 07.12.2003 0:00:00																																									
																																									
Наименование Избирательной комиссии:    Мценская																																									
																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																									
																																									
		Сумма	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505					
1	"Число избирателей, внесенных в списки"	14560	449	262	487	510	327	298	317	307	160	268	215	374	165	275	570	340	423	230	185	813	628	132	387	397	317	819	480	941	159	222	394	218	2045	446					
2	"Число бюллетеней, полученных участковыми комиссиями"	14490	540	255	468	510	319	279	287	320	146	266	215	374	167	278	570	333	399	234	203	812	624	132	384	389	309	808	468	950	141	220	394	221	2040	435					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8942	337	181	298	331	219	197	123	144	106	170	115	232	133	272	254	180	255	126	104	625	333	88	328	137	138	397	245	548	106	155	304	126	1337	298					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	3303	112	46	147	63	58	45	127	94	38	74	91	31	19	0	209	98	89	81	70	116	267	42	24	220	122	192	190	261	19	47	75	61	120	55					
6	Число погашенных бюллетеней	2245	91	28	23	116	42	37	37	82	2	22	9	111	15	6	107	55	55	27	29	71	24	2	32	32	49	219	33	141	16	18	15	34	583	82					
7	Число бюллетеней в переносных ящиках для голосования	3303	112	46	147	63	58	45	127	94	38	74	91	31	19	0	209	98	89	81	70	116	267	42	24	220	122	192	190	261	19	47	75	61	120	55					
8	Число бюллетеней в стационарных ящиках для голосования	8941	337	181	298	331	219	197	123	144	106	170	115	232	133	272	253	180	255	126	104	625	333	88	328	137	138	397	245	548	106	155	304	126	1337	298					
9	Число недействительных бюллетеней	80	7	1	0	0	2	1	1	0	0	1	0	2	0	0	5	1	1	1	1	1	1	0	3	0	2	4	3	7	4	0	2	3	18	8					
10	Число действительных бюллетеней	12164	442	226	445	394	275	241	249	238	144	243	206	261	152	272	457	277	343	206	173	740	599	130	349	357	258	585	432	802	121	202	377	184	1439	345					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	265	10	5	10	10	5	5	5	15	5	5	5	5	5	5	10	5	5	5	15	10	10	5	5	5	5	10	10	10	5	5	5	5	30	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	146	4	5	3	2	2	2	2	14	1	3	3	5	0	1	10	4	2	5	14	6	3	1	3	2	1	9	2	4	1	2	4	0	23	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	162	4	4	9	5	2	1	6	4	5	1	5	5	1	3	6	3	12	3	4	4	7	4	8	7	5	4	9	2	5	2	6	2	8	6					
14	Число погашенных открепительных удостоверений	119	6	0	7	8	3	3	3	1	4	2	2	0	5	4	0	1	3	0	1	4	7	4	2	3	4	1	8	6	4	3	1	5	7	7					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																									
18	"1. ""ЕДИНЕНИЕ"""	96	5	1	5	8	1	4	1	2	6	0	1	3	0	2	0	1	10	0	2	0	9	0	0	0	0	3	1	6	0	3	1	1	14	6					
		0.78%	1.11%	0.44%	1.12%	2.03%	0.36%	1.65%	0.4%	0.84%	4.16%	0.0%	0.48%	1.14%	0.0%	0.73%	0.0%	0.35%	2.90%	0.0%	1.14%	0.0%	1.5%	0.0%	0.0%	0.0%	0.0%	0.50%	0.22%	0.74%	0.0%	1.48%	0.26%	0.53%	0.96%	1.69%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	79	7	3	3	6	0	2	1	2	5	1	0	1	1	0	6	1	4	0	0	2	2	1	0	2	1	4	1	7	1	1	0	0	9	5					
		0.64%	1.55%	1.32%	0.67%	1.52%	0.0%	0.82%	0.4%	0.84%	3.47%	0.40%	0.0%	0.38%	0.65%	0.0%	1.29%	0.35%	1.16%	0.0%	0.0%	0.26%	0.33%	0.76%	0.0%	0.56%	0.38%	0.67%	0.22%	0.86%	0.8%	0.49%	0.0%	0.0%	0.61%	1.41%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	121	2	1	2	2	1	5	2	2	0	6	0	1	1	0	4	3	8	0	1	0	9	0	0	2	6	9	1	9	2	0	1	1	35	5					
		0.98%	0.44%	0.44%	0.44%	0.50%	0.36%	2.06%	0.8%	0.84%	0.0%	2.45%	0.0%	0.38%	0.65%	0.0%	0.86%	1.07%	2.32%	0.0%	0.57%	0.0%	1.5%	0.0%	0.0%	0.56%	2.30%	1.52%	0.22%	1.11%	1.6%	0.0%	0.26%	0.53%	2.40%	1.41%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	131	9	3	2	9	3	2	3	2	0	3	3	0	0	0	8	6	8	0	7	2	3	1	5	1	2	11	2	13	0	2	4	1	13	3					
		1.06%	2.00%	1.32%	0.44%	2.28%	1.08%	0.82%	1.2%	0.84%	0.0%	1.22%	1.45%	0.0%	0.0%	0.0%	1.73%	2.15%	2.32%	0.0%	4.02%	0.26%	0.5%	0.76%	1.42%	0.28%	0.76%	1.86%	0.45%	1.60%	0.0%	0.99%	1.05%	0.53%	0.89%	0.84%					
22	"5. ""За Русь Святую"""	53	2	0	1	5	1	2	0	1	0	1	0	1	0	0	3	1	0	0	2	0	2	2	0	1	0	3	1	2	0	4	1	0	10	7					
		0.43%	0.44%	0.0%	0.22%	1.26%	0.36%	0.82%	0.0%	0.42%	0.0%	0.40%	0.0%	0.38%	0.0%	0.0%	0.64%	0.35%	0.0%	0.0%	1.14%	0.0%	0.33%	1.53%	0.0%	0.28%	0.0%	0.50%	0.22%	0.24%	0.0%	1.98%	0.26%	0.0%	0.68%	1.98%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	3	0					
		0.09%	0.0%	0.0%	0.0%	0.50%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.28%	0.38%	0.16%	0.22%	0.0%	0.8%	0.49%	0.0%	0.0%	0.20%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	66	1	0	0	7	1	0	3	3	0	1	0	1	0	0	3	0	3	0	2	2	0	0	0	0	0	12	2	6	2	3	0	1	11	2					
