Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
Наименование Избирательной комиссии:    Ростовская																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754					
1	"Число избирателей, внесенных в список избирателей"	55821	2296	2402	2917	1641	1769	1464	2822	1797	2445	2392	2582	2380	355	378	192	579	397	419	1075	189	256	175	114	397	173	94	629	2129	1961	261	353	682	446	244	762	1010	874	1693	2284	2221	412	1511	320	2694	961	472	2202					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	51140	2050	2200	2650	1500	1600	1500	2500	1600	2100	2150	2300	2100	330	350	190	550	360	400	1000	170	240	160	140	370	160	90	600	2000	1800	240	310	650	410	220	700	950	800	1550	2100	2100	400	1400	300	2500	900	450	2000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	25422	1011	1200	1453	623	807	607	1162	674	1171	1234	1386	1267	116	139	64	198	131	176	491	84	79	92	60	197	93	17	246	887	887	94	157	295	160	85	373	428	331	766	1326	1164	209	627	142	1310	311	222	870					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	2834	33	17	36	72	54	70	68	29	43	45	53	32	74	84	60	156	135	51	83	27	60	11	17	29	19	35	50	110	123	48	35	125	20	65	50	87	103	41	51	44	41	44	33	52	133	38	148					
6	Число погашенных избирательных бюллетеней	22884	1006	983	1161	805	739	823	1270	897	886	871	861	801	140	127	66	196	94	173	426	59	101	57	63	144	48	38	304	1003	790	98	118	230	230	70	277	435	366	743	723	892	150	729	125	1138	456	190	982					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2834	33	17	36	72	54	70	68	29	43	45	53	32	74	84	60	156	135	51	83	27	60	11	17	29	19	35	50	110	123	48	35	125	20	65	50	87	103	41	51	44	41	44	33	52	133	38	148					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	25415	1011	1200	1453	623	806	607	1161	674	1170	1234	1384	1267	116	139	64	198	131	176	491	84	79	92	60	197	93	17	246	887	887	94	157	295	160	85	373	428	331	765	1326	1163	209	627	142	1310	311	222	870					
9	Число недействительных избирательных бюллетеней	382	14	20	28	10	9	6	15	13	13	15	20	26	2	2	0	1	5	3	9	1	2	0	0	3	1	0	3	13	14	2	1	1	2	3	7	6	7	10	20	31	4	5	1	14	3	0	17					
10	Число действительных избирательных бюллетеней	27867	1030	1197	1461	685	851	671	1214	690	1200	1264	1417	1273	188	221	124	353	261	224	565	110	137	103	77	223	111	52	293	984	996	140	191	419	178	147	416	509	427	796	1357	1176	246	666	174	1348	441	260	1001					
