Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																										
Дата голосования: 04.12.2011																																										
																																										
Наименование Избирательной комиссии:    Шарканская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132	УИК №3133	УИК №3134	УИК №3135					
1	"Число избирателей, внесенных в список избирателей"	16588	659	223	435	318	669	173	61	257	493	220	787	195	583	143	218	618	359	374	762	1086	2289	1160	439	532	142	585	134	450	550	151	123	197	287	684	232					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16630	670	230	430	320	690	180	60	260	530	220	790	200	570	120	210	630	360	360	820	1000	2300	1100	450	540	140	600	140	450	570	160	120	190	270	700	250					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9295	479	178	201	149	365	107	48	148	285	129	421	115	389	67	135	347	284	242	480	512	1092	609	254	259	94	352	95	201	415	102	60	118	81	326	156					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1171	38	6	42	34	55	4	2	46	38	21	33	9	18	12	21	89	12	26	72	34	92	44	19	41	9	46	8	71	61	32	20	14	43	30	29					
6	Число погашенных избирательных бюллетеней	6164	153	46	187	137	270	69	10	66	207	70	336	76	163	41	54	194	64	92	268	454	1116	447	177	240	37	202	37	178	94	26	40	58	146	344	65					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1171	38	6	42	34	55	4	2	46	38	21	33	9	18	12	21	89	12	26	72	34	92	44	19	41	9	46	8	71	61	32	20	14	43	30	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9290	479	178	201	149	364	107	48	148	285	129	421	115	389	67	135	347	280	242	480	512	1092	609	254	259	94	352	95	201	415	102	60	118	81	326	156					
9	Число недействительных избирательных бюллетеней	137	8	0	4	5	8	5	0	2	2	5	4	0	3	2	3	5	0	3	3	8	19	12	2	2	0	3	1	4	4	3	1	3	3	7	3					
10	Число действительных избирательных бюллетеней	10324	509	184	239	178	411	106	50	192	321	145	450	124	404	77	153	431	292	265	549	538	1165	641	271	298	103	395	102	268	472	131	79	129	121	349	182					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	379	17	9	7	6	13	4	2	10	25	5	20	7	10	3	5	13	10	11	41	15	16	12	12	7	3	10	3	11	28	10	2	3	5	7	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	312	17	5	2	6	12	4	2	9	25	5	13	4	10	1	2	8	10	8	41	5	16	10	9	7	0	10	3	5	26	8	2	2	4	5	16					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	87	7	3	3	0	0	1	0	3	3	2	4	5	2	6	2	5	3	3	4	5	7	3	1	2	0	1	1	2	3	3	1	0	1	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	67	0	4	5	0	1	0	0	1	0	0	7	3	0	2	3	5	0	3	0	10	0	2	3	0	3	0	0	6	2	2	0	1	1	2	1					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	701	17	3	15	14	31	6	1	11	16	6	31	10	27	12	8	25	21	11	35	59	112	68	22	19	3	18	5	17	12	2	3	6	11	31	13					
		6.70%	3.29%	1.63%	6.17%	7.65%	7.40%	5.41%	2.00%	5.67%	4.95%	4.00%	6.83%	8.06%	6.63%	15.19%	5.13%	5.73%	7.19%	4.10%	6.34%	10.81%	9.46%	10.41%	8.06%	6.33%	2.91%	4.52%	4.85%	6.25%	2.52%	1.49%	3.75%	4.55%	8.87%	8.71%	7.03%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1401	64	14	38	28	22	14	8	21	49	28	110	31	34	13	19	65	15	22	66	92	164	97	49	35	15	43	24	23	47	8	13	23	14	75	18					
		13.39%	12.38%	7.61%	15.64%	15.30%	5.25%	12.61%	16.00%	10.82%	15.17%	18.67%	24.23%	25.00%	8.35%	16.46%	12.18%	14.91%	5.14%	8.21%	11.96%	16.85%	13.85%	14.85%	17.95%	11.67%	14.56%	10.80%	23.30%	8.46%	9.87%	5.97%	16.25%	17.42%	11.29%	21.07%	9.73%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	5	2	0	3	3	1	0	2	2	2	4	0	3	0	2	3	1	0	6	1	6	2	0	1	0	1	1	1	2	0	0	2	3	2	0					
		0.58%	0.97%	1.09%	0.00%	1.64%	0.72%	0.90%	0.00%	1.03%	0.62%	1.33%	0.88%	0.00%	0.74%	0.00%	1.28%	0.69%	0.34%	0.00%	1.09%	0.18%	0.51%	0.31%	0.00%	0.33%	0.00%	0.25%	0.97%	0.37%	0.42%	0.00%	0.00%	1.52%	2.42%	0.56%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1016	17	7	21	20	26	15	1	21	13	7	39	15	36	8	23	22	15	18	55	84	182	85	28	28	15	33	12	29	26	7	5	13	20	42	28					
		9.71%	3.29%	3.80%	8.64%	10.93%	6.21%	13.51%	2.00%	10.82%	4.02%	4.67%	8.59%	12.10%	8.85%	10.13%	14.74%	5.05%	5.14%	6.72%	9.96%	15.38%	15.37%	13.02%	10.26%	9.33%	14.56%	8.29%	11.65%	10.66%	5.46%	5.22%	6.25%	9.85%	16.13%	11.80%	15.14%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	63	5	0	2	1	1	0	0	1	4	0	2	1	2	1	2	1	2	1	1	8	7	2	4	3	0	0	1	2	1	0	1	1	0	3	3					
		0.60%	0.97%	0.00%	0.82%	0.55%	0.24%	0.00%	0.00%	0.52%	1.24%	0.00%	0.44%	0.81%	0.49%	1.27%	1.28%	0.23%	0.68%	0.37%	0.18%	1.47%	0.59%	0.31%	1.47%	1.00%	0.00%	0.00%	0.97%	0.74%	0.21%	0.00%	1.25%	0.76%	0.00%	0.84%	1.62%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7042	397	158	163	110	324	69	40	134	237	101	263	66	299	43	98	313	238	212	383	291	692	384	167	211	70	298	59	195	384	114	57	84	73	195	120					
		67.32%	76.79%	85.87%	67.08%	60.11%	77.33%	62.16%	80.00%	69.07%	73.37%	67.33%	57.93%	53.23%	73.46%	54.43%	62.82%	71.79%	81.51%	79.10%	69.38%	53.30%	58.45%	58.81%	61.17%	70.33%	67.96%	74.87%	57.28%	71.69%	80.67%	85.07%	71.25%	63.64%	58.87%	54.78%	64.86%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	40	4	0	0	2	4	1	0	2	0	1	1	1	3	0	1	2	0	1	3	3	2	3	1	1	0	2	0	1	0	0	0	0	0	1	0					
		0.38%	0.77%	0.00%	0.00%	1.09%	0.95%	0.90%	0.00%	1.03%	0.00%	0.67%	0.22%	0.81%	0.74%	0.00%	0.64%	0.46%	0.00%	0.37%	0.54%	0.55%	0.17%	0.46%	0.37%	0.33%	0.00%	0.50%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
