Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Шарканская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №3101	УИК №3102	УИК №3103	УИК №3104	УИК №3105	УИК №3106	УИК №3107	УИК №3108	УИК №3109	УИК №3110	УИК №3111	УИК №3112	УИК №3113	УИК №3114	УИК №3115	УИК №3116	УИК №3117	УИК №3118	УИК №3119	УИК №3120	УИК №3121	УИК №3122	УИК №3123	УИК №3124	УИК №3125	УИК №3126	УИК №3127	УИК №3128	УИК №3129	УИК №3130	УИК №3131	УИК №3132					
1	"Число избирателей, внесенных в списки избирателей"	16366	626	208	415	301	690	187	58	496	524	216	634	199	506	166	219	623	364	351	824	1928	1596	1814	442	543	140	432	264	465	568	163	123	281					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	16400	650	210	440	320	700	190	70	500	550	210	630	200	500	170	220	630	350	330	850	1900	1500	1800	450	550	140	450	280	470	580	160	120	280					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9891	476	173	266	216	419	128	53	274	338	130	354	120	348	78	138	322	258	251	488	980	882	1066	240	314	113	293	159	236	448	114	67	149					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1335	41	9	48	23	70	12	2	71	50	29	15	12	15	36	41	168	29	31	65	66	81	27	11	94	5	48	46	52	33	30	27	48					
6	Число погашенных избирательных бюллетеней	5174	133	28	126	81	211	50	15	155	162	51	261	68	137	56	41	140	63	48	297	854	537	707	199	142	22	109	75	182	99	16	26	83					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1335	41	9	48	23	70	12	2	71	50	29	15	12	15	36	41	168	29	31	65	66	81	27	11	94	5	48	46	52	33	30	27	48					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9886	476	173	265	216	419	128	53	274	338	130	354	120	348	78	138	322	258	251	488	979	882	1065	240	314	113	293	159	234	448	114	67	149					
9	Число недействительных избирательных бюллетеней	137	10	2	0	11	3	0	0	4	5	1	4	2	4	0	10	8	0	8	5	10	13	16	2	3	0	1	2	0	3	2	2	6					
10	Число действительных избирательных бюллетеней	11084	507	180	313	228	486	140	55	341	383	158	365	130	359	114	169	482	287	274	548	1035	950	1076	249	405	118	340	203	286	478	142	92	191					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	444	20	16	25	20	40	4	16	13	26	4	13	4	18	4	4	50	4	5	20	17	9	12	10	15	2	22	19	5	13	2	2	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	358	17	9	25	20	27	4	12	10	24	4	6	2	18	4	1	30	4	4	19	14	7	11	3	14	0	22	19	5	13	2	2	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	71	5	1	1	1	3	0	3	5	2	2	6	0	7	1	0	7	2	0	0	3	3	7	1	3	0	3	3	1	1	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	86	3	7	0	0	13	0	4	3	2	0	7	2	0	0	3	20	0	1	1	3	2	1	7	1	2	0	0	0	0	0	0	4					
