Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																								
Дата голосования: 07.12.2003 0:00:00																																								
																																								
"Наименование Избирательной комиссии:    Уфа, Ленинская"																																								
																																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																								
																																								
		Сумма	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195					
1	"Число избирателей, внесенных в списки"	52902	2699	2609	1481	2015	891	1106	1343	2799	692	1508	882	1024	908	2160	2500	826	1458	1360	806	1431	1372	2183	1076	1915	879	2177	2278	2558	2189	1971	2510	156	1140					
2	"Число бюллетеней, полученных участковыми комиссиями"	46175	2500	2360	1190	1500	1000	1000	1120	2500	620	1380	760	880	810	1900	2140	760	1240	1140	690	1190	1190	1900	1000	1620	690	1800	2100	2360	1900	1640	2000	135	1160					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	32874	1859	1623	1060	1313	858	755	722	1732	341	864	563	631	584	1370	1500	420	803	815	442	857	722	1359	601	833	541	1405	1188	1657	1333	1271	1730	84	1038					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1309	53	36	30	33	21	19	80	58	47	63	39	40	23	33	16	46	57	40	44	39	17	9	50	39	26	33	37	25	31	173	12	28	12					
6	Число погашенных бюллетеней	11988	585	701	100	154	121	226	318	710	232	453	157	209	203	497	624	294	380	285	204	294	451	532	349	748	123	362	875	678	536	196	258	23	110					
7	Число бюллетеней в переносных ящиках для голосования	1309	53	36	30	33	21	19	80	58	47	63	39	40	23	33	16	46	57	40	44	39	17	9	50	39	26	33	37	25	31	173	12	28	12					
8	Число бюллетеней в стационарных ящиках для голосования	32870	1856	1623	1060	1313	858	755	722	1732	341	864	562	631	584	1370	1500	420	803	815	442	857	722	1359	601	833	541	1405	1188	1657	1333	1271	1730	84	1038					
9	Число недействительных бюллетеней	821	25	15	10	12	19	21	14	12	11	10	7	13	10	35	45	18	29	21	17	39	23	53	26	41	12	29	39	26	49	24	15	6	95					
10	Число действительных бюллетеней	33358	1884	1644	1080	1334	860	753	788	1778	377	917	594	658	597	1368	1471	448	831	834	469	857	716	1315	625	831	555	1409	1186	1656	1315	1420	1727	106	955					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1383	90	65	40	49	40	45	40	85	25	40	40	40	30	50	50	40	25	30	40	15	40	50	20	50	40	50	40	65	40	50	50	4	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	1179	90	65	39	48	39	42	32	85	18	40	10	7	23	50	49	27	22	26	12	15	23	48	16	45	14	49	37	65	40	47	50	1	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	955	26	22	58	206	21	16	42	20	20	9	11	8	16	16	21	6	24	17	14	10	15	7	9	19	8	19	10	7	3	122	121	8	24					
14	Число погашенных открепительных удостоверений	204	0	0	1	1	1	3	8	0	7	0	30	33	7	0	1	13	3	4	28	0	17	2	4	5	26	1	3	0	0	3	0	3	0					
15	Число открепительных удостоверений выданных ТИК	16	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	1	1	1	0	0	1	1	2	1	0	0	0	0	0					
16	Число утраченных бюллетеней	4	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	"1. ""ЕДИНЕНИЕ"""	492	9	17	14	9	7	8	11	17	8	14	11	7	12	32	14	12	25	9	3	17	9	38	15	19	14	19	17	14	19	23	13	2	34					
		1.43%	0.47%	1.02%	1.28%	0.66%	0.79%	1.03%	1.37%	0.94%	2.06%	1.51%	1.83%	1.04%	1.97%	2.28%	0.92%	2.57%	2.90%	1.05%	0.61%	1.89%	1.21%	2.77%	2.30%	2.17%	2.46%	1.32%	1.38%	0.83%	1.39%	1.59%	0.74%	1.78%	3.23%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2055	180	158	103	117	57	75	45	173	14	68	36	49	39	71	82	15	24	52	26	21	27	50	18	18	48	76	44	109	60	54	77	2	67					
		6.01%	9.42%	9.52%	9.44%	8.69%	6.48%	9.68%	5.61%	9.66%	3.60%	7.33%	5.99%	7.30%	6.42%	5.06%	5.40%	3.21%	2.79%	6.08%	5.34%	2.34%	3.65%	3.65%	2.76%	2.06%	8.46%	5.28%	3.59%	6.48%	4.39%	3.73%	4.42%	1.78%	6.38%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1236	49	65	43	37	22	26	34	45	21	41	20	27	26	64	57	24	41	34	31	36	24	54	19	46	21	45	44	58	60	57	38	2	25					
