Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Курская - 110																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №573	УИК №574	УИК №575	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №598	УИК №599	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №612	УИК №613	УИК №614	УИК №615									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	26109	293	1186	301	410	347	114	1372	729	1257	1176	467	2086	2008	696	1796	475	247	545	869	579	843	1656	181	468	346	194	533	1296	1351	1088	698	502									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	20264	231	940	238	327	277	89	1114	582	1014	946	373	1694	1220	478	1262	380	198	422	702	475	670	1327	153	386	283	160	425	1034	1030	867	567	400									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9448	92	410	75	119	87	54	465	192	422	373	150	983	1118	345	946	128	31	113	369	159	239	570	60	105	87	64	139	413	354	395	243	148									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2324	48	74	39	67	94	18	39	34	75	130	39	9	11	26	38	77	110	119	32	132	97	119	54	72	88	38	54	50	238	120	94	89									
6	Число погашенных избирательных бюллетеней	8492	91	456	124	141	96	17	610	356	517	443	184	702	91	107	278	175	57	190	301	184	334	638	39	209	108	58	232	571	438	352	230	163									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2324	48	74	39	67	94	18	39	34	75	130	39	9	11	26	38	77	110	119	32	132	97	119	54	72	88	38	54	50	238	120	94	89									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9448	92	410	75	119	87	54	465	192	422	373	150	983	1118	345	946	128	31	113	369	159	239	570	60	105	87	64	139	413	354	395	243	148									
9	Число недействительных избирательных бюллетеней	238	1	15	9	4	5	2	15	6	11	7	5	29	16	7	15	5	1	7	9	3	4	4	0	4	3	4	9	10	10	6	7	5									
10	Число действительных избирательных бюллетеней	11534	139	469	105	182	176	70	489	220	486	496	184	963	1113	364	969	200	140	225	392	288	332	685	114	173	172	98	184	453	582	509	330	232									
