Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Лопатинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	11140	80	101	472	311	283	340	286	818	289	213	107	65	487	413	1473	1264	1037	227	225	477	789	536	544	114	189									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	11256	80	100	450	310	290	340	285	820	290	220	110	66	510	415	1490	1280	1080	230	230	480	790	535	550	115	190									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	9086	79	99	229	257	240	282	256	662	261	133	91	52	357	343	1149	955	907	166	190	327	744	529	525	98	155									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	799	0	0	87	30	21	10	9	12	16	51	6	11	82	38	107	127	45	22	12	55	8	3	15	12	20									
6	Число погашенных избирательных бюллетеней	1371	1	1	134	23	29	48	20	146	13	36	13	3	71	34	234	198	128	42	28	98	38	3	10	5	15									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	799	0	0	87	30	21	10	9	12	16	51	6	11	82	38	107	127	45	22	12	55	8	3	15	12	20									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	9075	79	99	229	257	240	282	256	662	261	133	91	52	357	343	1149	947	905	166	190	327	744	529	524	98	155									
9	Число недействительных избирательных бюллетеней	112	0	6	2	7	0	0	0	10	1	15	2	0	1	6	12	4	24	0	1	0	0	1	20	0	0									
10	Число действительных избирательных бюллетеней	9762	79	93	314	280	261	292	265	664	276	169	95	63	438	375	1244	1070	926	188	201	382	752	531	519	110	175									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	212	1	1	6	1	5	5	2	10	10	6	3	1	22	5	35	30	30	5	3	5	10	8	2	2	4									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	132	0	0	4	0	3	0	0	1	3	4	0	1	22	5	24	14	30	4	3	3	1	3	2	1	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	51	1	1	3	2	1	2	2	1	1	2	1	2	1	3	12	0	1	1	2	2	2	5	1	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	80	1	1	2	1	2	5	2	9	7	2	3	0	0	0	11	16	0	1	0	2	9	5	0	1	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	0	0	1	0	0	1	0	1	0	0	0	0	0	3	5	6	13	1	1	2	0	0	2	0	0									
