Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Ханты-Мансийская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281					
1	"Число избирателей, внесенных в список избирателей"	13054	392	1699	1997	510	320	391	164	318	210	90	512	425	121	439	48	393	1591	138	194	352	1065	236	143	237	627	121	321					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13127	390	1300	1500	524	356	484	163	350	228	99	512	430	162	396	50	350	1998	162	215	400	977	258	148	277	769	204	425					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	1701	0	0	0	22	0	0	0	0	0	0	400	15	0	4	0	0	1240	0	0	0	0	0	0	0	0	20	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	6979	228	752	986	333	214	334	127	211	162	82	99	291	87	295	33	291	286	106	132	185	572	153	95	170	414	92	249					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	372	12	53	33	21	10	16	6	16	7	7	0	12	9	34	2	9	16	5	3	19	29	4	1	10	21	4	13					
6	Число погашенных избирательных бюллетеней	4075	150	495	481	148	132	134	30	123	59	10	13	112	66	63	15	50	456	51	80	196	376	101	52	97	334	88	163					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2073	12	53	33	43	10	16	6	16	7	7	400	27	9	38	2	9	1256	5	3	19	29	4	1	10	21	24	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6977	228	752	986	333	214	334	127	211	162	82	99	291	87	295	33	291	284	106	132	185	572	153	95	170	414	92	249					
9	Число недействительных избирательных бюллетеней	252	6	9	21	6	2	3	1	3	5	3	13	3	1	6	1	9	114	2	10	4	6	3	2	3	10	0	6					
10	Число действительных избирательных бюллетеней	8798	234	796	998	370	222	347	132	224	164	86	486	315	95	327	34	291	1426	109	125	200	595	154	94	177	425	116	256					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	596	30	90	114	30	20	32	10	10	5	6	6	10	10	30	4	30	25	10	10	10	30	6	4	10	15	20	19					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	270	3	75	76	3	5	32	1	2	1	0	3	1	0	1	0	5	23	1	3	4	0	1	1	2	5	3	19					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1163	6	4	14	5	25	4	10	1	27	1	12	1	0	0	2	43	983	0	2	2	4	1	5	3	2	2	4					
14	Число погашенных неиспользованных открепительных удостоверений	326	27	15	38	27	15	0	9	8	4	6	3	9	10	29	4	25	2	9	7	6	30	5	3	8	10	17	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	103	2	10	12	9	3	5	0	2	2	0	1	4	0	5	1	0	5	3	1	5	10	5	1	5	12	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1137	37	126	165	42	19	31	7	28	19	10	57	59	10	50	2	31	187	11	6	22	80	8	5	17	51	13	44					
		12.56%	15.42%	15.65%	16.19%	11.17%	8.48%	8.86%	5.26%	12.33%	11.24%	11.24%	11.42%	18.55%	10.42%	15.02%	5.71%	10.33%	12.14%	9.91%	4.44%	10.78%	13.31%	5.10%	5.21%	9.44%	11.72%	11.21%	16.79%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2630	74	243	301	138	74	82	52	75	51	11	118	81	33	101	7	96	437	33	53	81	166	59	34	32	102	24	72					
