Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Ханты-Мансийская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240	УИК №241	УИК №242	УИК №243	УИК №244	УИК №245	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254					
1	"Число избирателей, внесенных в списки избирателей"	12546	397	1652	1760	391	306	433	130	249	192	122	386	419	212	505	70	524	1272	162	224	364	906	228	149	282	712	137	362					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12709	413	1863	1848	427	291	384	134	327	173	110	579	403	150	441	60	504	1656	153	150	361	744	195	141	224	511	124	343					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	1179	0	84	109	25	0	0	0	0	0	0	185	20	0	4	0	0	728	0	0	0	0	0	0	0	0	24	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8186	337	838	1086	357	251	347	100	226	117	98	143	282	136	382	49	452	468	145	135	222	689	169	115	198	469	90	285					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	414	12	50	36	9	7	17	9	23	9	4	55	14	0	21	2	8	15	5	6	36	30	2	0	6	12	10	16					
6	Число погашенных избирательных бюллетеней	2930	64	891	617	36	33	20	25	78	47	8	196	87	14	34	9	44	445	3	9	103	25	24	26	20	30	0	42					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1593	12	134	145	34	7	17	9	23	9	4	240	34	0	25	2	8	743	5	6	36	30	2	0	6	12	34	16					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8184	337	838	1085	357	251	347	100	226	117	98	142	282	136	382	49	452	468	145	135	222	689	169	115	198	469	90	285					
9	Число недействительных избирательных бюллетеней	112	4	12	18	3	7	11	1	0	1	0	5	1	0	1	0	4	11	2	1	2	10	2	0	2	5	1	8					
10	Число действительных избирательных бюллетеней	9665	345	960	1212	388	251	353	108	249	125	102	377	315	136	406	51	456	1200	148	140	256	709	169	115	202	476	123	293					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	210	10	20	20	10	6	10	6	6	4	4	3	10	3	10	3	15	10	4	4	4	16	4	4	6	7	6	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	95	0	12	12	2	0	8	0	4	1	4	3	9	0	4	0	8	3	2	1	0	6	1	1	1	5	3	5					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	471	10	4	3	3	3	2	3	1	1	1	61	4	8	1	2	193	137	5	5	4	6	2	0	7	1	0	4					
14	Число погашенных неиспользованных открепительных удостоверений	115	10	8	8	8	6	2	6	2	3	0	0	1	3	6	3	7	7	2	3	4	10	3	3	5	2	3	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	262	14	30	20	10	5	16	2	9	2	3	0	17	1	17	2	3	2	9	7	11	33	2	1	7	20	5	14					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	1.Политическая партия «Аграрная партия России»	186	7	20	29	4	6	9	3	1	1	5	4	5	3	17	2	14	21	0	3	2	14	2	1	1	6	1	5					
		1.90%	2.01%	2.06%	2.36%	1.02%	2.33%	2.47%	2.75%	0.40%	0.79%	4.90%	1.05%	1.58%	2.21%	4.18%	3.92%	3.04%	1.73%	0.00%	2.13%	0.78%	1.95%	1.17%	0.87%	0.49%	1.25%	0.81%	1.66%					
19	2.Всероссийская политическая партия «Гражданская Сила»	69	2	7	8	0	4	1	0	3	0	0	1	3	2	2	0	7	15	1	0	2	5	1	0	2	0	0	3					
		0.71%	0.57%	0.72%	0.65%	0.00%	1.55%	0.27%	0.00%	1.20%	0.00%	0.00%	0.26%	0.95%	1.47%	0.49%	0.00%	1.52%	1.24%	0.67%	0.00%	0.78%	0.70%	0.58%	0.00%	0.98%	0.00%	0.00%	0.99%					
20	3.Политическая партия «Демократическая партия России»	16	0	2	3	0	0	1	0	0	0	1	0	0	0	1	0	0	5	0	0	1	1	0	0	0	1	0	0					
		0.16%	0.00%	0.21%	0.24%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.98%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.41%	0.00%	0.00%	0.39%	0.14%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	579	17	61	93	37	11	10	1	10	1	6	31	8	10	14	1	29	90	2	7	9	50	6	3	11	40	4	17					
		5.92%	4.87%	6.28%	7.56%	9.46%	4.26%	2.75%	0.92%	4.02%	0.79%	5.88%	8.12%	2.53%	7.35%	3.44%	1.96%	6.30%	7.43%	1.33%	4.96%	3.49%	6.95%	3.51%	2.61%	5.39%	8.32%	3.23%	5.65%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	41	3	1	3	2	0	0	0	3	0	0	1	2	0	4	0	5	9	2	0	1	0	0	0	0	1	1	3					
		0.42%	0.86%	0.10%	0.24%	0.51%	0.00%	0.00%	0.00%	1.20%	0.00%	0.00%	0.26%	0.63%	0.00%	0.98%	0.00%	1.09%	0.74%	1.33%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.21%	0.81%	0.99%					
23	6.Политическая партия «Партия социальной справедливости»	25	1	2	3	1	1	0	0	1	0	1	2	4	0	0	0	0	3	0	0	0	3	0	0	0	1	0	2					
		0.26%	0.29%	0.21%	0.24%	0.26%	0.39%	0.00%	0.00%	0.40%	0.00%	0.98%	0.52%	1.27%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.21%	0.00%	0.66%					
24	7.Политическая партия «Либерально-демократическая партия России»	1246	56	144	165	44	24	39	9	20	16	8	59	37	14	47	9	72	188	17	14	32	73	31	15	11	73	9	20					
		12.74%	16.05%	14.81%	13.41%	11.25%	9.30%	10.71%	8.26%	8.03%	12.70%	7.84%	15.45%	11.71%	10.29%	11.55%	17.65%	15.65%	15.52%	11.33%	9.93%	12.40%	10.15%	18.13%	13.04%	5.39%	15.18%	7.26%	6.64%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	777	30	80	114	34	9	39	4	27	3	5	23	14	7	29	5	20	77	5	30	38	58	15	2	8	49	3	49					
		7.95%	8.60%	8.23%	9.27%	8.70%	3.49%	10.71%	3.67%	10.84%	2.38%	4.90%	6.02%	4.43%	5.15%	7.13%	9.80%	4.35%	6.36%	3.33%	21.28%	14.73%	8.07%	8.77%	1.74%	3.92%	10.19%	2.42%	16.28%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	99	2	6	17	6	0	5	0	2	1	0	4	3	1	1	3	5	22	1	1	0	3	6	1	2	5	0	2					
		1.01%	0.57%	0.62%	1.38%	1.53%	0.00%	1.37%	0.00%	0.80%	0.79%	0.00%	1.05%	0.95%	0.74%	0.25%	5.88%	1.09%	1.82%	0.67%	0.71%	0.00%	0.42%	3.51%	0.87%	0.98%	1.04%	0.00%	0.66%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6524	225	627	762	259	193	249	91	182	103	74	251	237	98	281	31	285	761	118	83	170	492	103	92	166	298	104	189					
		66.73%	64.47%	64.51%	61.95%	66.24%	74.81%	68.41%	83.49%	73.09%	81.75%	72.55%	65.71%	75.00%	72.06%	69.04%	60.78%	61.96%	62.84%	78.67%	58.87%	65.89%	68.43%	60.23%	80.00%	81.37%	61.95%	83.87%	62.79%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	103	2	10	15	1	3	0	0	0	0	2	1	2	1	10	0	19	9	2	2	1	10	5	1	1	2	1	3					
		1.05%	0.57%	1.03%	1.22%	0.26%	1.16%	0.00%	0.00%	0.00%	0.00%	1.96%	0.26%	0.63%	0.74%	2.46%	0.00%	4.13%	0.74%	1.33%	1.42%	0.39%	1.39%	2.92%	0.87%	0.49%	0.42%	0.81%	0.99%					
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
