Выборы Президента Российской Федерации																																												
																																												
Наименование Избирательной комиссии:    район Теплый Стан																																												
																																												
Итоги голосования 																																												
																																												
		Сумма	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2224	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №3169	УИК №3170	УИК №3171					
1	"Число избирателей, внесенных в список"	81485	2552	2749	2629	2488	2622	2563	2915	2699	1741	1945	1990	2462	2668	2267	2374	2356	2633	2474	2478	2363	2410	2344	2299	2174	2204	2535	2090	2045	2583	2687	2730	1240	2100	2161	362	429	124					
2	Число полученных избирательных бюллетеней	77890	2400	2600	2500	2300	2500	2400	2700	2500	1700	1900	1990	2500	2500	2100	2200	2300	2500	2300	2300	2200	2300	2200	2300	2200	2200	2400	2000	1900	2400	2500	2700	1200	1900	2300	400	450	150					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	46696	1553	1442	1469	1496	1371	1345	1533	1488	1075	1078	1130	1451	1414	1305	1370	1339	1387	1384	1399	1400	1321	1295	1419	1289	1238	1443	1153	1148	1465	1696	1612	737	1156	1401	359	427	108					
5	"Число избирательных бюллетеней, выданных вне помещения"	1290	49	34	31	24	22	36	31	38	23	51	29	54	43	34	48	23	71	49	44	38	35	36	17	39	72	29	44	33	31	42	34	10	56	24	0	0	16					
6	Число погашенных избирательных бюллетеней	29904	798	1124	1000	780	1107	1019	1136	974	602	771	831	995	1043	761	782	938	1042	867	857	762	944	869	864	872	890	928	803	719	904	762	1054	453	688	875	41	23	26					
7	Число избирательных бюллетеней в переносных ящиках	1290	49	34	31	24	22	36	31	38	23	51	29	54	43	34	48	23	71	49	44	38	35	36	17	39	72	29	44	33	31	42	34	10	56	24	0	0	16					
8	Число бюллетеней в стационарных ящиках для голосования	46249	1504	1442	1449	1496	1368	1345	1533	1480	1045	1078	1130	1447	1404	1300	1279	1338	1379	1380	1384	1310	1318	1295	1402	1288	1238	1438	1153	1145	1442	1654	1606	734	1150	1401	359	427	108					
9	Число недействительных избирательных бюллетеней	399	95	9	13	10	2	5	8	5	5	15	4	10	17	16	13	9	9	6	7	10	14	14	16	3	1	0	0	6	3	19	17	6	5	7	12	4	4					
10	Число действительных избирательных бюллетеней	47140	1458	1467	1467	1510	1388	1376	1556	1513	1063	1114	1155	1491	1430	1318	1314	1352	1441	1423	1421	1338	1339	1317	1403	1324	1309	1467	1197	1172	1470	1677	1623	738	1201	1418	347	423	120					
11	Число полученных открепительных  удостоверений	2155	50	70	50	50	50	50	50	100	50	50	50	50	50	50	60	60	60	50	80	50	100	50	120	70	100	50	60	50	60	100	85	50	50	50	10	10	10					
12	Число выданных открепительных удостоверений	1507	40	48	33	34	41	30	43	46	39	31	35	43	43	41	47	46	46	48	53	41	64	40	79	48	66	47	36	22	50	71	52	28	32	43	1	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1207	54	9	20	74	19	26	56	57	26	20	27	53	36	49	50	21	26	27	30	41	24	45	26	29	30	27	25	51	12	27	28	15	59	69	0	11	8					
14	Число неиспользованных открепительных удостоверений	648	10	22	17	16	9	20	7	54	11	19	15	7	7	9	13	14	14	2	27	9	36	10	41	22	34	3	24	28	10	29	33	22	18	7	9	10	10					
15	"Число открепительных удостоверений, выданных в ТИК"	15	0	0	2	1	0	0	0	0	0	0	0	1	0	1	0	2	3	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																												
18	. Глазьев Сергей Юрьевич	3735	142	101	118	132	116	119	100	124	87	93	59	113	100	72	90	96	150	128	115	88	100	85	126	104	92	127	96	72	126	161	140	57	123	135	23	17	8					
		7.86%	9.14%	6.84%	7.97%	8.68%	8.35%	8.62%	6.39%	8.17%	8.15%	8.24%	5.09%	7.53%	6.91%	5.40%	6.78%	7.05%	10.34%	8.96%	8.05%	6.53%	7.39%	6.39%	8.88%	7.84%	7.02%	8.66%	8.02%	6.11%	8.55%	9.49%	8.54%	7.66%	10.20%	9.47%	6.41%	3.98%	6.45%					
19	. Малышкин Олег Александрович	509	14	19	15	14	13	16	19	9	12	10	17	13	19	15	15	16	10	17	20	21	9	16	16	19	14	20	12	5	17	13	24	10	9	8	10	2	1					
		1.07%	0.90%	1.29%	1.01%	0.92%	0.94%	1.16%	1.21%	0.59%	1.12%	0.89%	1.47%	0.87%	1.31%	1.12%	1.13%	1.18%	0.69%	1.19%	1.40%	1.56%	0.67%	1.20%	1.13%	1.43%	1.07%	1.36%	1.00%	0.42%	1.15%	0.77%	1.46%	1.34%	0.75%	0.56%	2.79%	0.47%	0.81%					
20	. Миронов Сергей Михайлович	249	7	13	9	11	5	9	4	8	5	2	2	12	8	8	6	9	10	7	7	5	2	9	5	8	5	7	4	6	5	4	10	3	8	6	10	10	0					
		0.52%	0.45%	0.88%	0.61%	0.72%	0.36%	0.65%	0.26%	0.53%	0.47%	0.18%	0.17%	0.80%	0.55%	0.60%	0.45%	0.66%	0.69%	0.49%	0.49%	0.37%	0.15%	0.68%	0.35%	0.60%	0.38%	0.48%	0.33%	0.51%	0.34%	0.24%	0.61%	0.40%	0.66%	0.42%	2.79%	2.34%	0.00%					
21	. Путин Владимир Владимирович	30408	910	947	877	904	878	837	1018	910	698	746	846	996	1005	939	918	901	854	918	936	939	881	888	901	867	836	896	779	773	908	979	998	473	741	858	249	323	81					
		63.96%	58.60%	64.16%	59.26%	59.47%	63.17%	60.61%	65.09%	59.95%	65.36%	66.08%	72.99%	66.36%	69.45%	70.39%	69.18%	66.20%	58.90%	64.24%	65.55%	69.66%	65.11%	66.72%	63.50%	65.34%	63.82%	61.08%	65.08%	65.62%	61.64%	57.72%	60.85%	63.58%	61.44%	60.21%	69.36%	75.64%	65.32%					
22	. Хакамада Ирина Муцуовна	5004	231	168	201	201	134	189	189	211	107	116	75	153	124	108	113	135	152	124	132	106	119	94	124	119	161	184	133	151	173	207	169	70	116	181	13	20	1					
		10.53%	14.87%	11.38%	13.58%	13.22%	9.64%	13.69%	12.08%	13.90%	10.02%	10.27%	6.47%	10.19%	8.57%	8.10%	8.52%	9.92%	10.48%	8.68%	9.24%	7.86%	8.80%	7.06%	8.74%	8.97%	12.29%	12.54%	11.11%	12.82%	11.74%	12.21%	10.30%	9.41%	9.62%	12.70%	3.62%	4.68%	0.81%					
23	. Харитонов Николай Михайлович	3897	135	100	133	106	133	116	125	131	87	71	98	111	90	88	111	105	166	136	106	96	137	120	122	108	65	120	93	77	129	177	135	78	114	87	27	40	24					
